Academic Year,TAP College Code,Federal School Code,Level,TAP Level of Study,TAP College Name,Sector Type,TAP Sector Group,TAP Fall Headcount
2009,5475,2887,G,Grad,ALBANY MEDICAL COLLEGE,PRIVATE,5-INDEPENDENT,42
2009,5470,2886,G,Grad,ALBANY LAW SCHOOL GRAD,PRIVATE,5-INDEPENDENT,97
2009,5460,2853,G,Grad,SUNY MARITIME COLLEGE GRAD,PUBLIC,3-SUNY SO,4
2009,5456,2782,G,Grad,NEW YORK INST TECH,PRIVATE,5-INDEPENDENT,210
2009,5455,2782,G,Grad,NEW YORK INST TECH,PRIVATE,5-INDEPENDENT,36
2009,5445,2813,G,Grad,SARAH LAWRENCE COLLEGE GRAD,PRIVATE,5-INDEPENDENT,11
2009,5435,2758,G,Grad,MANHATTAN COLLEGE GRAD,PRIVATE,5-INDEPENDENT,1
2009,5431,2838,G,Grad,SUNY STONY BROOK MED-DENT,PUBLIC,3-SUNY SO,69
2009,5430,2838,G,Grad,SUNY STONY BROOK GRAD,PUBLIC,3-SUNY SO,207
2009,5425,9769,G,Grad,METROPOLITAN COLLEGE OF NY (GRAD),PRIVATE,5-INDEPENDENT,43
2009,5420,2848,G,Grad,SUC OSWEGO GRAD,PUBLIC,3-SUNY SO,51
2009,5418,4759,G,Grad,CUNY YORK COLLEGE GRAD,PUBLIC,1-CUNY SR,4
2009,5410,2899,G,Grad,WAGNER COLLEGE GRAD,PRIVATE,5-INDEPENDENT,3
2009,5405,2845,G,Grad,SUC GENESEO GRAD,PUBLIC,3-SUNY SO,4
2009,5403,2751,G,Grad,LONG ISLAND UNIVERSITY-GRAD,PRIVATE,5-INDEPENDENT,226
2009,5396,2690,G,Grad,CUNY QUEENS COLLEGE LAW SCHOOL,PUBLIC,1-CUNY SR,56
2009,5395,2690,G,Grad,CUNY QUEENS COLLEGE GRAD,PUBLIC,1-CUNY SR,60
2009,5390,2835,G,Grad,SUNY AT ALBANY GRAD,PUBLIC,3-SUNY SO,270
2009,5355,2704,G,Grad,COLL OF NEW ROCHELLE GRAD,PRIVATE,5-INDEPENDENT,1
2009,5345,10142,G,Grad,TOURO COLLEGE-MASTERS PROGRAMS,PRIVATE,5-INDEPENDENT,94
2009,5340,2829,G,Grad,ST LAWRENCE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,3
2009,5325,2810,G,Grad,THE SAGE COLLEGE GRAD,PRIVATE,5-INDEPENDENT,33
2009,5320,2806,G,Grad,ROCHESTER INST TECH GRAD,PRIVATE,5-INDEPENDENT,50
2009,5315,2798,G,Grad,PRATT INSTITUTE GRAD,PRIVATE,5-INDEPENDENT,20
2009,5310,2791,G,Grad,PACE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,33
2009,5300,2749,G,Grad,N Y COL OF PODIATRIC MEDICINE,PRIVATE,5-INDEPENDENT,44
2009,5295,2759,G,Grad,MANHATTAN SCHL MUSIC GRAD,PRIVATE,5-INDEPENDENT,9
2009,5285,2742,G,Grad,JUILLIARD SCHOOL GRAD,PRIVATE,5-INDEPENDENT,10
2009,5271,7022,G,Grad,CUNY HERBERT H LEHMAN GRAD,PUBLIC,1-CUNY SR,47
2009,5270,2689,G,Grad,CUNY HUNTER COLLEGE GRAD,PUBLIC,1-CUNY SR,185
2009,5268,2732,G,Grad,HOFSTRA UNIV GRAD LAW SCHOOL,PRIVATE,5-INDEPENDENT,75
2009,5240,2707,G,Grad,COLUMBIA UNIV INTL AFFAIRS GRAD,PRIVATE,5-INDEPENDENT,27
2009,5235,2705,G,Grad,COLLEGE OF SAINT ROSE GRAD,PRIVATE,5-INDEPENDENT,38
2009,5225,2701,G,Grad,COLGATE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,1
2009,5220,2699,G,Grad,CLARKSON UNIVERSITY- GRAD,PRIVATE,5-INDEPENDENT,17
2009,5216,2693,G,Grad,CUNY JOHN JAY COLLEGE GRAD,PUBLIC,1-CUNY SR,51
2009,5215,2688,G,Grad,CUNY CITY COLLEGE GRAD,PUBLIC,1-CUNY SR,49
2009,5210,2681,G,Grad,CANISIUS COLLEGE GRAD,PRIVATE,5-INDEPENDENT,39
2009,5200,2668,G,Grad,ALFRED UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,16
2009,5180,9895,G,Grad,YESHIVA UNIV-WURZWEILER (BLOCK),PRIVATE,5-INDEPENDENT,2
2009,5155,9895,G,Grad,YESHIVA UNIV EINSTEIN COL MED,PRIVATE,5-INDEPENDENT,71
2009,5141,4828,G,Grad,UNIV OF ROCHESTER EASTMAN GRAD,PRIVATE,5-INDEPENDENT,5
2009,5140,2894,G,Grad,UNIV OF ROCHESTER RIVER CAMP GRAD,PRIVATE,5-INDEPENDENT,6
2009,5133,2837,G,Grad,SUNY BUFFALO GRAD MED & DENT,PUBLIC,3-SUNY SO,27
2009,5130,2837,G,Grad,SUNY BUFFALO GRAD,PUBLIC,3-SUNY SO,725
2009,5120,2882,G,Grad,SYRACUSE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,67
2009,5115,2772,G,Grad,MERCY COLLEGE GRAD SEMESTER,PRIVATE,5-INDEPENDENT,50
2009,5110,2823,G,Grad,ST JOHNS UNIVERSITY - GRAD,PRIVATE,5-INDEPENDENT,140
2009,5100,2817,G,Grad,ST BONAVENTURE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,11
2009,5095,2731,G,Grad,HOBART AND WILLIAM SMITH COLLS GR,PRIVATE,5-INDEPENDENT,2
2009,5080,2803,G,Grad,RENSSELAER POLYTECHNIC INST GRAD,PRIVATE,5-INDEPENDENT,3
2009,5070,2796,G,Grad,POLYTECHNIC UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,7
2009,5065,7109,G,Grad,SUC OLD WESTBURY GRAD,PUBLIC,3-SUNY SO,3
2009,5060,2785,G,Grad,NEW YORK UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,429
2009,5050,20662,G,Grad,THE NEW SCHOOL- GRAD,PRIVATE,5-INDEPENDENT,37
2009,5045,2765,G,Grad,MARIST COLLEGE GRAD,PRIVATE,5-INDEPENDENT,6
2009,5042,2722,G,Grad,FORDHAM U GRAD BUS ADMIN,PRIVATE,5-INDEPENDENT,13
2009,5034,2744,G,Grad,KUEKA COLLEGE GRAD,PRIVATE,5-INDEPENDENT,5
2009,5033,2711,G,Grad,CORNELL UNIV LAW SCHOOL,PRIVATE,5-INDEPENDENT,3
2009,5030,2711,G,Grad,CORNELL UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,16
2009,5025,2707,G,Grad,COLUMBIA UNIV ARTS GRAD,PRIVATE,5-INDEPENDENT,39
2009,5021,3979,G,Grad,COLUMBIA U TEACHERS COL GRAD,PRIVATE,5-INDEPENDENT,84
2009,5020,2707,G,Grad,COLUMBIA U GRADUATE PROGRAMS,PRIVATE,5-INDEPENDENT,59
2009,5017,12277,G,Grad,NEW YORK CHIROPRACTIC COLLEGE,PRIVATE,5-INDEPENDENT,90
2009,5000,2666,G,Grad,ADELPHI UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,111
2009,4975,11678,U,5 yr Undergrad,SUNY POLYTECHNIC INSTITUTE,PUBLIC,3-SUNY SO,1
2009,4975,11678,U,4 yr Undergrad,SUNY POLYTECHNIC INSTITUTE,PUBLIC,3-SUNY SO,820
2009,3030,2859,U,5 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,6
2009,3030,2859,U,2 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,1766
2009,3025,2858,U,2 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,744
2009,3020,2857,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,1315
2009,3015,2856,U,2 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,1083
2009,3010,2855,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,1
2009,3010,2855,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,1428
2009,3005,2854,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,4
2009,3005,2854,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,1587
2009,2320,21700,U,2 yr Undergrad,SWEDISH INSTITUTE 2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,160
2009,2310,34044,U,2 yr Undergrad,GAMLA COLLEGE,PRIVATE,5-INDEPENDENT,352
2009,2300,2772,U,4 yr Undergrad,MERCY COLL ASSOC DEGREE PROGRAM,PRIVATE,5-INDEPENDENT,80
2009,2275,7375,U,2 yr Undergrad,ISLAND DRAFTING & TECHNICAL INST.,PRIVATE,6-BUS. DEGREE,75
2009,2265,21691,U,2 yr Undergrad,DAVIS COLLEGE,PRIVATE,5-INDEPENDENT,95
2009,2262,13029,U,5 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,9
2009,2262,13029,U,4 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,809
2009,2258,7111,U,2 yr Undergrad,NORTH COUNTRY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,585
2009,2256,7532,U,5 yr Undergrad,FINGER LAKES COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1
2009,2256,7532,U,2 yr Undergrad,FINGER LAKES COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2430
2009,2254,4788,U,4 yr Undergrad,HERKIMER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1
2009,2254,4788,U,2 yr Undergrad,HERKIMER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1818
2009,2252,6782,U,2 yr Undergrad,GENESEE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2114
2009,2243,6785,U,5 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1
2009,2240,2867,U,2 yr Undergrad,FULTON MONTGOMERY COMM COLLEGE,PUBLIC,4-SUNY CC,1124
2009,2235,2665,U,5 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,6
2009,2235,2665,U,4 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,607
2009,2230,2880,U,5 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1
2009,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,945
2009,2225,2879,U,2 yr Undergrad,SULLIVAN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,808
2009,2215,2874,U,2 yr Undergrad,NIAGARA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2717
2009,2188,2896,U,4 yr Undergrad,VILLA MARIA COLL OF BUFFALO 4YR,PRIVATE,5-INDEPENDENT,156
2009,2185,2875,U,2 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3718
2009,2180,2872,U,5 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5
2009,2180,2872,U,2 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6497
2009,2178,7466,U,4 yr Undergrad,LIM COLLEGE,PRIVATE,6-BUS. DEGREE,264
2009,2160,2881,U,5 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2
2009,2158,2896,U,2 yr Undergrad,VILLA MARIA COLL OF BUFFALO 2YR,PRIVATE,5-INDEPENDENT,138
2009,2157,2878,U,2 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5683
2009,2147,2877,U,2 yr Undergrad,ROCKLAND COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1294
2009,2140,2795,U,2 yr Undergrad,PAUL SMITHS COLLEGE 2 YR UNDEGRAD,PRIVATE,5-INDEPENDENT,82
2009,2125,2876,U,2 yr Undergrad,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1469
2009,2122,2782,U,4 yr Undergrad,NEW YORK INST TECH ELLIS ONLINE,PRIVATE,5-INDEPENDENT,13
2009,2120,2782,U,4 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,1809
2009,2120,2782,U,2 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,1
2009,2113,2873,U,2 yr Undergrad,NASSAU COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4911
2009,2110,2778,U,5 yr Undergrad,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,7
2009,2110,2778,U,4 yr Undergrad,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,814
2009,2105,2871,U,2 yr Undergrad,MOHAWK VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2883
2009,2100,2772,U,5 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,26
2009,2100,2772,U,2 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2009,2093,2763,U,2 yr Undergrad,MARIA COLL-REGULAR DAY 2YR UG,PRIVATE,5-INDEPENDENT,126
2009,2085,2869,U,2 yr Undergrad,JAMESTOWN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1861
2009,2080,2868,U,2 yr Undergrad,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3599
2009,2075,12561,U,5 yr Undergrad,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,2
2009,2075,12561,U,4 yr Undergrad,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,525
2009,2075,12561,U,2 yr Undergrad,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,12
2009,2070,2866,U,5 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,1
2009,2070,2866,U,2 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,955
2009,2065,10684,U,5 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,8
2009,2065,10684,U,2 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5371
2009,2053,2864,U,2 yr Undergrad,DUTCHESS COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1830
2009,2051,2713,U,4 yr Undergrad,DOMINICAN COLLEGE-WEEKEND 4YR UG,PRIVATE,5-INDEPENDENT,14
2009,2050,2713,U,4 yr Undergrad,DOMINICAN COLLEGE BLAUVELT 4YR UG,PRIVATE,5-INDEPENDENT,483
2009,2042,2863,U,2 yr Undergrad,CORNING COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1548
2009,2040,2709,U,4 yr Undergrad,CONCORDIA COLLEGE,PRIVATE,5-INDEPENDENT,244
2009,2038,6789,U,2 yr Undergrad,COLUMBIA-GREENE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,698
2009,2035,2685,U,5 yr Undergrad,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,2
2009,2035,2685,U,4 yr Undergrad,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,554
2009,2025,2862,U,5 yr Undergrad,BROOME COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1
2009,2005,2861,U,2 yr Undergrad,CAYUGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1585
2009,2000,2860,U,2 yr Undergrad,ADIRONDACK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1355
2009,1690,6461,U,2 yr Undergrad,ST ELIZABETH HOSP SCHOOL RAD TECH,PRIVATE,8-OTHER,7
2009,1676,36513,U,2 yr Undergrad,ST. JOSEPHS MED CENTER- RAD TECH,PRIVATE,8-OTHER,4
2009,1674,11617,U,2 yr Undergrad,NEW YORK METHODIST HOSPITAL,PRIVATE,8-OTHER,46
2009,1668,11527,U,2 yr Undergrad,HARLEM HOSPITAL-RAD TECH,PRIVATE,8-OTHER,15
2009,1653,5066,U,2 yr Undergrad,ST LUKES SCHOOL RAD TECH,PRIVATE,8-OTHER,18
2009,1640,5177,U,2 yr Undergrad,LONG ISLAND COL HOSP SCH XRAY TCH,PRIVATE,8-OTHER,6
2009,1631,5176,U,2 yr Undergrad,GLENS FALLS HOSP SCH RAD TEC,PRIVATE,8-OTHER,3
2009,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,5
2009,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,4
2009,1606,5877,U,2 yr Undergrad,S NASSAU HOSP SCH OF RAD TECH,PRIVATE,8-OTHER,2
2009,1580,2823,U,2 yr Undergrad,ST JOHNS UNIVERSITY PHYS ASSIST,PRIVATE,8-OTHER,3
2009,1535,21579,U,2 yr Undergrad,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,22
2009,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,67
2009,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,31
2009,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,2921
2009,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,15
2009,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2978
2009,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1395
2009,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,5358
2009,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,15
2009,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1227
2009,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,81
2009,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,4997
2009,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,1320
2009,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,5237
2009,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,95
2009,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,3569
2009,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,133
2009,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,5195
2009,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,86
2009,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,4604
2009,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,4773
2009,1409,7273,U,2 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,1
2009,1407,2697,U,5 yr Undergrad,CUNY QUEENSBOROUGH CC,PUBLIC,2-CUNY CC,1
2009,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,30
2009,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,1982
2009,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3469
2009,1404,2691,U,2 yr Undergrad,CUNY MANHATTAN CC,PUBLIC,2-CUNY CC,6913
2009,1403,10051,U,5 yr Undergrad,CUNY LAGUARDIA CC,PUBLIC,2-CUNY CC,1
2009,1403,10051,U,2 yr Undergrad,CUNY LAGUARDIA CC,PUBLIC,2-CUNY CC,3970
2009,1402,2694,U,5 yr Undergrad,CUNY KINGSBOROUGH CC,PUBLIC,2-CUNY CC,2
2009,1402,2694,U,2 yr Undergrad,CUNY KINGSBOROUGH CC,PUBLIC,2-CUNY CC,5371
2009,1401,8611,U,5 yr Undergrad,CUNY HOSTOS CC,PUBLIC,2-CUNY CC,1
2009,1401,8611,U,2 yr Undergrad,CUNY HOSTOS CC,PUBLIC,2-CUNY CC,1944
2009,1099,9769,U,4 yr Undergrad,METROPOLITAN COLL OF NEW YORK 4YR,PRIVATE,5-INDEPENDENT,232
2009,1099,9769,U,2 yr Undergrad,METROPOLITAN COLL OF NEW YORK 4YR,PRIVATE,5-INDEPENDENT,113
2009,1085,2903,U,4 yr Undergrad,YESHIVA UNIVERSITY,PRIVATE,5-INDEPENDENT,262
2009,1050,2901,U,4 yr Undergrad,WELLS COLLEGE,PRIVATE,5-INDEPENDENT,262
2009,1040,2899,U,4 yr Undergrad,WAGNER COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,329
2009,1030,2895,U,4 yr Undergrad,VASSAR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,210
2009,1022,2883,U,4 yr Undergrad,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,1159
2009,1016,2894,U,4 yr Undergrad,UNIV OF ROCHESTER EASTMAN UG,PRIVATE,5-INDEPENDENT,27
2009,1015,2894,U,5 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,9
2009,1015,2894,U,4 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,1001
2009,1010,2837,U,5 yr Undergrad,SUNY BUFFALO 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,115
2009,1010,2837,U,4 yr Undergrad,SUNY BUFFALO 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,7375
2009,999,2834,U,4 yr Undergrad,EXCELSIOR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,95
2009,990,2889,U,5 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3
2009,990,2889,U,4 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,341
2009,985,2882,U,5 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,24
2009,975,2866,U,5 yr Undergrad,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,20
2009,975,2866,U,4 yr Undergrad,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,760
2009,970,6791,U,5 yr Undergrad,SUC PURCHASE (UNDERGRAD),PUBLIC,3-SUNY SO,17
2009,965,7109,U,5 yr Undergrad,SUC OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,61
2009,965,7109,U,4 yr Undergrad,SUC OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,1597
2009,960,2668,U,4 yr Undergrad,SUC CERAMICS AT ALFRED UNIV 4YR U,PUBLIC,3-SUNY SO,231
2009,955,2853,U,4 yr Undergrad,SUNY MARITIME COLLEGE,PUBLIC,3-SUNY SO,380
2009,950,2851,U,5 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,11
2009,950,2851,U,4 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,605
2009,950,2851,U,2 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,17
2009,945,2850,U,4 yr Undergrad,SUC POTSDAM (UNDERGRAD),PUBLIC,3-SUNY SO,1920
2009,940,2849,U,5 yr Undergrad,SUNY PLATTSBURGH (UNDERGRAD),PUBLIC,3-SUNY SO,14
2009,940,2849,U,4 yr Undergrad,SUNY PLATTSBURGH (UNDERGRAD),PUBLIC,3-SUNY SO,2545
2009,935,2848,U,4 yr Undergrad,SUC OSWEGO (UNDERGRAD),PUBLIC,3-SUNY SO,3603
2009,930,2847,U,5 yr Undergrad,SUC ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,34
2009,930,2847,U,4 yr Undergrad,SUC ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,2589
2009,925,2846,U,4 yr Undergrad,SUC NEW PALTZ (UNDERGRAD),PUBLIC,3-SUNY SO,2479
2009,920,2845,U,5 yr Undergrad,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,6
2009,920,2845,U,4 yr Undergrad,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,1980
2009,915,2844,U,5 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,20
2009,915,2844,U,4 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,2735
2009,913,10286,U,4 yr Undergrad,SUC EMPIRE STATE (UNDERGRAD),PUBLIC,3-SUNY SO,2369
2009,910,2843,U,5 yr Undergrad,SUC CORTLAND (UNDERGRAD),PUBLIC,3-SUNY SO,25
2009,905,2842,U,5 yr Undergrad,SUC BUFFALO (UNDERGRAD),PUBLIC,3-SUNY SO,121
2009,905,2842,U,4 yr Undergrad,SUC BUFFALO (UNDERGRAD),PUBLIC,3-SUNY SO,4844
2009,900,2841,U,5 yr Undergrad,SUC BROCKPORT (UNDERGRAD),PUBLIC,3-SUNY SO,33
2009,895,2835,U,5 yr Undergrad,SUNY ALBANY 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,91
2009,895,2835,U,4 yr Undergrad,SUNY ALBANY 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,5547
2009,890,2840,U,4 yr Undergrad,SUNY UPSTATE MEDICAL UNIVERSITY,PUBLIC,3-SUNY SO,96
2009,880,2836,U,4 yr Undergrad,SUNY BINGHAMTON 4 YR(UNDERGRAD),PUBLIC,3-SUNY SO,3983
2009,875,2838,U,5 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,60
2009,875,2838,U,4 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,6489
2009,865,10142,U,4 yr Undergrad,TOURO COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1601
2009,865,10142,U,2 yr Undergrad,TOURO COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1768
2009,855,2814,U,5 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,10
2009,855,2814,U,4 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,300
2009,845,2813,U,4 yr Undergrad,SARAH LAWRENCE COLL UNDERGRAD,PRIVATE,5-INDEPENDENT,93
2009,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,14
2009,840,9248,U,2 yr Undergrad,SAMARITAN HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,20
