Academic Year,TAP College Code,Federal School Code,Level,TAP Level of Study,TAP College Name,Sector Type,TAP Sector Group,TAP Fall Headcount
2014,847,21601,U,2 yr Undergrad,FINGER LAKES HEALTH COLL NURSING,PRIVATE,5-INDEPENDENT,27
2014,8316,17197,U,4 yr Undergrad,YESHIVA OF THE TELSHE ALUMNI,PRIVATE,9-CHAPTER XXII,13
2014,8308,11821,U,4 yr Undergrad,YESHIVATH ZICHRON MOSHE,PRIVATE,9-CHAPTER XXII,33
2014,8302,31473,U,4 yr Undergrad,YESHIVA D'MONSEY,PRIVATE,9-CHAPTER XXII,29
2014,845,2813,U,4 yr Undergrad,SARAH LAWRENCE COLL UNDERGRAD,PRIVATE,5-INDEPENDENT,65
2014,8298,38023,U,4 yr Undergrad,UTA MESIVTA OF KIRYAS JOEL,PRIVATE,9-CHAPTER XXII,1334
2014,670,2808,U,4 yr Undergrad,DAEMEN COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,900
2014,8272,31292,U,4 yr Undergrad,RABBINICAL COLLEGE OF OHR SHIMON,PRIVATE,9-CHAPTER XXII,98
2014,8264,10943,U,4 yr Undergrad,RABBINICAL COLLEGE BETH SHRAGA,PRIVATE,9-CHAPTER XXII,5
2014,670,2808,U,5 yr Undergrad,DAEMEN COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4
2014,8246,4798,U,4 yr Undergrad,MIRRER YESHIVA CENTRAL INSTITUTE,PRIVATE,9-CHAPTER XXII,38
2014,890,2840,U,4 yr Undergrad,SUNY UPSTATE MEDICAL UNIVERSITY,PUBLIC,3-SUNY SO,58
2014,8204,41928,U,5 yr Undergrad,BE'ER YAAKOV TALMUDIC SEMINARY,PRIVATE,9-CHAPTER XXII,1
2014,7952,10813,U,2 yr Undergrad,AMERICAN ACADEMY MCALLISTER INST.,PRIVATE,6-BUS. DEGREE,22
2014,880,2836,U,4 yr Undergrad,SUNY BINGHAMTON 4 YR(UNDERGRAD),PUBLIC,3-SUNY SO,4312
2014,7924,21760,U,2 yr Undergrad,CHERYL FELL'S SCHOOL OF BUSINESS,PRIVATE,7-BUS. NON-DEG,61
2014,900,2841,U,5 yr Undergrad,SUC BROCKPORT (UNDERGRAD),PUBLIC,3-SUNY SO,50
2014,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,2880
2014,7839,7329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE ALBANY,PRIVATE,6-BUS. DEGREE,17
2014,7826,17163,U,2 yr Undergrad,ART INSTITUTE OF NEW YORK CITY,PRIVATE,6-BUS. DEGREE,285
2014,895,2835,U,5 yr Undergrad,SUNY ALBANY 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,67
2014,7736,2678,U,2 yr Undergrad,BRYANT & STRATTON SYRACUSE,PRIVATE,6-BUS. DEGREE,486
2014,7725,30955,U,2 yr Undergrad,ASA INSTITUTE OF BUSINESS,PRIVATE,6-BUS. DEGREE,1544
2014,525,2779,U,5 yr Undergrad,NAZARETH COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,10
2014,7699,12358,U,2 yr Undergrad,PLAZA COLLEGE-2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,451
2014,7480,8495,U,2 yr Undergrad,JAMESTOWN BUSINESS COLL 2 YR ASSO,PRIVATE,6-BUS. DEGREE,203
2014,735,2821,U,4 yr Undergrad,ST JOHN FISHER COLLEGE UNDERGRAD,PRIVATE,5-INDEPENDENT,1202
2014,7262,20757,U,2 yr Undergrad,BRIARCLIFFE COLL WOODBURY 2YR,PRIVATE,6-BUS. DEGREE,154
2014,7260,9043,U,2 yr Undergrad,ELMIRA BUSINESS INST,PRIVATE,6-BUS. DEGREE,218
2014,6734,2678,U,4 yr Undergrad,BRYANT & STRATTON GREECE,PRIVATE,6-BUS. DEGREE,23
2014,6480,8495,U,4 yr Undergrad,JAMESTOWN BUSINESS COLL 4YR BBA,PRIVATE,6-BUS. DEGREE,30
2014,915,2844,U,5 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,4
2014,6262,20757,U,4 yr Undergrad,BRIARCLIFFE COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,427
2014,930,2847,U,4 yr Undergrad,SUC ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,2276
2014,6030,2859,U,5 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,6
2014,6020,2857,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,8
2014,925,2846,U,4 yr Undergrad,SUC NEW PALTZ (UNDERGRAD),PUBLIC,3-SUNY SO,2577
2014,6015,2856,U,5 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,5
2014,940,2849,U,4 yr Undergrad,SUNY PLATTSBURGH (UNDERGRAD),PUBLIC,3-SUNY SO,2250
2014,4886,2839,U,4 yr Undergrad,SUNY DOWNSTATE MEDICAL CENTER,PUBLIC,3-SUNY SO,62
2014,3015,2856,U,2 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,792
2014,935,2848,U,4 yr Undergrad,SUC OSWEGO (UNDERGRAD),PUBLIC,3-SUNY SO,3219
2014,2321,21700,U,2 yr Undergrad,SWEDISH INST QRTLY PROGRAMS,PRIVATE,6-BUS. DEGREE,186
2014,2275,7375,U,2 yr Undergrad,ISLAND DRAFTING & TECHNICAL INST.,PRIVATE,6-BUS. DEGREE,67
2014,945,2850,U,5 yr Undergrad,SUC POTSDAM (UNDERGRAD),PUBLIC,3-SUNY SO,14
2014,2262,13029,U,4 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,914
2014,2254,4788,U,2 yr Undergrad,HERKIMER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1193
2014,2243,6785,U,2 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1239
2014,945,2850,U,4 yr Undergrad,SUC POTSDAM (UNDERGRAD),PUBLIC,3-SUNY SO,1887
2014,2235,2665,U,5 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,14
2014,2185,2875,U,2 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3546
2014,2160,2881,U,2 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3450
2014,2147,2877,U,2 yr Undergrad,ROCKLAND COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1370
2014,965,7109,U,5 yr Undergrad,SUC OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,48
2014,2110,2778,U,5 yr Undergrad,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,2
2014,2100,2772,U,4 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2756
2014,995,2885,U,4 yr Undergrad,ALBANY COLLEGE OF PHARMACY 4YR UG,PRIVATE,5-INDEPENDENT,341
2014,2080,2868,U,5 yr Undergrad,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1
2014,975,2866,U,5 yr Undergrad,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,23
2014,2065,10684,U,2 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4570
2014,2045,7304,U,2 yr Undergrad,CULINARY INSTITUTE OF AMERICA 2YR,PRIVATE,5-INDEPENDENT,125
2014,970,6791,U,5 yr Undergrad,SUC PURCHASE (UNDERGRAD),PUBLIC,3-SUNY SO,12
2014,2036,6787,U,2 yr Undergrad,CLINTON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,638
2014,2005,2861,U,2 yr Undergrad,CAYUGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1307
2014,1674,11617,U,2 yr Undergrad,NEW YORK METHODIST HOSPITAL,PRIVATE,8-OTHER,58
2014,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,4
2014,1580,2823,U,2 yr Undergrad,ST JOHNS UNIVERSITY PHYS ASSIST,PRIVATE,8-OTHER,1
2014,910,2843,U,4 yr Undergrad,SUC CORTLAND (UNDERGRAD),PUBLIC,3-SUNY SO,2474
2014,985,2882,U,5 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,18
2014,1421,42101,U,2 yr Undergrad,CUNY STELLA & CHARLES GUTTMAN CC,PUBLIC,2-CUNY CC,483
2014,880,2836,U,5 yr Undergrad,SUNY BINGHAMTON 4 YR(UNDERGRAD),PUBLIC,3-SUNY SO,40
2014,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,8
2014,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,5815
2014,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,74
2014,1022,2883,U,5 yr Undergrad,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,18
2014,1407,2697,U,2 yr Undergrad,CUNY QUEENSBOROUGH CC,PUBLIC,2-CUNY CC,4561
2014,1404,2691,U,2 yr Undergrad,CUNY MANHATTAN CC,PUBLIC,2-CUNY CC,8604
2014,1016,2894,U,4 yr Undergrad,UNIV OF ROCHESTER EASTMAN UG,PRIVATE,5-INDEPENDENT,23
2014,1400,2692,U,2 yr Undergrad,CUNY BRONX CC,PUBLIC,2-CUNY CC,4177
2014,1050,2901,U,4 yr Undergrad,WELLS COLLEGE,PRIVATE,5-INDEPENDENT,269
2014,1045,2900,U,4 yr Undergrad,WEBB INST OF NAVAL ARCH.,PRIVATE,5-INDEPENDENT,3
2014,1030,2895,U,4 yr Undergrad,VASSAR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,228
2014,1015,2894,U,5 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,5
2014,1010,2837,U,4 yr Undergrad,SUNY BUFFALO 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,6931
2014,999,2834,U,4 yr Undergrad,EXCELSIOR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,194
2014,985,2882,U,4 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,2431
2014,975,2866,U,4 yr Undergrad,FASHION INST TECH UPPER DIVISION,PUBLIC,4-SUNY CC,753
2014,970,6791,U,4 yr Undergrad,SUC PURCHASE (UNDERGRAD),PUBLIC,3-SUNY SO,1437
2014,960,2668,U,4 yr Undergrad,SUC CERAMICS AT ALFRED UNIV 4YR U,PUBLIC,3-SUNY SO,162
2014,955,2853,U,4 yr Undergrad,SUNY MARITIME COLLEGE,PUBLIC,3-SUNY SO,376
2014,950,2851,U,5 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,8
2014,950,2851,U,4 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,562
2014,695,2817,U,4 yr Undergrad,ST BONAVENTURE UNIVERSITY UG,PRIVATE,5-INDEPENDENT,585
2014,930,2847,U,5 yr Undergrad,SUC ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,18
2014,920,2845,U,5 yr Undergrad,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,5
2014,915,2844,U,4 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,2257
2014,913,10286,U,4 yr Undergrad,SUC EMPIRE STATE (UNDERGRAD),PUBLIC,3-SUNY SO,2504
2014,905,2842,U,4 yr Undergrad,SUC BUFFALO (UNDERGRAD),PUBLIC,3-SUNY SO,4530
2014,900,2841,U,4 yr Undergrad,SUC BROCKPORT (UNDERGRAD),PUBLIC,3-SUNY SO,3021
2014,895,2835,U,4 yr Undergrad,SUNY ALBANY 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,5398
2014,875,2838,U,5 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,60
2014,865,10142,U,4 yr Undergrad,TOURO COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1521
2014,865,10142,U,2 yr Undergrad,TOURO COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1105
2014,855,2814,U,5 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,5
2014,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,5
2014,838,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING MED/DENTAL,PRIVATE,5-INDEPENDENT,117
2014,830,2832,U,4 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,419
2014,758,2825,U,4 yr Undergrad,ST JOSEPHS COLL PATCHOGUE UG,PRIVATE,5-INDEPENDENT,961
2014,751,2823,U,5 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,2
2014,751,2823,U,4 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,3708
2014,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,5-INDEPENDENT,16
2014,710,6461,U,2 yr Undergrad,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,5-INDEPENDENT,43
2014,685,2816,U,4 yr Undergrad,SIENA COLLEGE,PRIVATE,5-INDEPENDENT,1041
2014,675,2810,U,5 yr Undergrad,THE SAGE COLLEGES 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3
2014,650,2806,U,5 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,16
2014,650,2806,U,2 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,5
2014,990,2889,U,4 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,229
2014,641,2805,U,4 yr Undergrad,ROBERTS WESLEYAN COL BSN NON TRAD,PRIVATE,5-INDEPENDENT,53
2014,640,2805,U,4 yr Undergrad,ROBERTS WESLEYAN COLL  UG SEMESTE,PRIVATE,5-INDEPENDENT,556
2014,615,2798,U,4 yr Undergrad,PRATT INSTITUTE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,281
2014,591,2791,U,5 yr Undergrad,PACE UNIVERSITY WESTCHESTER,PRIVATE,5-INDEPENDENT,2
2014,590,2791,U,5 yr Undergrad,PACE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4
2014,560,2788,U,4 yr Undergrad,NIAGARA UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1186
2014,550,20690,U,4 yr Undergrad,NEW YORK SCHOOL INTERIOR DESIGN,PRIVATE,5-INDEPENDENT,22
2014,541,34433,U,4 yr Undergrad,NY COLL TRAD CHINESE MEDICINE,PRIVATE,5-INDEPENDENT,20
2014,525,2779,U,4 yr Undergrad,NAZARETH COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,870
2014,505,2777,U,2 yr Undergrad,MEDAILLE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,25
2014,500,2775,U,4 yr Undergrad,MOLLOY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1114
2014,440,2765,U,5 yr Undergrad,MARIST COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6
2014,438,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING MED ASSIST,PRIVATE,5-INDEPENDENT,51
2014,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,5-INDEPENDENT,82
2014,420,2760,U,4 yr Undergrad,MANHATTANVILLE COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,573
2014,403,2751,U,5 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,92
2014,375,2748,U,5 yr Undergrad,LEMOYNE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6
2014,355,40953,U,4 yr Undergrad,THE KING'S COLLEGE,PRIVATE,5-INDEPENDENT,21
2014,330,2739,U,4 yr Undergrad,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,1196
2014,325,2737,U,4 yr Undergrad,IONA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1053
2014,305,2734,U,4 yr Undergrad,HOUGHTON COLLEGE,PRIVATE,5-INDEPENDENT,401
2014,300,2732,U,5 yr Undergrad,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,18
2014,288,10153,U,4 yr Undergrad,HELENE FULD SCHOOL REG NURS BA,PRIVATE,5-INDEPENDENT,10
2014,287,10153,U,2 yr Undergrad,HELENE FULD SCHOOL REG NURSING,PRIVATE,5-INDEPENDENT,83
2014,270,2728,U,4 yr Undergrad,HAMILTON COLLEGE,PRIVATE,5-INDEPENDENT,197
2014,210,6448,U,2 yr Undergrad,THE BELANGER SCHOOL OF NURSING,PRIVATE,5-INDEPENDENT,12
2014,940,2849,U,5 yr Undergrad,SUNY PLATTSBURGH (UNDERGRAD),PUBLIC,3-SUNY SO,20
2014,195,2712,U,4 yr Undergrad,D'YOUVILLE COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,648
2014,190,6445,U,2 yr Undergrad,CROUSE IRVING HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,53
2014,175,2711,U,5 yr Undergrad,CORNELL UNIVERSITY,PRIVATE,5-INDEPENDENT,3
2014,155,2708,U,4 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,281
2014,130,2703,U,4 yr Undergrad,COL OF MT ST VINCENT 4YR SEM,PRIVATE,5-INDEPENDENT,737
2014,120,2699,U,4 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1050
2014,90,2681,U,5 yr Undergrad,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,12
2014,35,2671,U,5 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2014,25,6435,U,4 yr Undergrad,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,16
2014,20,2668,U,4 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,674
2014,935,2848,U,5 yr Undergrad,SUC OSWEGO (UNDERGRAD),PUBLIC,3-SUNY SO,47
2014,1010,2837,U,5 yr Undergrad,SUNY BUFFALO 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,122
2014,447,2769,U,5 yr Undergrad,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,2
2014,1022,2883,U,4 yr Undergrad,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,1088
2014,1402,2694,U,2 yr Undergrad,CUNY KINGSBOROUGH CC,PUBLIC,2-CUNY CC,5742
2014,11,2667,U,4 yr Undergrad,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,492
2014,1075,7465,U,2 yr Undergrad,AMERICAN ACAD OF DRAMATIC ARTS,PRIVATE,6-BUS. DEGREE,22
2014,1015,2894,U,4 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,763
2014,1535,21579,U,2 yr Undergrad,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,22
2014,950,2851,U,2 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,19
2014,1040,2899,U,4 yr Undergrad,WAGNER COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,306
2014,1099,9769,U,2 yr Undergrad,METROPOLITAN COLL OF NEW YORK 4YR,PRIVATE,5-INDEPENDENT,1
2014,2085,2869,U,2 yr Undergrad,JAMESTOWN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1545
2014,1085,2903,U,4 yr Undergrad,YESHIVA UNIVERSITY,PRIVATE,5-INDEPENDENT,280
2014,955,2853,U,5 yr Undergrad,SUNY MARITIME COLLEGE,PUBLIC,3-SUNY SO,2
2014,910,2843,U,5 yr Undergrad,SUC CORTLAND (UNDERGRAD),PUBLIC,3-SUNY SO,15
2014,1403,10051,U,2 yr Undergrad,CUNY LAGUARDIA CC,PUBLIC,2-CUNY CC,4945
2014,6018,4799,U,5 yr Undergrad,MONROE COLLEGE BACHELORS DEG 4YR,PRIVATE,6-BUS. DEGREE,8
2014,925,2846,U,5 yr Undergrad,SUC NEW PALTZ (UNDERGRAD),PUBLIC,3-SUNY SO,53
2014,1401,8611,U,2 yr Undergrad,CUNY HOSTOS CC,PUBLIC,2-CUNY CC,2385
2014,920,2845,U,4 yr Undergrad,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,1937
2014,855,2814,U,4 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,290
2014,7264,20757,U,2 yr Undergrad,BRIARCLIFFE COLL-BOHEMIA 2YR,PRIVATE,6-BUS. DEGREE,184
2014,7718,4799,U,2 yr Undergrad,MONROE COLLEGE NURSING CERT PROG,PRIVATE,6-BUS. DEGREE,10
2014,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,27
2014,7937,31933,U,2 yr Undergrad,MANHATTAN SCHOOL OF COMPUTER TECH,PRIVATE,7-BUS. NON-DEG,150
2014,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3246
2014,875,2838,U,4 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,5313
2014,735,2821,U,5 yr Undergrad,ST JOHN FISHER COLLEGE UNDERGRAD,PRIVATE,5-INDEPENDENT,4
2014,650,2806,U,4 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2819
2014,555,2785,U,5 yr Undergrad,NEW YORK UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,20
2014,55,21068,U,2 yr Undergrad,BRAMSON ORT COLLEGE,PRIVATE,5-INDEPENDENT,384
2014,2256,7532,U,2 yr Undergrad,FINGER LAKES COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1948
2014,1551,21601,U,2 yr Undergrad,MARION S WHELAN PRAC NURSING SEM,PRIVATE,8-OTHER,16
2014,10,2666,U,4 yr Undergrad,ADELPHI UNIVERSITY 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1725
2014,11,2667,U,5 yr Undergrad,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7
2014,35,2671,U,4 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,247
2014,140,2705,U,5 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,1
2014,155,2708,U,5 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,1
2014,171,2707,U,5 yr Undergrad,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,2
2014,175,2711,U,4 yr Undergrad,CORNELL UNIVERSITY,PRIVATE,5-INDEPENDENT,1084
2014,170,2710,U,5 yr Undergrad,COOPER UNION ADVNCMT SCI ART,PRIVATE,5-INDEPENDENT,1
2014,245,2722,U,5 yr Undergrad,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,40
2014,295,2731,U,5 yr Undergrad,HOBART AND WILLIAM SMITH COLLS 4Y,PRIVATE,5-INDEPENDENT,2
2014,300,2732,U,4 yr Undergrad,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1436
2014,288,10153,U,2 yr Undergrad,HELENE FULD SCHOOL REG NURS BA,PRIVATE,5-INDEPENDENT,1
2014,330,2739,U,5 yr Undergrad,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,5
2014,340,2742,U,4 yr Undergrad,JUILLIARD SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,24
2014,345,2744,U,4 yr Undergrad,KEUKA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,672
2014,375,2748,U,4 yr Undergrad,LEMOYNE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1145
2014,325,2737,U,5 yr Undergrad,IONA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2014,405,2758,U,4 yr Undergrad,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,992
2014,195,2712,U,5 yr Undergrad,D'YOUVILLE COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6
2014,410,2759,U,4 yr Undergrad,MANHATTAN SCHOOL OF MUSIC 4 YR UN,PRIVATE,5-INDEPENDENT,14
2014,285,2729,U,4 yr Undergrad,HARTWICK COLLEGE,PRIVATE,5-INDEPENDENT,599
2014,403,2751,U,4 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3199
2014,447,2769,U,4 yr Undergrad,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,210
2014,455,12203,U,2 yr Undergrad,ST PETERS HOSP COLLEGE OF NURSING,PRIVATE,5-INDEPENDENT,1
2014,174,2711,U,4 yr Undergrad,CORNELL UNIV STATUTORY COLLEGES,PUBLIC,3-SUNY SO,335
2014,500,2775,U,5 yr Undergrad,MOLLOY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,12
2014,440,2765,U,4 yr Undergrad,MARIST COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,741
2014,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,117
2014,125,2701,U,4 yr Undergrad,COLGATE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,220
2014,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5050
2014,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,99
2014,140,2705,U,4 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,1155
2014,136,2704,U,4 yr Undergrad,COLL OF NEW ROCHELLE NEW RESOURCE,PRIVATE,5-INDEPENDENT,1774
2014,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,100
2014,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,98
2014,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,4
2014,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,3
2014,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,5308
