DBN,School Name,Category,Cohort Year,Cohort,Cohort #,Total Grads #,Total Grads % of cohort,Total Regents#,Total Regents% of cohort,Total Regents% of grads,Advanced Regents#,Advanced Regents% of cohort,Advanced Regents% of grads,Regents without Advanced#,Regents without Advanced% of cohort,Regents without Advanced% of grads,Local#,Local% of cohort,Local% of grads,Still Enrolled#,Still Enrolled% of cohort,Dropout#,Dropout% of cohort
84K693,Northside Charter High School,All Students,2008,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K693,Northside Charter High School,All Students,2013,5 year August,80,74,92.5,65,81.3,87.8,8,10.0,10.8,57,71.3,77.0,9,11.3,12.2,1,1.3,5,6.3
84K693,Northside Charter High School,All Students,2012,5 year August,81,75,92.6,66,81.5,88.0,6,7.4,8.0,60,74.1,80.0,9,11.1,12.0,6,7.4,0,0.0
84K693,Northside Charter High School,All Students,2011,5 year August,91,78,85.7,69,75.8,88.5,2,2.2,2.6,67,73.6,85.9,9,9.9,11.5,9,9.9,4,4.4
84K693,Northside Charter High School,All Students,2010,5 year August,95,93,97.9,79,83.2,84.9,7,7.4,7.5,72,75.8,77.4,14,14.7,15.1,1,1.1,0,0.0
84K693,Northside Charter High School,All Students,2009,5 year August,94,89,94.7,84,89.4,94.4,6,6.4,6.7,78,83.0,87.6,5,5.3,5.6,3,3.2,1,1.1
84K693,Northside Charter High School,All Students,2008,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K693,Northside Charter High School,All Students,2013,5 year June,80,74,92.5,65,81.3,87.8,8,10.0,10.8,57,71.3,77.0,9,11.3,12.2,1,1.3,5,6.3
84K693,Northside Charter High School,All Students,2012,5 year June,81,75,92.6,66,81.5,88.0,6,7.4,8.0,60,74.1,80.0,9,11.1,12.0,6,7.4,0,0.0
84K693,Northside Charter High School,All Students,2011,5 year June,91,78,85.7,69,75.8,88.5,2,2.2,2.6,67,73.6,85.9,9,9.9,11.5,9,9.9,4,4.4
84K693,Northside Charter High School,All Students,2010,5 year June,95,93,97.9,79,83.2,84.9,7,7.4,7.5,72,75.8,77.4,14,14.7,15.1,1,1.1,0,0.0
84K693,Northside Charter High School,All Students,2009,5 year June,94,89,94.7,84,89.4,94.4,6,6.4,6.7,78,83.0,87.6,5,5.3,5.6,3,3.2,1,1.1
84K693,Northside Charter High School,All Students,2008,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K693,Northside Charter High School,All Students,2012,6 year June,80,76,95.0,67,83.8,88.2,5,6.3,6.6,62,77.5,81.6,9,11.3,11.8,2,2.5,2,2.5
84K693,Northside Charter High School,All Students,2011,6 year June,91,80,87.9,71,78.0,88.8,2,2.2,2.5,69,75.8,86.3,9,9.9,11.3,7,7.7,4,4.4
84K693,Northside Charter High School,All Students,2010,6 year June,95,93,97.9,79,83.2,84.9,7,7.4,7.5,72,75.8,77.4,14,14.7,15.1,1,1.1,0,0.0
84K693,Northside Charter High School,All Students,2009,6 year June,93,90,96.8,85,91.4,94.4,6,6.5,6.7,79,84.9,87.8,5,5.4,5.6,1,1.1,1,1.1
84K693,Northside Charter High School,All Students,2008,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K707,Brooklyn Prospect Charter School,All Students,2014,4 year August,94,81,86.2,79,84.0,97.5,0,0.0,0.0,79,84.0,97.5,2,2.1,2.5,13,13.8,0,0.0
84K707,Brooklyn Prospect Charter School,All Students,2013,4 year August,95,89,93.7,88,92.6,98.9,1,1.1,1.1,87,91.6,97.8,1,1.1,1.1,4,4.2,2,2.1
84K707,Brooklyn Prospect Charter School,All Students,2012,4 year August,104,89,85.6,89,85.6,100.0,0,0.0,0.0,89,85.6,100.0,0,0.0,0.0,11,10.6,4,3.8
84K707,Brooklyn Prospect Charter School,All Students,2014,4 year June,94,81,86.2,79,84.0,97.5,0,0.0,0.0,79,84.0,97.5,2,2.1,2.5,13,13.8,0,0.0
84K707,Brooklyn Prospect Charter School,All Students,2013,4 year June,95,89,93.7,88,92.6,98.9,1,1.1,1.1,87,91.6,97.8,1,1.1,1.1,4,4.2,2,2.1
84K707,Brooklyn Prospect Charter School,All Students,2012,4 year June,104,83,79.8,83,79.8,100.0,0,0.0,0.0,83,79.8,100.0,0,0.0,0.0,17,16.3,4,3.8
84K707,Brooklyn Prospect Charter School,All Students,2013,5 year August,95,92,96.8,90,94.7,97.8,1,1.1,1.1,89,93.7,96.7,2,2.1,2.2,1,1.1,2,2.1
84K707,Brooklyn Prospect Charter School,All Students,2012,5 year August,101,91,90.1,91,90.1,100.0,0,0.0,0.0,91,90.1,100.0,0,0.0,0.0,5,5.0,5,5.0
84K707,Brooklyn Prospect Charter School,All Students,2013,5 year June,95,92,96.8,90,94.7,97.8,1,1.1,1.1,89,93.7,96.7,2,2.1,2.2,1,1.1,2,2.1
84K707,Brooklyn Prospect Charter School,All Students,2012,5 year June,101,91,90.1,91,90.1,100.0,0,0.0,0.0,91,90.1,100.0,0,0.0,0.0,5,5.0,5,5.0
84K707,Brooklyn Prospect Charter School,All Students,2012,6 year June,101,94,93.1,92,91.1,97.9,0,0.0,0.0,92,91.1,97.9,2,2.0,2.1,2,2.0,5,5.0
84K710,Brownsville Collegiate Charter School,All Students,2014,4 year August,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K710,Brownsville Collegiate Charter School,All Students,2013,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K710,Brownsville Collegiate Charter School,All Students,2012,4 year August,10,10,100.0,10,100.0,100.0,0,0.0,0.0,10,100.0,100.0,0,0.0,0.0,0,0.0,0,0.0
84K710,Brownsville Collegiate Charter School,All Students,2014,4 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K710,Brownsville Collegiate Charter School,All Students,2013,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K710,Brownsville Collegiate Charter School,All Students,2012,4 year June,10,10,100.0,10,100.0,100.0,0,0.0,0.0,10,100.0,100.0,0,0.0,0.0,0,0.0,0,0.0
84K710,Brownsville Collegiate Charter School,All Students,2013,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K710,Brownsville Collegiate Charter School,All Students,2012,5 year August,10,10,100.0,10,100.0,100.0,0,0.0,0.0,10,100.0,100.0,0,0.0,0.0,0,0.0,0,0.0
84K710,Brownsville Collegiate Charter School,All Students,2013,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K710,Brownsville Collegiate Charter School,All Students,2012,5 year June,10,10,100.0,10,100.0,100.0,0,0.0,0.0,10,100.0,100.0,0,0.0,0.0,0,0.0,0,0.0
84K710,Brownsville Collegiate Charter School,All Students,2012,6 year June,10,10,100.0,10,100.0,100.0,0,0.0,0.0,10,100.0,100.0,0,0.0,0.0,0,0.0,0,0.0
84K712,Excellence Girls Charter School,All Students,2014,4 year August,114,107,93.9,107,93.9,100.0,36,31.6,33.6,71,62.3,66.4,0,0.0,0.0,6,5.3,1,0.9
84K712,Excellence Girls Charter School,All Students,2013,4 year August,89,81,91.0,77,86.5,95.1,15,16.9,18.5,62,69.7,76.5,4,4.5,4.9,8,9.0,0,0.0
84K712,Excellence Girls Charter School,All Students,2014,4 year June,114,107,93.9,107,93.9,100.0,36,31.6,33.6,71,62.3,66.4,0,0.0,0.0,6,5.3,1,0.9
84K712,Excellence Girls Charter School,All Students,2013,4 year June,89,81,91.0,77,86.5,95.1,15,16.9,18.5,62,69.7,76.5,4,4.5,4.9,8,9.0,0,0.0
84K712,Excellence Girls Charter School,All Students,2013,5 year August,89,87,97.8,83,93.3,95.4,15,16.9,17.2,68,76.4,78.2,4,4.5,4.6,1,1.1,1,1.1
84K712,Excellence Girls Charter School,All Students,2012,5 year August,6,5,83.3,5,83.3,100.0,0,0.0,0.0,5,83.3,100.0,0,0.0,0.0,1,16.7,0,0.0
84K712,Excellence Girls Charter School,All Students,2013,5 year June,89,87,97.8,83,93.3,95.4,15,16.9,17.2,68,76.4,78.2,4,4.5,4.6,1,1.1,1,1.1
84K712,Excellence Girls Charter School,All Students,2012,5 year June,6,5,83.3,5,83.3,100.0,0,0.0,0.0,5,83.3,100.0,0,0.0,0.0,1,16.7,0,0.0
84K712,Excellence Girls Charter School,All Students,2012,6 year June,6,5,83.3,5,83.3,100.0,0,0.0,0.0,5,83.3,100.0,0,0.0,0.0,1,16.7,0,0.0
84K712,Excellence Girls Charter School,All Students,2011,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2014,4 year August,56,45,80.4,43,76.8,95.6,3,5.4,6.7,40,71.4,88.9,2,3.6,4.4,10,17.9,1,1.8
84K730,Summit Academy Charter School,All Students,2013,4 year August,43,36,83.7,36,83.7,100.0,4,9.3,11.1,32,74.4,88.9,0,0.0,0.0,6,14.0,1,2.3
84K730,Summit Academy Charter School,All Students,2012,4 year August,52,42,80.8,42,80.8,100.0,14,26.9,33.3,28,53.8,66.7,0,0.0,0.0,8,15.4,1,1.9
84K730,Summit Academy Charter School,All Students,2011,4 year August,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2010,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2014,4 year June,56,37,66.1,36,64.3,97.3,3,5.4,8.1,33,58.9,89.2,1,1.8,2.7,18,32.1,1,1.8
84K730,Summit Academy Charter School,All Students,2013,4 year June,43,29,67.4,29,67.4,100.0,4,9.3,13.8,25,58.1,86.2,0,0.0,0.0,13,30.2,1,2.3
84K730,Summit Academy Charter School,All Students,2012,4 year June,52,41,78.8,41,78.8,100.0,14,26.9,34.1,27,51.9,65.9,0,0.0,0.0,9,17.3,1,1.9
84K730,Summit Academy Charter School,All Students,2011,4 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2010,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2013,5 year August,41,38,92.7,38,92.7,100.0,4,9.8,10.5,34,82.9,89.5,0,0.0,0.0,2,4.9,1,2.4
84K730,Summit Academy Charter School,All Students,2012,5 year August,47,44,93.6,44,93.6,100.0,14,29.8,31.8,30,63.8,68.2,0,0.0,0.0,1,2.1,1,2.1
84K730,Summit Academy Charter School,All Students,2011,5 year August,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2010,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2013,5 year June,41,37,90.2,37,90.2,100.0,4,9.8,10.8,33,80.5,89.2,0,0.0,0.0,3,7.3,1,2.4
84K730,Summit Academy Charter School,All Students,2012,5 year June,47,43,91.5,43,91.5,100.0,14,29.8,32.6,29,61.7,67.4,0,0.0,0.0,2,4.3,1,2.1
84K730,Summit Academy Charter School,All Students,2011,5 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2010,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2012,6 year June,47,44,93.6,44,93.6,100.0,14,29.8,31.8,30,63.8,68.2,0,0.0,0.0,1,2.1,1,2.1
84K730,Summit Academy Charter School,All Students,2011,6 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K730,Summit Academy Charter School,All Students,2010,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K733,"Math, Engineering, and Science Academy Charter High School",All Students,2014,4 year August,113,105,92.9,92,81.4,87.6,20,17.7,19.0,72,63.7,68.6,13,11.5,12.4,8,7.1,0,0.0
84K733,"Math, Engineering, and Science Academy Charter High School",All Students,2013,4 year August,116,105,90.5,105,90.5,100.0,16,13.8,15.2,89,76.7,84.8,0,0.0,0.0,8,6.9,3,2.6
84K733,"Math, Engineering, and Science Academy Charter High School",All Students,2014,4 year June,113,1,0.9,1,0.9,100.0,0,0.0,0.0,1,0.9,100.0,0,0.0,0.0,112,99.1,0,0.0
84K733,"Math, Engineering, and Science Academy Charter High School",All Students,2013,4 year June,116,102,87.9,102,87.9,100.0,16,13.8,15.7,86,74.1,84.3,0,0.0,0.0,11,9.5,3,2.6
84K733,"Math, Engineering, and Science Academy Charter High School",All Students,2013,5 year August,116,108,93.1,107,92.2,99.1,16,13.8,14.8,91,78.4,84.3,1,0.9,0.9,4,3.4,4,3.4
84K733,"Math, Engineering, and Science Academy Charter High School",All Students,2013,5 year June,116,105,90.5,105,90.5,100.0,16,13.8,15.2,89,76.7,84.8,0,0.0,0.0,7,6.0,4,3.4
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2014,4 year August,90,87,96.7,85,94.4,97.7,29,32.2,33.3,56,62.2,64.4,2,2.2,2.3,2,2.2,1,1.1
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2013,4 year August,107,97,90.7,94,87.9,96.9,23,21.5,23.7,71,66.4,73.2,3,2.8,3.1,10,9.3,0,0.0
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2012,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2011,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2014,4 year June,90,86,95.6,84,93.3,97.7,29,32.2,33.7,55,61.1,64.0,2,2.2,2.3,3,3.3,1,1.1
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2013,4 year June,107,90,84.1,88,82.2,97.8,23,21.5,25.6,65,60.7,72.2,2,1.9,2.2,17,15.9,0,0.0
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2012,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2011,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2013,5 year August,102,101,99.0,97,95.1,96.0,23,22.5,22.8,74,72.5,73.3,4,3.9,4.0,0,0.0,1,1.0
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2012,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2011,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2013,5 year June,102,99,97.1,95,93.1,96.0,23,22.5,23.2,72,70.6,72.7,4,3.9,4.0,2,2.0,1,1.0
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2012,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2011,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2012,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K738,New Visions Charter High School for Advanced Math and Science III,All Students,2011,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K739,New Visions Charter High School for the Humanities III,All Students,2014,4 year August,90,73,81.1,64,71.1,87.7,4,4.4,5.5,60,66.7,82.2,9,10.0,12.3,12,13.3,4,4.4
84K739,New Visions Charter High School for the Humanities III,All Students,2013,4 year August,101,83,82.2,74,73.3,89.2,2,2.0,2.4,72,71.3,86.7,9,8.9,10.8,16,15.8,0,0.0
84K739,New Visions Charter High School for the Humanities III,All Students,2014,4 year June,90,73,81.1,64,71.1,87.7,4,4.4,5.5,60,66.7,82.2,9,10.0,12.3,12,13.3,4,4.4
84K739,New Visions Charter High School for the Humanities III,All Students,2013,4 year June,101,79,78.2,72,71.3,91.1,2,2.0,2.5,70,69.3,88.6,7,6.9,8.9,20,19.8,0,0.0
84K739,New Visions Charter High School for the Humanities III,All Students,2013,5 year August,99,90,90.9,77,77.8,85.6,2,2.0,2.2,75,75.8,83.3,13,13.1,14.4,6,6.1,1,1.0
84K739,New Visions Charter High School for the Humanities III,All Students,2013,5 year June,99,90,90.9,77,77.8,85.6,2,2.0,2.2,75,75.8,83.3,13,13.1,14.4,6,6.1,1,1.0
84K744,Coney Island Preparatory Public Charter School,All Students,2014,4 year August,82,70,85.4,70,85.4,100.0,23,28.0,32.9,47,57.3,67.1,0,0.0,0.0,10,12.2,2,2.4
84K744,Coney Island Preparatory Public Charter School,All Students,2013,4 year August,79,71,89.9,71,89.9,100.0,47,59.5,66.2,24,30.4,33.8,0,0.0,0.0,4,5.1,4,5.1
84K744,Coney Island Preparatory Public Charter School,All Students,2011,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K744,Coney Island Preparatory Public Charter School,All Students,2014,4 year June,82,70,85.4,70,85.4,100.0,23,28.0,32.9,47,57.3,67.1,0,0.0,0.0,10,12.2,2,2.4
84K744,Coney Island Preparatory Public Charter School,All Students,2013,4 year June,79,71,89.9,71,89.9,100.0,47,59.5,66.2,24,30.4,33.8,0,0.0,0.0,4,5.1,4,5.1
84K744,Coney Island Preparatory Public Charter School,All Students,2011,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K744,Coney Island Preparatory Public Charter School,All Students,2013,5 year August,79,73,92.4,73,92.4,100.0,47,59.5,64.4,26,32.9,35.6,0,0.0,0.0,1,1.3,5,6.3
84K744,Coney Island Preparatory Public Charter School,All Students,2011,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K744,Coney Island Preparatory Public Charter School,All Students,2013,5 year June,79,73,92.4,73,92.4,100.0,47,59.5,64.4,26,32.9,35.6,0,0.0,0.0,1,1.3,5,6.3
84K744,Coney Island Preparatory Public Charter School,All Students,2011,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K744,Coney Island Preparatory Public Charter School,All Students,2011,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K775,Leadership Preparatory Ocean Hill Charter School,All Students,2014,4 year August,63,63,100.0,63,100.0,100.0,0,0.0,0.0,63,100.0,100.0,0,0.0,0.0,0,0.0,0,0.0
84K775,Leadership Preparatory Ocean Hill Charter School,All Students,2014,4 year June,63,63,100.0,63,100.0,100.0,0,0.0,0.0,63,100.0,100.0,0,0.0,0.0,0,0.0,0,0.0
84K803,Brooklyn LABÂ Charter School,All Students,2014,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84K803,Brooklyn LABÂ Charter School,All Students,2014,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84KXXX,BELIEVE SOUTHSIDE CHARTER HIGH SCHÂ,All Students,2009,4 year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84KXXX,BELIEVE SOUTHSIDE CHARTER HIGH SCHÂ,All Students,2009,4 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84KXXX,BELIEVE SOUTHSIDE CHARTER HIGH SCHÂ,All Students,2009,5 year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84KXXX,BELIEVE SOUTHSIDE CHARTER HIGH SCHÂ,All Students,2009,5 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84KXXX,BELIEVE SOUTHSIDE CHARTER HIGH SCHÂ,All Students,2009,6 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M065,Democracy Prep Endurance Charter School,All Students,2014,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M065,Democracy Prep Endurance Charter School,All Students,2014,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M065,Democracy Prep Endurance Charter School,All Students,2011,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M279,The Opportunity Charter School,All Students,2014,4 year August,41,40,97.6,21,51.2,52.5,0,0.0,0.0,21,51.2,52.5,19,46.3,47.5,1,2.4,0,0.0
84M279,The Opportunity Charter School,All Students,2013,4 year August,51,44,86.3,29,56.9,65.9,1,2.0,2.3,28,54.9,63.6,15,29.4,34.1,1,2.0,3,5.9
84M279,The Opportunity Charter School,All Students,2012,4 year August,54,31,57.4,23,42.6,74.2,0,0.0,0.0,23,42.6,74.2,8,14.8,25.8,11,20.4,2,3.7
84M279,The Opportunity Charter School,All Students,2011,4 year August,60,42,70.0,34,56.7,81.0,0,0.0,0.0,34,56.7,81.0,8,13.3,19.0,12,20.0,3,5.0
84M279,The Opportunity Charter School,All Students,2010,4 year August,60,28,46.7,18,30.0,64.3,0,0.0,0.0,18,30.0,64.3,10,16.7,35.7,19,31.7,9,15.0
84M279,The Opportunity Charter School,All Students,2009,4 year August,56,19,33.9,19,33.9,100.0,0,0.0,0.0,19,33.9,100.0,0,0.0,0.0,21,37.5,2,3.6
84M279,The Opportunity Charter School,All Students,2008,4 year August,53,21,39.6,18,34.0,85.7,0,0.0,0.0,18,34.0,85.7,3,5.7,14.3,24,45.3,5,9.4
84M279,The Opportunity Charter School,All Students,2007,4 year August,47,25,53.2,16,34.0,64.0,0,0.0,0.0,16,34.0,64.0,9,19.1,36.0,15,31.9,3,6.4
84M279,The Opportunity Charter School,All Students,2014,4 year June,41,39,95.1,21,51.2,53.8,0,0.0,0.0,21,51.2,53.8,18,43.9,46.2,1,2.4,0,0.0
84M279,The Opportunity Charter School,All Students,2013,4 year June,51,41,80.4,28,54.9,68.3,1,2.0,2.4,27,52.9,65.9,13,25.5,31.7,4,7.8,3,5.9
84M279,The Opportunity Charter School,All Students,2012,4 year June,54,30,55.6,22,40.7,73.3,0,0.0,0.0,22,40.7,73.3,8,14.8,26.7,12,22.2,2,3.7
84M279,The Opportunity Charter School,All Students,2011,4 year June,60,38,63.3,32,53.3,84.2,0,0.0,0.0,32,53.3,84.2,6,10.0,15.8,16,26.7,3,5.0
84M279,The Opportunity Charter School,All Students,2010,4 year June,60,26,43.3,17,28.3,65.4,0,0.0,0.0,17,28.3,65.4,9,15.0,34.6,21,35.0,9,15.0
84M279,The Opportunity Charter School,All Students,2009,4 year June,56,16,28.6,16,28.6,100.0,0,0.0,0.0,16,28.6,100.0,0,0.0,0.0,25,44.6,2,3.6
84M279,The Opportunity Charter School,All Students,2008,4 year June,53,15,28.3,12,22.6,80.0,0,0.0,0.0,12,22.6,80.0,3,5.7,20.0,30,56.6,5,9.4
84M279,The Opportunity Charter School,All Students,2007,4 year June,47,18,38.3,15,31.9,83.3,0,0.0,0.0,15,31.9,83.3,3,6.4,16.7,22,46.8,3,6.4
84M279,The Opportunity Charter School,All Students,2013,5 year August,51,45,88.2,29,56.9,64.4,1,2.0,2.2,28,54.9,62.2,16,31.4,35.6,3,5.9,3,5.9
84M279,The Opportunity Charter School,All Students,2012,5 year August,54,36,66.7,25,46.3,69.4,0,0.0,0.0,25,46.3,69.4,11,20.4,30.6,3,5.6,5,9.3
84M279,The Opportunity Charter School,All Students,2011,5 year August,57,47,82.5,36,63.2,76.6,0,0.0,0.0,36,63.2,76.6,11,19.3,23.4,2,3.5,5,8.8
84M279,The Opportunity Charter School,All Students,2010,5 year August,59,36,61.0,22,37.3,61.1,0,0.0,0.0,22,37.3,61.1,14,23.7,38.9,6,10.2,13,22.0
84M279,The Opportunity Charter School,All Students,2009,5 year August,52,37,71.2,23,44.2,62.2,0,0.0,0.0,23,44.2,62.2,14,26.9,37.8,5,9.6,7,13.5
84M279,The Opportunity Charter School,All Students,2008,5 year August,51,19,37.3,19,37.3,100.0,0,0.0,0.0,19,37.3,100.0,0,0.0,0.0,5,9.8,17,33.3
84M279,The Opportunity Charter School,All Students,2007,5 year August,44,28,63.6,17,38.6,60.7,0,0.0,0.0,17,38.6,60.7,11,25.0,39.3,4,9.1,8,18.2
84M279,The Opportunity Charter School,All Students,2006,5 year August,49,23,46.9,6,12.2,26.1,0,0.0,0.0,6,12.2,26.1,17,34.7,73.9,12,24.5,5,10.2
84M279,The Opportunity Charter School,All Students,2013,5 year June,51,45,88.2,29,56.9,64.4,1,2.0,2.2,28,54.9,62.2,16,31.4,35.6,3,5.9,3,5.9
84M279,The Opportunity Charter School,All Students,2012,5 year June,54,36,66.7,25,46.3,69.4,0,0.0,0.0,25,46.3,69.4,11,20.4,30.6,3,5.6,5,9.3
84M279,The Opportunity Charter School,All Students,2011,5 year June,57,47,82.5,36,63.2,76.6,0,0.0,0.0,36,63.2,76.6,11,19.3,23.4,2,3.5,5,8.8
84M279,The Opportunity Charter School,All Students,2010,5 year June,59,36,61.0,22,37.3,61.1,0,0.0,0.0,22,37.3,61.1,14,23.7,38.9,6,10.2,13,22.0
84M279,The Opportunity Charter School,All Students,2009,5 year June,52,37,71.2,23,44.2,62.2,0,0.0,0.0,23,44.2,62.2,14,26.9,37.8,5,9.6,7,13.5
84M279,The Opportunity Charter School,All Students,2008,5 year June,51,19,37.3,19,37.3,100.0,0,0.0,0.0,19,37.3,100.0,0,0.0,0.0,5,9.8,17,33.3
84M279,The Opportunity Charter School,All Students,2007,5 year June,44,26,59.1,16,36.4,61.5,0,0.0,0.0,16,36.4,61.5,10,22.7,38.5,6,13.6,8,18.2
84M279,The Opportunity Charter School,All Students,2006,5 year June,49,21,42.9,6,12.2,28.6,0,0.0,0.0,6,12.2,28.6,15,30.6,71.4,14,28.6,5,10.2
84M279,The Opportunity Charter School,All Students,2012,6 year June,53,36,67.9,25,47.2,69.4,0,0.0,0.0,25,47.2,69.4,11,20.8,30.6,1,1.9,6,11.3
84M279,The Opportunity Charter School,All Students,2011,6 year June,57,48,84.2,36,63.2,75.0,0,0.0,0.0,36,63.2,75.0,12,21.1,25.0,1,1.8,5,8.8
84M279,The Opportunity Charter School,All Students,2010,6 year June,57,40,70.2,22,38.6,55.0,0,0.0,0.0,22,38.6,55.0,18,31.6,45.0,1,1.8,12,21.1
84M279,The Opportunity Charter School,All Students,2009,6 year June,51,38,74.5,23,45.1,60.5,0,0.0,0.0,23,45.1,60.5,15,29.4,39.5,3,5.9,7,13.7
84M279,The Opportunity Charter School,All Students,2008,6 year June,49,25,51.0,19,38.8,76.0,0,0.0,0.0,19,38.8,76.0,6,12.2,24.0,3,6.1,16,32.7
84M279,The Opportunity Charter School,All Students,2007,6 year June,42,17,40.5,17,40.5,100.0,0,0.0,0.0,17,40.5,100.0,0,0.0,0.0,0,0.0,11,26.2
84M279,The Opportunity Charter School,All Students,2006,6 year June,47,25,53.2,6,12.8,24.0,0,0.0,0.0,6,12.8,24.0,19,40.4,76.0,4,8.5,10,21.3
84M279,The Opportunity Charter School,All Students,2005,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M284,Harlem Children's Zone Promise Academy 1 Charter School,All Students,2014,4 year August,79,76,96.2,73,92.4,96.1,0,0.0,0.0,73,92.4,96.1,3,3.8,3.9,3,3.8,0,0.0
