DBN,School Name,Category,Cohort Year,Cohort,Cohort #,Total Grads #,Total Grads % of cohort,Total Regents#,Total Regents% of cohort,Total Regents% of grads,Advanced Regents#,Advanced Regents% of cohort,Advanced Regents% of grads,Regents without Advanced#,Regents without Advanced% of cohort,Regents without Advanced% of grads,Local#,Local% of cohort,Local% of grads,Still Enrolled#,Still Enrolled% of cohort,Dropout#,Dropout% of cohort
84X202,New Visions Charter High School for Advanced Math and Science II,All Students,2012,5 year August,115,114,99.1,103,89.6,90.4,25,21.7,21.9,78,67.8,68.4,11,9.6,9.6,1,0.9,0,0.0
84X202,New Visions Charter High School for Advanced Math and Science II,All Students,2013,5 year June,114,112,98.2,101,88.6,90.2,35,30.7,31.3,66,57.9,58.9,11,9.6,9.8,0,0.0,2,1.8
84X202,New Visions Charter High School for Advanced Math and Science II,All Students,2012,5 year June,115,114,99.1,103,89.6,90.4,25,21.7,21.9,78,67.8,68.4,11,9.6,9.6,1,0.9,0,0.0
84X202,New Visions Charter High School for Advanced Math and Science II,All Students,2012,6 year June,115,115,100.0,103,89.6,89.6,25,21.7,21.7,78,67.8,67.8,12,10.4,10.4,0,0.0,0,0.0
84X208,New Visions Charter High School for the Humanities II,All Students,2014,4 year August,117,85,72.6,68,58.1,80.0,3,2.6,3.5,65,55.6,76.5,17,14.5,20.0,24,20.5,6,5.1
84X208,New Visions Charter High School for the Humanities II,All Students,2013,4 year August,88,70,79.5,60,68.2,85.7,0,0.0,0.0,60,68.2,85.7,10,11.4,14.3,15,17.0,2,2.3
84X208,New Visions Charter High School for the Humanities II,All Students,2012,4 year August,91,79,86.8,62,68.1,78.5,0,0.0,0.0,62,68.1,78.5,17,18.7,21.5,9,9.9,1,1.1
84X208,New Visions Charter High School for the Humanities II,All Students,2011,4 year August,7,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,7,100.0,0,0.0
84X208,New Visions Charter High School for the Humanities II,All Students,2010,4 year August,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X208,New Visions Charter High School for the Humanities II,All Students,2014,4 year June,117,76,65.0,63,53.8,82.9,3,2.6,3.9,60,51.3,78.9,13,11.1,17.1,33,28.2,6,5.1
84X208,New Visions Charter High School for the Humanities II,All Students,2013,4 year June,88,65,73.9,58,65.9,89.2,0,0.0,0.0,58,65.9,89.2,7,8.0,10.8,20,22.7,2,2.3
84X208,New Visions Charter High School for the Humanities II,All Students,2012,4 year June,91,79,86.8,62,68.1,78.5,0,0.0,0.0,62,68.1,78.5,17,18.7,21.5,9,9.9,1,1.1
84X208,New Visions Charter High School for the Humanities II,All Students,2011,4 year June,7,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,7,100.0,0,0.0
84X208,New Visions Charter High School for the Humanities II,All Students,2010,4 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X208,New Visions Charter High School for the Humanities II,All Students,2013,5 year August,82,75,91.5,63,76.8,84.0,0,0.0,0.0,63,76.8,84.0,12,14.6,16.0,1,1.2,6,7.3
84X208,New Visions Charter High School for the Humanities II,All Students,2012,5 year August,90,82,91.1,64,71.1,78.0,0,0.0,0.0,64,71.1,78.0,18,20.0,22.0,4,4.4,3,3.3
84X208,New Visions Charter High School for the Humanities II,All Students,2011,5 year August,7,6,85.7,6,85.7,100.0,0,0.0,0.0,6,85.7,100.0,0,0.0,0.0,0,0.0,1,14.3
84X208,New Visions Charter High School for the Humanities II,All Students,2010,5 year August,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X208,New Visions Charter High School for the Humanities II,All Students,2013,5 year June,82,75,91.5,63,76.8,84.0,0,0.0,0.0,63,76.8,84.0,12,14.6,16.0,1,1.2,6,7.3
84X208,New Visions Charter High School for the Humanities II,All Students,2012,5 year June,90,81,90.0,63,70.0,77.8,0,0.0,0.0,63,70.0,77.8,18,20.0,22.2,5,5.6,3,3.3
84X208,New Visions Charter High School for the Humanities II,All Students,2011,5 year June,7,6,85.7,6,85.7,100.0,0,0.0,0.0,6,85.7,100.0,0,0.0,0.0,0,0.0,1,14.3
84X208,New Visions Charter High School for the Humanities II,All Students,2010,5 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X208,New Visions Charter High School for the Humanities II,All Students,2012,6 year June,90,83,92.2,64,71.1,77.1,0,0.0,0.0,64,71.1,77.1,19,21.1,22.9,2,2.2,4,4.4
84X208,New Visions Charter High School for the Humanities II,All Students,2011,6 year June,7,6,85.7,6,85.7,100.0,0,0.0,0.0,6,85.7,100.0,0,0.0,0.0,0,0.0,1,14.3
84X208,New Visions Charter High School for the Humanities II,All Students,2010,6 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X345,Hyde Leadership Charter School,All Students,2014,4 year August,66,62,93.9,58,87.9,93.5,17,25.8,27.4,41,62.1,66.1,4,6.1,6.5,4,6.1,0,0.0
84X345,Hyde Leadership Charter School,All Students,2013,4 year August,56,47,83.9,44,78.6,93.6,15,26.8,31.9,29,51.8,61.7,3,5.4,6.4,8,14.3,1,1.8
84X345,Hyde Leadership Charter School,All Students,2012,4 year August,63,60,95.2,56,88.9,93.3,12,19.0,20.0,44,69.8,73.3,4,6.3,6.7,3,4.8,0,0.0
84X345,Hyde Leadership Charter School,All Students,2011,4 year August,69,63,91.3,56,81.2,88.9,11,15.9,17.5,45,65.2,71.4,7,10.1,11.1,5,7.2,0,0.0
84X345,Hyde Leadership Charter School,All Students,2010,4 year August,59,54,91.5,47,79.7,87.0,6,10.2,11.1,41,69.5,75.9,7,11.9,13.0,5,8.5,0,0.0
84X345,Hyde Leadership Charter School,All Students,2009,4 year August,66,58,87.9,58,87.9,100.0,5,7.6,8.6,53,80.3,91.4,0,0.0,0.0,4,6.1,1,1.5
84X345,Hyde Leadership Charter School,All Students,2008,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X345,Hyde Leadership Charter School,All Students,2014,4 year June,66,62,93.9,58,87.9,93.5,17,25.8,27.4,41,62.1,66.1,4,6.1,6.5,4,6.1,0,0.0
84X345,Hyde Leadership Charter School,All Students,2013,4 year June,56,47,83.9,44,78.6,93.6,15,26.8,31.9,29,51.8,61.7,3,5.4,6.4,8,14.3,1,1.8
84X345,Hyde Leadership Charter School,All Students,2012,4 year June,63,59,93.7,55,87.3,93.2,12,19.0,20.3,43,68.3,72.9,4,6.3,6.8,4,6.3,0,0.0
84X345,Hyde Leadership Charter School,All Students,2011,4 year June,69,61,88.4,54,78.3,88.5,11,15.9,18.0,43,62.3,70.5,7,10.1,11.5,7,10.1,0,0.0
84X345,Hyde Leadership Charter School,All Students,2010,4 year June,59,53,89.8,47,79.7,88.7,6,10.2,11.3,41,69.5,77.4,6,10.2,11.3,6,10.2,0,0.0
84X345,Hyde Leadership Charter School,All Students,2009,4 year June,66,58,87.9,58,87.9,100.0,5,7.6,8.6,53,80.3,91.4,0,0.0,0.0,4,6.1,1,1.5
84X345,Hyde Leadership Charter School,All Students,2008,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X345,Hyde Leadership Charter School,All Students,2013,5 year August,56,49,87.5,46,82.1,93.9,15,26.8,30.6,31,55.4,63.3,3,5.4,6.1,3,5.4,4,7.1
84X345,Hyde Leadership Charter School,All Students,2012,5 year August,62,62,100.0,57,91.9,91.9,12,19.4,19.4,45,72.6,72.6,5,8.1,8.1,0,0.0,0,0.0
84X345,Hyde Leadership Charter School,All Students,2011,5 year August,69,63,91.3,56,81.2,88.9,11,15.9,17.5,45,65.2,71.4,7,10.1,11.1,3,4.3,3,4.3
84X345,Hyde Leadership Charter School,All Students,2010,5 year August,59,56,94.9,48,81.4,85.7,6,10.2,10.7,42,71.2,75.0,8,13.6,14.3,3,5.1,0,0.0
84X345,Hyde Leadership Charter School,All Students,2009,5 year August,65,63,96.9,60,92.3,95.2,5,7.7,7.9,55,84.6,87.3,3,4.6,4.8,2,3.1,0,0.0
84X345,Hyde Leadership Charter School,All Students,2008,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X345,Hyde Leadership Charter School,All Students,2013,5 year June,56,49,87.5,46,82.1,93.9,15,26.8,30.6,31,55.4,63.3,3,5.4,6.1,3,5.4,4,7.1
84X345,Hyde Leadership Charter School,All Students,2012,5 year June,62,62,100.0,57,91.9,91.9,12,19.4,19.4,45,72.6,72.6,5,8.1,8.1,0,0.0,0,0.0
84X345,Hyde Leadership Charter School,All Students,2011,5 year June,69,63,91.3,56,81.2,88.9,11,15.9,17.5,45,65.2,71.4,7,10.1,11.1,3,4.3,3,4.3
84X345,Hyde Leadership Charter School,All Students,2010,5 year June,59,56,94.9,48,81.4,85.7,6,10.2,10.7,42,71.2,75.0,8,13.6,14.3,3,5.1,0,0.0
84X345,Hyde Leadership Charter School,All Students,2009,5 year June,65,63,96.9,60,92.3,95.2,5,7.7,7.9,55,84.6,87.3,3,4.6,4.8,2,3.1,0,0.0
84X345,Hyde Leadership Charter School,All Students,2008,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X345,Hyde Leadership Charter School,All Students,2012,6 year June,62,62,100.0,57,91.9,91.9,12,19.4,19.4,45,72.6,72.6,5,8.1,8.1,0,0.0,0,0.0
84X345,Hyde Leadership Charter School,All Students,2011,6 year June,69,64,92.8,57,82.6,89.1,12,17.4,18.8,45,65.2,70.3,7,10.1,10.9,2,2.9,3,4.3
84X345,Hyde Leadership Charter School,All Students,2010,6 year June,59,58,98.3,50,84.7,86.2,6,10.2,10.3,44,74.6,75.9,8,13.6,13.8,0,0.0,1,1.7
84X345,Hyde Leadership Charter School,All Students,2009,6 year June,65,63,96.9,60,92.3,95.2,5,7.7,7.9,55,84.6,87.3,3,4.6,4.8,1,1.5,1,1.5
84X345,Hyde Leadership Charter School,All Students,2008,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X347,International Leadership Charter High School,All Students,2014,4 year August,80,76,95.0,72,90.0,94.7,0,0.0,0.0,72,90.0,94.7,4,5.0,5.3,2,2.5,2,2.5
84X347,International Leadership Charter High School,All Students,2013,4 year August,55,51,92.7,49,89.1,96.1,0,0.0,0.0,49,89.1,96.1,2,3.6,3.9,4,7.3,0,0.0
84X347,International Leadership Charter High School,All Students,2012,4 year August,53,47,88.7,44,83.0,93.6,0,0.0,0.0,44,83.0,93.6,3,5.7,6.4,6,11.3,0,0.0
84X347,International Leadership Charter High School,All Students,2011,4 year August,60,56,93.3,56,93.3,100.0,0,0.0,0.0,56,93.3,100.0,0,0.0,0.0,4,6.7,0,0.0
84X347,International Leadership Charter High School,All Students,2010,4 year August,67,61,91.0,61,91.0,100.0,0,0.0,0.0,61,91.0,100.0,0,0.0,0.0,3,4.5,3,4.5
84X347,International Leadership Charter High School,All Students,2009,4 year August,52,49,94.2,49,94.2,100.0,0,0.0,0.0,49,94.2,100.0,0,0.0,0.0,2,3.8,0,0.0
84X347,International Leadership Charter High School,All Students,2008,4 year August,63,60,95.2,55,87.3,91.7,0,0.0,0.0,55,87.3,91.7,5,7.9,8.3,3,4.8,0,0.0
84X347,International Leadership Charter High School,All Students,2007,4 year August,40,34,85.0,28,70.0,82.4,1,2.5,2.9,27,67.5,79.4,6,15.0,17.6,5,12.5,1,2.5
84X347,International Leadership Charter High School,All Students,2014,4 year June,80,75,93.8,71,88.8,94.7,0,0.0,0.0,71,88.8,94.7,4,5.0,5.3,2,2.5,3,3.8
84X347,International Leadership Charter High School,All Students,2013,4 year June,55,51,92.7,49,89.1,96.1,0,0.0,0.0,49,89.1,96.1,2,3.6,3.9,4,7.3,0,0.0
84X347,International Leadership Charter High School,All Students,2012,4 year June,53,45,84.9,44,83.0,97.8,0,0.0,0.0,44,83.0,97.8,1,1.9,2.2,8,15.1,0,0.0
84X347,International Leadership Charter High School,All Students,2011,4 year June,60,56,93.3,56,93.3,100.0,0,0.0,0.0,56,93.3,100.0,0,0.0,0.0,4,6.7,0,0.0
84X347,International Leadership Charter High School,All Students,2010,4 year June,67,61,91.0,61,91.0,100.0,0,0.0,0.0,61,91.0,100.0,0,0.0,0.0,3,4.5,3,4.5
84X347,International Leadership Charter High School,All Students,2009,4 year June,52,47,90.4,47,90.4,100.0,0,0.0,0.0,47,90.4,100.0,0,0.0,0.0,5,9.6,0,0.0
84X347,International Leadership Charter High School,All Students,2008,4 year June,63,60,95.2,55,87.3,91.7,0,0.0,0.0,55,87.3,91.7,5,7.9,8.3,3,4.8,0,0.0
84X347,International Leadership Charter High School,All Students,2007,4 year June,40,33,82.5,28,70.0,84.8,1,2.5,3.0,27,67.5,81.8,5,12.5,15.2,6,15.0,1,2.5
84X347,International Leadership Charter High School,All Students,2013,5 year August,54,53,98.1,51,94.4,96.2,0,0.0,0.0,51,94.4,96.2,2,3.7,3.8,1,1.9,0,0.0
84X347,International Leadership Charter High School,All Students,2012,5 year August,53,51,96.2,47,88.7,92.2,0,0.0,0.0,47,88.7,92.2,4,7.5,7.8,2,3.8,0,0.0
84X347,International Leadership Charter High School,All Students,2011,5 year August,60,57,95.0,56,93.3,98.2,0,0.0,0.0,56,93.3,98.2,1,1.7,1.8,3,5.0,0,0.0
84X347,International Leadership Charter High School,All Students,2010,5 year August,64,61,95.3,61,95.3,100.0,0,0.0,0.0,61,95.3,100.0,0,0.0,0.0,1,1.6,2,3.1
84X347,International Leadership Charter High School,All Students,2009,5 year August,52,51,98.1,50,96.2,98.0,0,0.0,0.0,50,96.2,98.0,1,1.9,2.0,1,1.9,0,0.0
84X347,International Leadership Charter High School,All Students,2008,5 year August,63,56,88.9,56,88.9,100.0,0,0.0,0.0,56,88.9,100.0,0,0.0,0.0,2,3.2,0,0.0
84X347,International Leadership Charter High School,All Students,2007,5 year August,37,34,91.9,28,75.7,82.4,1,2.7,2.9,27,73.0,79.4,6,16.2,17.6,2,5.4,1,2.7
84X347,International Leadership Charter High School,All Students,2006,5 year August,50,40,80.0,33,66.0,82.5,15,30.0,37.5,18,36.0,45.0,7,14.0,17.5,2,4.0,8,16.0
84X347,International Leadership Charter High School,All Students,2013,5 year June,54,53,98.1,51,94.4,96.2,0,0.0,0.0,51,94.4,96.2,2,3.7,3.8,1,1.9,0,0.0
84X347,International Leadership Charter High School,All Students,2012,5 year June,53,51,96.2,47,88.7,92.2,0,0.0,0.0,47,88.7,92.2,4,7.5,7.8,2,3.8,0,0.0
84X347,International Leadership Charter High School,All Students,2011,5 year June,60,57,95.0,56,93.3,98.2,0,0.0,0.0,56,93.3,98.2,1,1.7,1.8,3,5.0,0,0.0
84X347,International Leadership Charter High School,All Students,2010,5 year June,64,61,95.3,61,95.3,100.0,0,0.0,0.0,61,95.3,100.0,0,0.0,0.0,1,1.6,2,3.1
84X347,International Leadership Charter High School,All Students,2009,5 year June,52,51,98.1,50,96.2,98.0,0,0.0,0.0,50,96.2,98.0,1,1.9,2.0,1,1.9,0,0.0
84X347,International Leadership Charter High School,All Students,2008,5 year June,63,56,88.9,56,88.9,100.0,0,0.0,0.0,56,88.9,100.0,0,0.0,0.0,2,3.2,0,0.0
84X347,International Leadership Charter High School,All Students,2007,5 year June,37,34,91.9,28,75.7,82.4,1,2.7,2.9,27,73.0,79.4,6,16.2,17.6,2,5.4,1,2.7
84X347,International Leadership Charter High School,All Students,2006,5 year June,50,40,80.0,33,66.0,82.5,15,30.0,37.5,18,36.0,45.0,7,14.0,17.5,2,4.0,8,16.0
84X347,International Leadership Charter High School,All Students,2012,6 year June,53,51,96.2,47,88.7,92.2,0,0.0,0.0,47,88.7,92.2,4,7.5,7.8,1,1.9,1,1.9
84X347,International Leadership Charter High School,All Students,2011,6 year June,60,58,96.7,57,95.0,98.3,0,0.0,0.0,57,95.0,98.3,1,1.7,1.7,0,0.0,0,0.0
84X347,International Leadership Charter High School,All Students,2010,6 year June,64,61,95.3,61,95.3,100.0,0,0.0,0.0,61,95.3,100.0,0,0.0,0.0,1,1.6,2,3.1
84X347,International Leadership Charter High School,All Students,2009,6 year June,52,51,98.1,50,96.2,98.0,0,0.0,0.0,50,96.2,98.0,1,1.9,2.0,1,1.9,0,0.0
84X347,International Leadership Charter High School,All Students,2008,6 year June,63,62,98.4,56,88.9,90.3,0,0.0,0.0,56,88.9,90.3,6,9.5,9.7,1,1.6,0,0.0
84X347,International Leadership Charter High School,All Students,2007,6 year June,35,28,80.0,28,80.0,100.0,1,2.9,3.6,27,77.1,96.4,0,0.0,0.0,0,0.0,1,2.9
84X347,International Leadership Charter High School,All Students,2006,6 year June,51,40,78.4,33,64.7,82.5,15,29.4,37.5,18,35.3,45.0,7,13.7,17.5,2,3.9,9,17.6
84X393,University Prep Charter High School,All Students,2014,4 year August,96,91,94.8,85,88.5,93.4,20,20.8,22.0,65,67.7,71.4,6,6.3,6.6,4,4.2,0,0.0
84X393,University Prep Charter High School,All Students,2013,4 year August,83,76,91.6,75,90.4,98.7,19,22.9,25.0,56,67.5,73.7,1,1.2,1.3,7,8.4,0,0.0
84X393,University Prep Charter High School,All Students,2012,4 year August,83,79,95.2,75,90.4,94.9,15,18.1,19.0,60,72.3,75.9,4,4.8,5.1,4,4.8,0,0.0
84X393,University Prep Charter High School,All Students,2011,4 year August,85,83,97.6,79,92.9,95.2,21,24.7,25.3,58,68.2,69.9,4,4.7,4.8,2,2.4,0,0.0
84X393,University Prep Charter High School,All Students,2010,4 year August,84,83,98.8,83,98.8,100.0,7,8.3,8.4,76,90.5,91.6,0,0.0,0.0,1,1.2,0,0.0
84X393,University Prep Charter High School,All Students,2009,4 year August,75,74,98.7,74,98.7,100.0,12,16.0,16.2,62,82.7,83.8,0,0.0,0.0,0,0.0,1,1.3
84X393,University Prep Charter High School,All Students,2008,4 year August,103,86,83.5,85,82.5,98.8,22,21.4,25.6,63,61.2,73.3,1,1.0,1.2,15,14.6,2,1.9
84X393,University Prep Charter High School,All Students,2014,4 year June,96,90,93.8,84,87.5,93.3,20,20.8,22.2,64,66.7,71.1,6,6.3,6.7,5,5.2,0,0.0
84X393,University Prep Charter High School,All Students,2013,4 year June,83,76,91.6,75,90.4,98.7,19,22.9,25.0,56,67.5,73.7,1,1.2,1.3,7,8.4,0,0.0
84X393,University Prep Charter High School,All Students,2012,4 year June,83,79,95.2,75,90.4,94.9,15,18.1,19.0,60,72.3,75.9,4,4.8,5.1,4,4.8,0,0.0
84X393,University Prep Charter High School,All Students,2011,4 year June,85,83,97.6,79,92.9,95.2,21,24.7,25.3,58,68.2,69.9,4,4.7,4.8,2,2.4,0,0.0
84X393,University Prep Charter High School,All Students,2010,4 year June,84,83,98.8,83,98.8,100.0,7,8.3,8.4,76,90.5,91.6,0,0.0,0.0,1,1.2,0,0.0
84X393,University Prep Charter High School,All Students,2009,4 year June,75,74,98.7,74,98.7,100.0,12,16.0,16.2,62,82.7,83.8,0,0.0,0.0,0,0.0,1,1.3
84X393,University Prep Charter High School,All Students,2008,4 year June,103,82,79.6,81,78.6,98.8,22,21.4,26.8,59,57.3,72.0,1,1.0,1.2,19,18.4,2,1.9
84X393,University Prep Charter High School,All Students,2013,5 year August,81,80,98.8,78,96.3,97.5,19,23.5,23.8,59,72.8,73.8,2,2.5,2.5,1,1.2,0,0.0
84X393,University Prep Charter High School,All Students,2012,5 year August,81,81,100.0,76,93.8,93.8,15,18.5,18.5,61,75.3,75.3,5,6.2,6.2,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2011,5 year August,84,84,100.0,80,95.2,95.2,21,25.0,25.0,59,70.2,70.2,4,4.8,4.8,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2010,5 year August,84,84,100.0,84,100.0,100.0,7,8.3,8.3,77,91.7,91.7,0,0.0,0.0,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2009,5 year August,74,74,100.0,74,100.0,100.0,12,16.2,16.2,62,83.8,83.8,0,0.0,0.0,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2008,5 year August,101,97,96.0,97,96.0,100.0,24,23.8,24.7,73,72.3,75.3,0,0.0,0.0,0,0.0,3,3.0
84X393,University Prep Charter High School,All Students,2013,5 year June,81,80,98.8,78,96.3,97.5,19,23.5,23.8,59,72.8,73.8,2,2.5,2.5,1,1.2,0,0.0
84X393,University Prep Charter High School,All Students,2012,5 year June,81,81,100.0,76,93.8,93.8,15,18.5,18.5,61,75.3,75.3,5,6.2,6.2,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2011,5 year June,84,84,100.0,80,95.2,95.2,21,25.0,25.0,59,70.2,70.2,4,4.8,4.8,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2010,5 year June,84,84,100.0,84,100.0,100.0,7,8.3,8.3,77,91.7,91.7,0,0.0,0.0,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2009,5 year June,74,74,100.0,74,100.0,100.0,12,16.2,16.2,62,83.8,83.8,0,0.0,0.0,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2008,5 year June,101,97,96.0,97,96.0,100.0,24,23.8,24.7,73,72.3,75.3,0,0.0,0.0,0,0.0,3,3.0
84X393,University Prep Charter High School,All Students,2012,6 year June,81,81,100.0,76,93.8,93.8,15,18.5,18.5,61,75.3,75.3,5,6.2,6.2,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2011,6 year June,84,84,100.0,80,95.2,95.2,21,25.0,25.0,59,70.2,70.2,4,4.8,4.8,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2010,6 year June,84,84,100.0,84,100.0,100.0,7,8.3,8.3,77,91.7,91.7,0,0.0,0.0,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2009,6 year June,74,74,100.0,74,100.0,100.0,12,16.2,16.2,62,83.8,83.8,0,0.0,0.0,0,0.0,0,0.0
84X393,University Prep Charter High School,All Students,2008,6 year June,100,98,98.0,97,97.0,99.0,24,24.0,24.5,73,73.0,74.5,1,1.0,1.0,0,0.0,2,2.0
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2014,4 year August,84,79,94.0,71,84.5,89.9,14,16.7,17.7,57,67.9,72.2,8,9.5,10.1,5,6.0,0,0.0
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2013,4 year August,86,83,96.5,78,90.7,94.0,4,4.7,4.8,74,86.0,89.2,5,5.8,6.0,2,2.3,1,1.2
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2012,4 year August,80,74,92.5,66,82.5,89.2,7,8.8,9.5,59,73.8,79.7,8,10.0,10.8,3,3.8,2,2.5
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2011,4 year August,96,84,87.5,74,77.1,88.1,1,1.0,1.2,73,76.0,86.9,10,10.4,11.9,8,8.3,3,3.1
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2010,4 year August,107,82,76.6,74,69.2,90.2,0,0.0,0.0,74,69.2,90.2,8,7.5,9.8,24,22.4,0,0.0
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2009,4 year August,61,38,62.3,38,62.3,100.0,0,0.0,0.0,38,62.3,100.0,0,0.0,0.0,19,31.1,1,1.6
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2008,4 year August,101,68,67.3,63,62.4,92.6,0,0.0,0.0,63,62.4,92.6,5,5.0,7.4,30,29.7,2,2.0
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2007,4 year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2014,4 year June,84,78,92.9,71,84.5,91.0,14,16.7,17.9,57,67.9,73.1,7,8.3,9.0,6,7.1,0,0.0
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2013,4 year June,86,82,95.3,77,89.5,93.9,4,4.7,4.9,73,84.9,89.0,5,5.8,6.1,3,3.5,1,1.2
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2012,4 year June,80,73,91.3,66,82.5,90.4,7,8.8,9.6,59,73.8,80.8,7,8.8,9.6,4,5.0,2,2.5
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2011,4 year June,96,84,87.5,74,77.1,88.1,1,1.0,1.2,73,76.0,86.9,10,10.4,11.9,8,8.3,3,3.1
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2010,4 year June,107,76,71.0,68,63.6,89.5,0,0.0,0.0,68,63.6,89.5,8,7.5,10.5,30,28.0,0,0.0
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2009,4 year June,61,37,60.7,37,60.7,100.0,0,0.0,0.0,37,60.7,100.0,0,0.0,0.0,20,32.8,1,1.6
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2008,4 year June,101,66,65.3,62,61.4,93.9,0,0.0,0.0,62,61.4,93.9,4,4.0,6.1,32,31.7,2,2.0
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2007,4 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2013,5 year August,86,84,97.7,79,91.9,94.0,4,4.7,4.8,75,87.2,89.3,5,5.8,6.0,1,1.2,1,1.2
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2012,5 year August,80,76,95.0,68,85.0,89.5,7,8.8,9.2,61,76.3,80.3,8,10.0,10.5,1,1.3,2,2.5
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2011,5 year August,91,87,95.6,76,83.5,87.4,1,1.1,1.1,75,82.4,86.2,11,12.1,12.6,0,0.0,3,3.3
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2010,5 year August,100,88,88.0,80,80.0,90.9,0,0.0,0.0,80,80.0,90.9,8,8.0,9.1,4,4.0,8,8.0
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2009,5 year August,56,46,82.1,43,76.8,93.5,0,0.0,0.0,43,76.8,93.5,3,5.4,6.5,7,12.5,2,3.6
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2008,5 year August,95,75,78.9,75,78.9,100.0,0,0.0,0.0,75,78.9,100.0,0,0.0,0.0,11,11.6,3,3.2
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2007,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2006,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2013,5 year June,86,84,97.7,79,91.9,94.0,4,4.7,4.8,75,87.2,89.3,5,5.8,6.0,1,1.2,1,1.2
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2012,5 year June,80,76,95.0,68,85.0,89.5,7,8.8,9.2,61,76.3,80.3,8,10.0,10.5,1,1.3,2,2.5
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",All Students,2011,5 year June,91,87,95.6,76,83.5,87.4,1,1.1,1.1,75,82.4,86.2,11,12.1,12.6,0,0.0,3,3.3
