DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,7,Gen Ed,62,2,31,31,31
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,7,ICT,30,1,30,30,30
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,Gen Ed,58,2,29,28,30
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,ICT,29,1,29,29,29
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,K,Gen Ed,18,1,18,18,18
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,K,ICT,42,2,21,18,24
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,1,ICT,49,3,16.3,15,19
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,2,ICT,64,3,21.3,21,22
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,3,G&T,21,1,21,21,21
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,3,ICT,41,2,20.5,20,21
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,4,ICT,50,3,16.7,15,18
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,5,ICT,41,2,20.5,19,22
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,K,ICT,23,1,23,23,23
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,1,ICT,20,1,20,20,20
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,2,Gen Ed,19,1,19,19,19
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,2,ICT,17,1,17,17,17
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,3,Gen Ed,14,1,14,14,14
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,3,ICT,17,1,17,17,17
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,4,Gen Ed,16,1,16,16,16
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,4,ICT,20,1,20,20,20
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,5,ICT,30,1,30,30,30
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,6,Gen Ed,22,1,22,22,22
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,6,ICT,26,1,26,26,26
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,7,Gen Ed,22,1,22,22,22
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,7,ICT,37,2,18.5,18,19
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,ICT,57,2,28.5,27,30
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,6,Gen Ed,24,1,24,24,24
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,6,ICT,54,2,27,25,29
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,7,Gen Ed,26,1,26,26,26
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,7,ICT,54,2,27,26,28
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,Gen Ed,24,1,24,24,24
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,ICT,42,2,21,20,22
07X584,IS 584,6,Gen Ed,48,3,16,11,24
07X584,IS 584,6,ICT,24,1,24,24,24
07X584,IS 584,7,Gen Ed,34,1,34,34,34
07X584,IS 584,7,ICT,30,1,30,30,30
07X584,IS 584,8,Gen Ed,48,2,24,22,26
07X584,IS 584,8,ICT,23,1,23,23,23
08X014,PS X014 SENATOR JOHN CALANDRA,K,Gen Ed,51,2,25.5,25,26
08X014,PS X014 SENATOR JOHN CALANDRA,K,ICT,23,1,23,23,23
08X014,PS X014 SENATOR JOHN CALANDRA,1,Gen Ed,43,2,21.5,20,23
08X014,PS X014 SENATOR JOHN CALANDRA,1,ICT,25,1,25,25,25
08X014,PS X014 SENATOR JOHN CALANDRA,2,Gen Ed,64,2,32,32,32
08X014,PS X014 SENATOR JOHN CALANDRA,2,ICT,28,1,28,28,28
08X014,PS X014 SENATOR JOHN CALANDRA,3,Gen Ed,84,3,28,27,29
08X014,PS X014 SENATOR JOHN CALANDRA,3,ICT,25,1,25,25,25
08X014,PS X014 SENATOR JOHN CALANDRA,4,Gen Ed,78,3,26,25,27
08X014,PS X014 SENATOR JOHN CALANDRA,4,ICT,21,1,21,21,21
08X014,PS X014 SENATOR JOHN CALANDRA,5,Gen Ed,60,3,20,19,21
08X014,PS X014 SENATOR JOHN CALANDRA,5,ICT,23,1,23,23,23
08X036,PS 036 UNIONPORT,K,Gen Ed,92,4,23,23,23
08X036,PS 036 UNIONPORT,K,ICT,22,1,22,22,22
08X036,PS 036 UNIONPORT,1,Gen Ed,83,3,27.7,25,29
08X036,PS 036 UNIONPORT,1,ICT,27,1,27,27,27
08X036,PS 036 UNIONPORT,2,Gen Ed,83,3,27.7,27,28
08X036,PS 036 UNIONPORT,2,ICT,25,1,25,25,25
08X036,PS 036 UNIONPORT,3,Gen Ed,74,3,24.7,24,25
08X036,PS 036 UNIONPORT,3,ICT,29,1,29,29,29
08X036,PS 036 UNIONPORT,4,Gen Ed,62,2,31,30,32
08X036,PS 036 UNIONPORT,4,ICT,32,1,32,32,32
08X036,PS 036 UNIONPORT,5,Gen Ed,75,3,25,24,26
08X036,PS 036 UNIONPORT,5,ICT,27,1,27,27,27
08X048,PS 048 JOSEPH R DRAKE,K,Gen Ed,94,4,23.5,22,25
08X048,PS 048 JOSEPH R DRAKE,K,ICT,16,1,16,16,16
08X048,PS 048 JOSEPH R DRAKE,1,Gen Ed,60,3,20,19,21
08X048,PS 048 JOSEPH R DRAKE,1,ICT,17,1,17,17,17
08X048,PS 048 JOSEPH R DRAKE,2,Gen Ed,47,2,23.5,21,26
08X048,PS 048 JOSEPH R DRAKE,2,ICT,48,2,24,24,24
08X048,PS 048 JOSEPH R DRAKE,3,Gen Ed,43,2,21.5,21,22
08X048,PS 048 JOSEPH R DRAKE,3,ICT,46,2,23,22,24
08X048,PS 048 JOSEPH R DRAKE,4,Gen Ed,53,2,26.5,26,27
08X048,PS 048 JOSEPH R DRAKE,4,ICT,45,2,22.5,22,23
08X048,PS 048 JOSEPH R DRAKE,5,Gen Ed,48,2,24,23,25
08X048,PS 048 JOSEPH R DRAKE,5,ICT,40,2,20,18,22
08X062,PS 062 INOCENSIO CASANOVA,K,Gen Ed,57,3,19,18,20
08X062,PS 062 INOCENSIO CASANOVA,K,ICT,19,1,19,19,19
08X062,PS 062 INOCENSIO CASANOVA,1,Gen Ed,62,3,20.7,10,26
08X062,PS 062 INOCENSIO CASANOVA,1,ICT,25,1,25,25,25
08X062,PS 062 INOCENSIO CASANOVA,2,Gen Ed,63,2,31.5,30,33
08X062,PS 062 INOCENSIO CASANOVA,2,ICT,31,1,31,31,31
08X062,PS 062 INOCENSIO CASANOVA,3,Gen Ed,77,3,25.7,25,27
08X062,PS 062 INOCENSIO CASANOVA,3,ICT,26,1,26,26,26
08X062,PS 062 INOCENSIO CASANOVA,4,Gen Ed,66,2,33,33,33
08X062,PS 062 INOCENSIO CASANOVA,4,ICT,30,1,30,30,30
08X062,PS 062 INOCENSIO CASANOVA,5,Gen Ed,77,3,25.7,25,26
08X062,PS 062 INOCENSIO CASANOVA,5,ICT,26,1,26,26,26
08X069,PS 069 JOURNEY PREP SCHOOL,K,Gen Ed,61,3,20.3,19,22
08X069,PS 069 JOURNEY PREP SCHOOL,K,ICT,18,1,18,18,18
08X069,PS 069 JOURNEY PREP SCHOOL,1,Gen Ed,57,2,28.5,28,29
08X069,PS 069 JOURNEY PREP SCHOOL,1,ICT,28,1,28,28,28
08X069,PS 069 JOURNEY PREP SCHOOL,2,Gen Ed,76,3,25.3,25,26
08X069,PS 069 JOURNEY PREP SCHOOL,2,ICT,25,1,25,25,25
08X069,PS 069 JOURNEY PREP SCHOOL,3,Gen Ed,55,2,27.5,27,28
08X069,PS 069 JOURNEY PREP SCHOOL,3,ICT,29,1,29,29,29
08X069,PS 069 JOURNEY PREP SCHOOL,4,Gen Ed,58,2,29,29,29
08X069,PS 069 JOURNEY PREP SCHOOL,4,ICT,29,1,29,29,29
08X069,PS 069 JOURNEY PREP SCHOOL,5,Gen Ed,58,2,29,28,30
08X069,PS 069 JOURNEY PREP SCHOOL,5,ICT,30,1,30,30,30
08X071,PS 071 ROSE E SCALA,K,Gen Ed,100,4,25,25,25
08X071,PS 071 ROSE E SCALA,K,ICT,25,1,25,25,25
08X071,PS 071 ROSE E SCALA,1,Gen Ed,113,4,28.3,28,29
08X071,PS 071 ROSE E SCALA,1,ICT,29,1,29,29,29
08X071,PS 071 ROSE E SCALA,2,Gen Ed,108,4,27,26,28
08X071,PS 071 ROSE E SCALA,2,ICT,54,2,27,27,27
08X071,PS 071 ROSE E SCALA,3,Gen Ed,130,4,32.5,32,34
08X071,PS 071 ROSE E SCALA,3,ICT,65,2,32.5,32,33
08X071,PS 071 ROSE E SCALA,4,Gen Ed,127,4,31.8,31,32
08X071,PS 071 ROSE E SCALA,4,ICT,61,2,30.5,30,31
08X071,PS 071 ROSE E SCALA,5,Gen Ed,157,5,31.4,30,32
08X071,PS 071 ROSE E SCALA,5,ICT,59,2,29.5,29,30
08X071,PS 071 ROSE E SCALA,6,Gen Ed,137,5,27.4,26,29
08X071,PS 071 ROSE E SCALA,6,ICT,54,2,27,27,27
08X071,PS 071 ROSE E SCALA,7,Gen Ed,119,4,29.8,29,31
08X071,PS 071 ROSE E SCALA,7,ICT,57,2,28.5,28,29
08X071,PS 071 ROSE E SCALA,8,Gen Ed,119,4,29.8,29,30
08X071,PS 071 ROSE E SCALA,8,ICT,59,2,29.5,29,30
08X072,PS 072 DR WILLIAM DORNEY,K,Gen Ed,86,4,21.5,21,23
08X072,PS 072 DR WILLIAM DORNEY,K,ICT,20,1,20,20,20
08X072,PS 072 DR WILLIAM DORNEY,1,Gen Ed,100,4,25,18,28
08X072,PS 072 DR WILLIAM DORNEY,1,ICT,28,1,28,28,28
08X072,PS 072 DR WILLIAM DORNEY,2,Gen Ed,82,3,27.3,26,28
08X072,PS 072 DR WILLIAM DORNEY,2,ICT,19,1,19,19,19
08X072,PS 072 DR WILLIAM DORNEY,3,Gen Ed,69,3,23,21,24
08X072,PS 072 DR WILLIAM DORNEY,3,ICT,22,1,22,22,22
08X072,PS 072 DR WILLIAM DORNEY,4,Gen Ed,60,2,30,29,31
08X072,PS 072 DR WILLIAM DORNEY,4,ICT,52,2,26,26,26
08X072,PS 072 DR WILLIAM DORNEY,5,Gen Ed,90,3,30,29,31
08X072,PS 072 DR WILLIAM DORNEY,5,ICT,28,1,28,28,28
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,K,Gen Ed,50,2,25,25,25
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,K,ICT,22,1,22,22,22
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,1,Gen Ed,71,3,23.7,21,26
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,1,ICT,23,1,23,23,23
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,2,Gen Ed,64,3,21.3,19,23
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,2,ICT,22,1,22,22,22
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,3,Gen Ed,69,3,23,22,24
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,3,ICT,25,1,25,25,25
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,4,Gen Ed,80,3,26.7,25,28
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,4,ICT,26,1,26,26,26
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,5,Gen Ed,62,2,31,30,32
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,5,ICT,30,1,30,30,30
08X093,PS 093 ALBERT G OLIVER,K,Gen Ed,47,2,23.5,22,25
08X093,PS 093 ALBERT G OLIVER,1,Gen Ed,20,1,20,20,20
08X093,PS 093 ALBERT G OLIVER,1,ICT,18,1,18,18,18
08X093,PS 093 ALBERT G OLIVER,2,Gen Ed,16,1,16,16,16
08X093,PS 093 ALBERT G OLIVER,2,ICT,16,1,16,16,16
08X093,PS 093 ALBERT G OLIVER,3,Gen Ed,19,1,19,19,19
08X093,PS 093 ALBERT G OLIVER,3,ICT,21,1,21,21,21
08X093,PS 093 ALBERT G OLIVER,4,Gen Ed,21,1,21,21,21
08X093,PS 093 ALBERT G OLIVER,4,ICT,21,1,21,21,21
08X093,PS 093 ALBERT G OLIVER,5,Gen Ed,26,1,26,26,26
08X093,PS 093 ALBERT G OLIVER,5,ICT,23,1,23,23,23
08X100,PS 100 ISAAC CLASON,K,Gen Ed,55,3,18.3,17,20
08X100,PS 100 ISAAC CLASON,K,ICT,22,1,22,22,22
08X100,PS 100 ISAAC CLASON,1,Gen Ed,68,3,22.7,22,23
08X100,PS 100 ISAAC CLASON,1,ICT,20,1,20,20,20
08X100,PS 100 ISAAC CLASON,2,Gen Ed,50,2,25,24,26
08X100,PS 100 ISAAC CLASON,2,ICT,23,1,23,23,23
08X100,PS 100 ISAAC CLASON,3,Gen Ed,46,2,23,21,25
08X100,PS 100 ISAAC CLASON,3,ICT,24,1,24,24,24
08X100,PS 100 ISAAC CLASON,4,Gen Ed,61,3,20.3,17,23
08X100,PS 100 ISAAC CLASON,4,ICT,20,1,20,20,20
08X100,PS 100 ISAAC CLASON,5,Gen Ed,62,2,31,30,32
08X100,PS 100 ISAAC CLASON,5,ICT,29,1,29,29,29
08X101,MS X101 EDWARD R BYRNE,6,Gen Ed,134,5,26.8,23,31
08X101,MS X101 EDWARD R BYRNE,6,ICT,52,2,26,24,28
08X101,MS X101 EDWARD R BYRNE,7,Gen Ed,113,4,28.3,25,30
08X101,MS X101 EDWARD R BYRNE,7,ICT,54,2,27,26,28
08X101,MS X101 EDWARD R BYRNE,8,Gen Ed,82,3,27.3,26,30
08X101,MS X101 EDWARD R BYRNE,8,ICT,56,2,28,27,29
08X107,PS 107,K,Gen Ed,44,2,22,21,23
08X107,PS 107,K,ICT,16,1,16,16,16
08X107,PS 107,1,Gen Ed,31,1,31,31,31
08X107,PS 107,1,ICT,59,2,29.5,28,31
08X107,PS 107,2,Gen Ed,23,1,23,23,23
08X107,PS 107,2,ICT,49,2,24.5,23,26
08X107,PS 107,3,Gen Ed,49,2,24.5,23,26
08X107,PS 107,3,ICT,22,1,22,22,22
08X107,PS 107,4,Gen Ed,42,2,21,21,21
08X107,PS 107,4,ICT,27,1,27,27,27
08X107,PS 107,5,Gen Ed,55,2,27.5,27,28
08X107,PS 107,5,ICT,27,1,27,27,27
08X119,PS 119,K,Gen Ed,75,3,25,25,25
08X119,PS 119,K,ICT,25,1,25,25,25
08X119,PS 119,1,Gen Ed,113,4,28.3,28,29
08X119,PS 119,1,ICT,26,1,26,26,26
08X119,PS 119,2,Gen Ed,110,4,27.5,26,29
08X119,PS 119,2,ICT,27,1,27,27,27
08X119,PS 119,3,Gen Ed,115,4,28.8,27,30
08X119,PS 119,3,ICT,31,1,31,31,31
08X119,PS 119,4,Gen Ed,104,4,26,23,28
08X119,PS 119,4,ICT,27,1,27,27,27
08X119,PS 119,5,Gen Ed,92,3,30.7,28,32
08X119,PS 119,5,ICT,85,3,28.3,22,32
08X123,JHS 123 JAMES M KIERAN,6,Gen Ed,105,4,26.3,23,28
08X123,JHS 123 JAMES M KIERAN,6,ICT,26,1,26,26,26
08X123,JHS 123 JAMES M KIERAN,7,Gen Ed,86,3,28.7,27,30
08X123,JHS 123 JAMES M KIERAN,7,ICT,31,1,31,31,31
08X123,JHS 123 JAMES M KIERAN,8,Gen Ed,50,2,25,24,26
08X123,JHS 123 JAMES M KIERAN,8,ICT,27,1,27,27,27
08X125,JHS 125 HENRY HUDSON,6,Gen Ed,84,3,28,27,30
08X125,JHS 125 HENRY HUDSON,6,ICT,25,1,25,25,25
08X125,JHS 125 HENRY HUDSON,7,Gen Ed,86,3,28.7,26,30
08X125,JHS 125 HENRY HUDSON,7,ICT,28,1,28,28,28
08X125,JHS 125 HENRY HUDSON,8,Gen Ed,85,3,28.3,26,30
08X125,JHS 125 HENRY HUDSON,8,ICT,22,1,22,22,22
08X130,PS 130 ABRAM STEVENS HEWITT,K,Gen Ed,40,2,20,17,23
08X130,PS 130 ABRAM STEVENS HEWITT,K,ICT,20,1,20,20,20
08X130,PS 130 ABRAM STEVENS HEWITT,1,Gen Ed,44,2,22,21,23
08X130,PS 130 ABRAM STEVENS HEWITT,1,ICT,26,1,26,26,26
08X130,PS 130 ABRAM STEVENS HEWITT,2,Gen Ed,41,2,20.5,20,21
08X130,PS 130 ABRAM STEVENS HEWITT,2,ICT,16,1,16,16,16
08X130,PS 130 ABRAM STEVENS HEWITT,3,Gen Ed,45,2,22.5,22,23
08X130,PS 130 ABRAM STEVENS HEWITT,3,ICT,21,1,21,21,21
08X130,PS 130 ABRAM STEVENS HEWITT,4,Gen Ed,50,2,25,23,27
08X130,PS 130 ABRAM STEVENS HEWITT,4,ICT,26,1,26,26,26
08X130,PS 130 ABRAM STEVENS HEWITT,5,Gen Ed,44,2,22,22,22
08X130,PS 130 ABRAM STEVENS HEWITT,5,ICT,24,1,24,24,24
08X131,JHS 131 ALBERT EINSTEIN,6,Gen Ed,71,3,23.7,21,27
08X131,JHS 131 ALBERT EINSTEIN,6,ICT,56,2,28,27,29
08X131,JHS 131 ALBERT EINSTEIN,7,Gen Ed,83,3,27.7,24,30
08X131,JHS 131 ALBERT EINSTEIN,7,ICT,51,2,25.5,24,27
08X131,JHS 131 ALBERT EINSTEIN,8,Gen Ed,90,3,30,28,32
08X131,JHS 131 ALBERT EINSTEIN,8,ICT,52,2,26,25,27
08X138,PS 138 SAMUEL RANDALL,K,Gen Ed,88,4,22,17,24
08X138,PS 138 SAMUEL RANDALL,K,ICT,22,1,22,22,22
08X138,PS 138 SAMUEL RANDALL,1,Gen Ed,68,3,22.7,22,23
08X138,PS 138 SAMUEL RANDALL,1,ICT,23,1,23,23,23
08X138,PS 138 SAMUEL RANDALL,2,Gen Ed,88,3,29.3,29,30
08X138,PS 138 SAMUEL RANDALL,2,ICT,19,1,19,19,19
08X138,PS 138 SAMUEL RANDALL,3,Gen Ed,75,3,25,24,26
08X138,PS 138 SAMUEL RANDALL,3,ICT,18,1,18,18,18
08X138,PS 138 SAMUEL RANDALL,4,Gen Ed,58,2,29,28,30
08X138,PS 138 SAMUEL RANDALL,4,ICT,28,1,28,28,28
08X138,PS 138 SAMUEL RANDALL,5,Gen Ed,106,4,26.5,23,30
08X138,PS 138 SAMUEL RANDALL,5,ICT,21,1,21,21,21
08X140,PS X140 THE EAGLE SCHOOL,K,Gen Ed,60,3,20,16,22
08X140,PS X140 THE EAGLE SCHOOL,K,ICT,27,1,27,27,27
08X140,PS X140 THE EAGLE SCHOOL,1,Gen Ed,91,4,22.8,21,25
08X140,PS X140 THE EAGLE SCHOOL,2,Gen Ed,69,3,23,23,23
08X140,PS X140 THE EAGLE SCHOOL,2,ICT,24,1,24,24,24
08X140,PS X140 THE EAGLE SCHOOL,3,Gen Ed,103,4,25.8,25,27
08X140,PS X140 THE EAGLE SCHOOL,4,Gen Ed,58,3,19.3,17,22
08X140,PS X140 THE EAGLE SCHOOL,4,ICT,26,1,26,26,26
08X140,PS X140 THE EAGLE SCHOOL,5,Gen Ed,57,3,19,16,23
08X140,PS X140 THE EAGLE SCHOOL,5,ICT,25,1,25,25,25
08X146,PS 146 EDWARD COLLINS,K,Gen Ed,36,2,18,18,18
08X146,PS 146 EDWARD COLLINS,K,ICT,18,1,18,18,18
08X146,PS 146 EDWARD COLLINS,1,Gen Ed,30,1,30,30,30
08X146,PS 146 EDWARD COLLINS,1,ICT,30,1,30,30,30
08X146,PS 146 EDWARD COLLINS,2,Gen Ed,32,1,32,32,32
08X146,PS 146 EDWARD COLLINS,2,ICT,30,1,30,30,30
08X146,PS 146 EDWARD COLLINS,3,Gen Ed,46,2,23,23,23
08X146,PS 146 EDWARD COLLINS,3,ICT,19,1,19,19,19
08X146,PS 146 EDWARD COLLINS,4,Gen Ed,29,1,29,29,29
08X146,PS 146 EDWARD COLLINS,4,ICT,25,1,25,25,25
08X146,PS 146 EDWARD COLLINS,5,Gen Ed,41,2,20.5,19,22
08X152,PS 152 EVERGREEN,K,Gen Ed,96,5,19.2,18,22
08X152,PS 152 EVERGREEN,K,ICT,25,1,25,25,25
08X152,PS 152 EVERGREEN,1,Gen Ed,116,5,23.2,20,28
08X152,PS 152 EVERGREEN,1,ICT,28,1,28,28,28
08X152,PS 152 EVERGREEN,2,Gen Ed,112,5,22.4,19,26
08X152,PS 152 EVERGREEN,2,ICT,22,1,22,22,22
08X152,PS 152 EVERGREEN,3,Gen Ed,112,5,22.4,21,23
08X152,PS 152 EVERGREEN,3,ICT,22,1,22,22,22
08X152,PS 152 EVERGREEN,4,Gen Ed,113,5,22.6,20,24
08X152,PS 152 EVERGREEN,4,ICT,26,1,26,26,26
08X152,PS 152 EVERGREEN,5,Gen Ed,93,4,23.3,21,27
08X152,PS 152 EVERGREEN,5,ICT,24,1,24,24,24
08X182,PS 182,K,Gen Ed,76,4,19,18,20
08X182,PS 182,K,ICT,36,2,18,17,19
08X182,PS 182,1,Gen Ed,75,3,25,23,27
08X182,PS 182,1,ICT,23,1,23,23,23
08X182,PS 182,1,ICT & G&T,24,1,24,24,24
08X182,PS 182,2,Gen Ed,75,3,25,23,26
08X182,PS 182,2,G&T,23,1,23,23,23
08X182,PS 182,2,ICT,51,2,25.5,25,26
08X182,PS 182,3,Gen Ed,92,4,23,20,27
08X182,PS 182,3,G&T,24,1,24,24,24
08X182,PS 182,3,ICT,24,1,24,24,24
08X182,PS 182,4,Gen Ed,96,4,24,22,27
08X182,PS 182,4,G&T,24,1,24,24,24
08X182,PS 182,4,ICT,25,1,25,25,25
08X182,PS 182,5,Gen Ed,102,4,25.5,22,28
08X182,PS 182,5,ICT,27,1,27,27,27
08X182,PS 182,5,ICT & G&T,28,1,28,28,28
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,6,Gen Ed,56,2,28,25,31
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,6,ICT,31,1,31,31,31
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,7,Gen Ed,62,2,31,31,31
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,7,ICT,31,1,31,31,31
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,8,Gen Ed,52,2,26,22,30
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,8,ICT,29,1,29,29,29
08X301,MS 301 PAUL L DUNBAR,6,Gen Ed,16,1,16,16,16
08X301,MS 301 PAUL L DUNBAR,6,ICT,61,3,20.3,16,24
08X301,MS 301 PAUL L DUNBAR,7,Gen Ed,46,2,23,22,24
08X301,MS 301 PAUL L DUNBAR,7,ICT,43,2,21.5,19,24
08X301,MS 301 PAUL L DUNBAR,8,Gen Ed,25,1,25,25,25
08X301,MS 301 PAUL L DUNBAR,8,ICT,53,2,26.5,23,30
08X302,MS 302 LUISA DESSUS CRUZ,6,Gen Ed,87,3,29,28,30
08X302,MS 302 LUISA DESSUS CRUZ,6,ICT,49,2,24.5,24,25
08X302,MS 302 LUISA DESSUS CRUZ,7,Gen Ed,100,3,33.3,31,37
08X302,MS 302 LUISA DESSUS CRUZ,7,ICT,64,2,32,31,33
08X302,MS 302 LUISA DESSUS CRUZ,8,Gen Ed,116,4,29,29,29
08X302,MS 302 LUISA DESSUS CRUZ,8,ICT,30,1,30,30,30
08X304,PS 304 EARLY CHILDHOOD SCHOOL,K,Gen Ed,70,3,23.3,22,24
08X304,PS 304 EARLY CHILDHOOD SCHOOL,1,Gen Ed,76,3,25.3,24,26
08X304,PS 304 EARLY CHILDHOOD SCHOOL,2,Gen Ed,80,3,26.7,26,27
08X304,PS 304 EARLY CHILDHOOD SCHOOL,3,Gen Ed,50,2,25,25,25
08X304,PS 304 EARLY CHILDHOOD SCHOOL,3,ICT,26,1,26,26,26
08X304,PS 304 EARLY CHILDHOOD SCHOOL,4,Gen Ed,60,2,30,30,30
08X304,PS 304 EARLY CHILDHOOD SCHOOL,5,Gen Ed,83,3,27.7,27,29
08X333,PS 333 - THE MUSEUM SCHOOL,K,Gen Ed,56,3,18.7,18,19
08X333,PS 333 - THE MUSEUM SCHOOL,K,ICT,19,1,19,19,19
08X333,PS 333 - THE MUSEUM SCHOOL,1,Gen Ed,58,2,29,29,29
08X333,PS 333 - THE MUSEUM SCHOOL,1,ICT,28,1,28,28,28
08X333,PS 333 - THE MUSEUM SCHOOL,2,Gen Ed,41,2,20.5,20,21
08X333,PS 333 - THE MUSEUM SCHOOL,2,ICT,22,1,22,22,22
08X333,PS 333 - THE MUSEUM SCHOOL,3,Gen Ed,69,3,23,17,27
08X333,PS 333 - THE MUSEUM SCHOOL,3,ICT,26,1,26,26,26
08X333,PS 333 - THE MUSEUM SCHOOL,4,Gen Ed,61,2,30.5,30,31
08X333,PS 333 - THE MUSEUM SCHOOL,4,ICT,28,1,28,28,28
08X333,PS 333 - THE MUSEUM SCHOOL,5,Gen Ed,49,2,24.5,23,26
08X333,PS 333 - THE MUSEUM SCHOOL,5,ICT,26,1,26,26,26
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,6,Gen Ed,23,1,23,23,23
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,6,ICT,142,5,28.4,21,32
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,7,Gen Ed,29,1,29,29,29
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,7,ICT,154,5,30.8,25,36
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,8,Gen Ed,82,3,27.3,24,29
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,8,ICT,74,3,24.7,23,27
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",6,Gen Ed,68,3,22.7,18,28
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",6,ICT,26,1,26,26,26
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",7,Gen Ed,73,3,24.3,19,27
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",7,ICT,24,1,24,24,24
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",8,Gen Ed,65,3,21.7,15,28
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",8,ICT,25,1,25,25,25
08X371,URBAN INSTITUTE OF MATHEMATICS,6,Gen Ed,81,3,27,22,30
08X371,URBAN INSTITUTE OF MATHEMATICS,6,ICT,26,1,26,26,26
08X371,URBAN INSTITUTE OF MATHEMATICS,7,Gen Ed,85,3,28.3,26,30
08X371,URBAN INSTITUTE OF MATHEMATICS,7,ICT,29,1,29,29,29
08X371,URBAN INSTITUTE OF MATHEMATICS,8,Gen Ed,105,4,26.3,24,29
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,6,Gen Ed,48,2,24,19,29
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,6,ICT,25,1,25,25,25
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,7,ICT,72,3,24,20,27
