DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,K-8 SC,SC 12:1:1,2,1,2,2,2
07X001,PS 001 COURTLANDT SCHOOL,K-8 SC,SC 12:1,55,5,11,10,12
07X005,PS 5 PORT MORRIS,K-8 SC,SC 12:1,35,3,11.7,11,12
07X005,PS 5 PORT MORRIS,K-8 SC,SC 12:1:1,25,2,12.5,12,13
07X005,PS 5 PORT MORRIS,K-8 SC,SC 8:1:1,12,2,6,5,7
07X018,PS 018 JOHN PETER ZENGER,K-8 SC,SC 12:1,59,5,11.8,11,13
07X025,PS 025 BILINGUAL SCHOOL,K-8 SC,SC 12:1,28,3,9.3,8,12
07X025,PS 025 BILINGUAL SCHOOL,K-8 SC,SC 8:1:1,43,6,7.2,6,8
07X029,PS/MS 029 MELROSE SCHOOL,K-8 SC,SC 12:1:1,41,4,10.3,8,12
07X030,PS 030 WILTON,K-8 SC,SC 12:1,37,4,9.3,7,10
07X030,PS 030 WILTON,K-8 SC,SC 12:1:1,3,1,3,3,3
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,K-8 SC,SC 12:1,53,5,10.6,9,12
07X043,PS 043 JONAS BRONCK,K-8 SC,SC 12:1,23,2,11.5,11,12
07X043,PS 043 JONAS BRONCK,K-8 SC,SC 12:1:1,8,1,8,8,8
07X049,PS 049 WILLIS AVENUE,K-8 SC,SC 12:1,47,4,11.8,11,12
07X049,PS 049 WILLIS AVENUE,K-8 SC,SC 12:1:1,12,1,12,12,12
07X065,PS 065 MOTHER HALE ACADEMY,K-8 SC,SC 12:1,34,3,11.3,11,12
07X151,JHS 151 LOU GEHRIG,K-8 SC,SC 12:1,9,1,9,9,9
07X151,JHS 151 LOU GEHRIG,K-8 SC,SC 12:1:1,21,2,10.5,10,11
07X157,PS 157 GROVE HILL,K-8 SC,SC 12:1,48,5,9.6,6,13
07X161,PS 161 PONCE DE LEON,K-8 SC,SC 12:1:1,46,4,11.5,11,12
07X179,PS 179,K-8 SC,SC 12:1,28,3,9.3,8,10
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,K-8 SC,SC 12:1,31,3,10.3,7,12
07X223,MS 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,K-8 SC,SC 12:1,23,2,11.5,11,12
07X224,PS / IS 224,K-8 SC,SC 12:1,34,3,11.3,11,12
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,K-8 SC,SC 12:1,7,1,7,7,7
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,K-8 SC,SC 12:1:1,22,2,11,10,12
07X298,ACADEMY OF PUBLIC RELATIONS,K-8 SC,SC 12:1,18,2,9,8,10
07X298,ACADEMY OF PUBLIC RELATIONS,K-8 SC,SC 12:1:1,12,1,12,12,12
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,K-8 SC,SC 12:1,19,2,9.5,8,11
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,K-8 SC,SC 12:1:1,12,1,12,12,12
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,K-8 SC,SC 12:1:1,20,2,10,10,10
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,K-8 SC,SC 12:1,14,1,14,14,14
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,K-8 SC,SC 12:1:1,14,1,14,14,14
07X584,IS 584,K-8 SC,SC 12:1,22,2,11,9,13
07X584,IS 584,K-8 SC,SC 12:1:1,19,2,9.5,8,11
08X014,PS X014 SENATOR JOHN CALANDRA,K-8 SC,SC 12:1,21,2,10.5,9,12
08X036,PS 036 UNIONPORT,K-8 SC,SC 12:1:1,50,4,12.5,11,14
08X048,PS 048 JOSEPH R DRAKE,K-8 SC,SC 12:1,64,6,10.7,8,12
08X048,PS 048 JOSEPH R DRAKE,K-8 SC,SC 12:1:1,16,2,8,7,9
08X062,PS 062 INOCENSIO CASANOVA,K-8 SC,SC 12:1,10,1,10,10,10
08X062,PS 062 INOCENSIO CASANOVA,K-8 SC,SC 12:1:1,78,8,9.8,5,12
08X069,PS 069 JOURNEY PREP SCHOOL,K-8 SC,SC 12:1,41,4,10.3,9,12
08X071,PS 071 ROSE E SCALA,K-8 SC,SC 12:1:1,73,7,10.4,9,12
08X072,PS 072 DR WILLIAM DORNEY,K-8 SC,SC 12:1,30,3,10,7,12
08X072,PS 072 DR WILLIAM DORNEY,K-8 SC,SC 12:1:1,67,7,9.6,5,12
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,K-8 SC,SC 12:1,11,1,11,11,11
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,K-8 SC,SC 12:1:1,11,1,11,11,11
08X093,PS 093 ALBERT G OLIVER,K-8 SC,SC 12:1:1,22,2,11,9,13
08X100,PS 100 ISAAC CLASON,K-8 SC,SC 12:1,45,4,11.3,10,12
08X100,PS 100 ISAAC CLASON,K-8 SC,SC 12:1:1,15,2,7.5,5,10
08X101,MS X101 EDWARD R BYRNE,K-8 SC,SC 12:1:1,33,3,11,10,12
08X107,PS 107,K-8 SC,SC 12:1:1,54,5,10.8,9,14
08X119,PS 119,K-8 SC,SC 12:1,30,3,10,10,10
08X123,JHS 123 JAMES M KIERAN,K-8 SC,SC 12:1:1,30,3,10,8,13
08X125,JHS 125 HENRY HUDSON,K-8 SC,SC 12:1,9,1,9,9,9
08X125,JHS 125 HENRY HUDSON,K-8 SC,SC 12:1:1,17,2,8.5,7,10
08X130,PS 130 ABRAM STEVENS HEWITT,K-8 SC,SC 12:1,21,2,10.5,10,11
08X130,PS 130 ABRAM STEVENS HEWITT,K-8 SC,SC 12:1:1,38,4,9.5,8,12
08X131,JHS 131 ALBERT EINSTEIN,K-8 SC,SC 12:1,22,2,11,10,12
08X131,JHS 131 ALBERT EINSTEIN,K-8 SC,SC 12:1:1,30,3,10,10,10
08X138,PS 138 SAMUEL RANDALL,K-8 SC,SC 12:1,19,2,9.5,8,11
08X138,PS 138 SAMUEL RANDALL,K-8 SC,SC 12:1:1,22,3,7.3,5,11
08X140,PS X140 THE EAGLE SCHOOL,K-8 SC,SC 12:1,21,2,10.5,10,11
08X140,PS X140 THE EAGLE SCHOOL,K-8 SC,SC 12:1:1,28,3,9.3,8,10
08X146,PS 146 EDWARD COLLINS,K-8 SC,SC 12:1:1,40,4,10,8,11
08X152,PS 152 EVERGREEN,K-8 SC,SC 12:1,32,3,10.7,9,12
08X152,PS 152 EVERGREEN,K-8 SC,SC 12:1:1,6,1,6,6,6
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,K-8 SC,SC 12:1,23,2,11.5,11,12
08X302,MS 302 LUISA DESSUS CRUZ,K-8 SC,SC 12:1:1,42,4,10.5,10,11
08X304,PS 304 EARLY CHILDHOOD SCHOOL,K-8 SC,SC 12:1,12,1,12,12,12
08X304,PS 304 EARLY CHILDHOOD SCHOOL,K-8 SC,SC 12:1:1,12,1,12,12,12
08X333,PS 333 - THE MUSEUM SCHOOL,K-8 SC,SC 12:1,63,6,10.5,8,12
08X333,PS 333 - THE MUSEUM SCHOOL,K-8 SC,SC 12:1:1,53,5,10.6,8,13
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",K-8 SC,SC 12:1:1,20,2,10,8,12
08X371,URBAN INSTITUTE OF MATHEMATICS,K-8 SC,SC 12:1:1,24,2,12,11,13
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,K-8 SC,SC 12:1,21,2,10.5,7,14
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,K-8 SC,SC 12:1:1,12,1,12,12,12
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,K-8 SC,SC 12:1,9,1,9,9,9
08X392,BRONX DELTA SCHOOL,K-8 SC,SC 12:1:1,10,1,10,10,10
08X424,THE HUNTS POINT SCHOOL,K-8 SC,SC 12:1,21,2,10.5,10,11
08X424,THE HUNTS POINT SCHOOL,K-8 SC,SC 12:1:1,28,3,9.3,7,11
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,K-8 SC,SC 12:1:1,35,3,11.7,11,12
08X467,MOTT HALL COMMUNITY SCHOOL,K-8 SC,SC 12:1:1,28,3,9.3,6,12
08X562,BLUEPRINT MIDDLE SCHOOL,K-8 SC,SC 12:1,22,2,11,8,14
09X004,PS/MS 004 CROTONA PARK WEST,K-8 SC,SC 12:1,12,1,12,12,12
09X004,PS/MS 004 CROTONA PARK WEST,K-8 SC,SC 12:1:1,46,4,11.5,10,13
09X011,PS 011 HIGHBRIDGE,K-8 SC,SC 12:1:1,47,5,9.4,7,11
09X022,JHS 022 JORDAN L MOTT,K-8 SC,SC 12:1:1,37,3,12.3,11,13
09X028,PS 028 MOUNT HOPE,K-8 SC,SC 12:1,21,2,10.5,10,11
09X028,PS 028 MOUNT HOPE,K-8 SC,SC 12:1:1,31,4,7.8,4,12
09X028,PS 028 MOUNT HOPE,K-8 SC,SC 8:1:1,26,4,6.5,5,8
09X035,PS 035 FRANZ SIEGEL,K-8 SC,SC 12:1,34,3,11.3,11,12
09X035,PS 035 FRANZ SIEGEL,K-8 SC,SC 12:1:1,25,2,12.5,12,13
09X042,PS 042 CLAREMONT,K-8 SC,SC 12:1,11,1,11,11,11
09X042,PS 042 CLAREMONT,K-8 SC,SC 12:1:1,11,1,11,11,11
09X053,PS 053 BASHEER QUISIM,K-8 SC,SC 12:1,53,5,10.6,7,13
09X053,PS 053 BASHEER QUISIM,K-8 SC,SC 12:1:1,14,2,7,3,11
09X058,PS 058,K-8 SC,SC 12:1:1,63,6,10.5,7,12
09X063,PS 063 AUTHOR'S ACADEMY,K-8 SC,SC 12:1:1,43,4,10.8,10,11
09X070,PS 070 MAX SCHOENFELD,K-8 SC,SC 12:1:1,93,8,11.6,11,12
09X073,PS 073 BRONX,K-8 SC,SC 12:1,10,1,10,10,10
09X073,PS 073 BRONX,K-8 SC,SC 12:1:1,33,4,8.3,3,12
09X088,PS X088 - S SILVERSTEIN LITTLE SPARROW SCHOOL,K-8 SC,SC 12:1,17,2,8.5,8,9
09X109,PS 109 SEDGWICK,K-8 SC,SC 12:1:1,46,4,11.5,11,12
09X110,PS 110 THEODORE SCHOENFELD,K-8 SC,SC 12:1:1,45,4,11.3,10,12
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,K-8 SC,SC 12:1:1,52,5,10.4,8,12
09X117,IS 117 JOSEPH H WADE,K-8 SC,SC 12:1,17,2,8.5,8,9
09X117,IS 117 JOSEPH H WADE,K-8 SC,SC 12:1:1,40,5,8,7,9
09X126,PS 126 DR MARJORIE H DUNBAR,K-8 SC,SC 12:1,21,2,10.5,9,12
09X126,PS 126 DR MARJORIE H DUNBAR,K-8 SC,SC 12:1:1,24,2,12,12,12
09X128,MOTT HALL III,K-8 SC,SC 12:1:1,21,2,10.5,10,11
09X132,PS 132 GARRET A MORGAN,K-8 SC,SC 12:1:1,34,3,11.3,11,12
09X163,PS 163 ARTHUR A SCHOMBURG,K-8 SC,SC 12:1,12,1,12,12,12
09X163,PS 163 ARTHUR A SCHOMBURG,K-8 SC,SC 12:1:1,48,5,9.6,7,12
09X199,PS 199X - THE SHAKESPEARE SCHOOL,K-8 SC,SC 12:1:1,68,6,11.3,10,12
09X204,PS 204 MORRIS HEIGHTS,K-8 SC,SC 12:1:1,47,4,11.8,10,13
09X215,KAPPA,K-8 SC,SC 12:1:1,29,3,9.7,6,12
09X219,IS 219 NEW VENTURE SCHOOL,K-8 SC,SC 12:1,12,2,6,4,8
09X219,IS 219 NEW VENTURE SCHOOL,K-8 SC,SC 12:1:1,40,4,10,8,11
09X229,IS 229 ROLAND PATTERSON,K-8 SC,SC 12:1,35,3,11.7,11,12
09X229,IS 229 ROLAND PATTERSON,K-8 SC,SC 12:1:1,9,1,9,9,9
09X231,EAGLE ACADEMY FOR YOUNG MEN,K-8 SC,SC 12:1,13,3,4.3,3,5
09X232,IS 232,K-8 SC,SC 12:1,38,3,12.7,11,14
09X232,IS 232,K-8 SC,SC 12:1:1,8,1,8,8,8
09X274,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK,K-8 SC,SC 12:1,59,6,9.8,6,12
09X274,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK,K-8 SC,SC 12:1:1,31,3,10.3,9,11
09X294,THE WALTON AVENUE SCHOOL,K-8 SC,SC 12:1,48,5,9.6,7,12
09X303,IS X303 LEADERSHIP & COMMUNITY SERVICE,K-8 SC,SC 12:1:1,52,4,13,11,17
09X311,LUCERO ELEMENTARY SCHOOL,K-8 SC,SC 12:1,22,2,11,10,12
09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,K-8 SC,SC 12:1,14,1,14,14,14
09X313,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,K-8 SC,SC 12:1:1,24,2,12,12,12
09X323,BRONX WRITING ACADEMY,K-8 SC,SC 12:1:1,34,3,11.3,10,13
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,K-8 SC,SC 12:1,5,1,5,5,5
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,K-8 SC,SC 12:1:1,17,2,8.5,5,12
09X325,URBAN SCIENCE ACADEMY,K-8 SC,SC 12:1,17,2,8.5,7,10
09X325,URBAN SCIENCE ACADEMY,K-8 SC,SC 12:1:1,27,3,9,6,11
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,K-8 SC,SC 12:1,20,2,10,9,11
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,K-8 SC,SC 12:1:1,7,1,7,7,7
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,K-8 SC,SC 12:1,11,1,11,11,11
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,K-8 SC,SC 12:1:1,23,2,11.5,10,13
09X339,IS 339,K-8 SC,SC 12:1,28,3,9.3,6,12
09X339,IS 339,K-8 SC,SC 12:1:1,35,3,11.7,11,12
09X350,NEW DIRECTIONS SECONDARY SCHOOL,K-8 SC,SC 12:1:1,15,1,15,15,15
09X361,THE HIGHBRIDGE GREEN SCHOOL,K-8 SC,SC 12:1,6,1,6,6,6
09X361,THE HIGHBRIDGE GREEN SCHOOL,K-8 SC,SC 12:1:1,27,3,9,6,14
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,K-8 SC,SC 12:1,16,2,8,6,10
09X443,THE FAMILY SCHOOL,K-8 SC,SC 12:1,24,2,12,11,13
09X449,GRANT AVENUE ELEMENTARY SCHOOL,K-8 SC,SC 12:1:1,57,5,11.4,11,12
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,K-8 SC,SC 12:1,11,1,11,11,11
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,K-8 SC,SC 12:1:1,22,2,11,10,12
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,K-8 SC,SC 12:1:1,59,5,11.8,11,12
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",K-8 SC,SC 12:1:1,12,1,12,12,12
09X555,MOUNT EDEN CHILDREN'S ACADEMY,K-8 SC,SC 12:1,29,3,9.7,6,13
10X003,PS 3 RAUL JULIA MICRO SOCIETY,K-8 SC,SC 12:1:1,16,2,8,7,9
10X007,MILTON FEIN SCHOOL,K-8 SC,SC 12:1:1,42,5,8.4,7,10
10X008,PS 008 ISSAC VARIAN,K-8 SC,SC 12:1,55,6,9.2,7,12
10X009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,K-8 SC,SC 12:1:1,63,6,10.5,9,12
10X015,PS X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,K-8 SC,SC 12:1:1,11,1,11,11,11
10X020,"PS/MS 20 POGEORGE J WERDANN, III",K-8 SC,SC 12:1,9,1,9,9,9
10X020,"PS/MS 20 POGEORGE J WERDANN, III",K-8 SC,SC 12:1:1,78,7,11.1,10,12
10X023,PS 023 THE NEW CHILDREN'S SCHOOL,K-8 SC,SC 12:1:1,53,5,10.6,9,12
10X024,PS 024 SPUYTEN DUYVIL,K-8 SC,SC 12:1:1,8,1,8,8,8
10X032,PS 032 BELMONT,K-8 SC,SC 12:1,28,3,9.3,7,12
10X032,PS 032 BELMONT,K-8 SC,SC 12:1:1,50,5,10,8,12
10X033,PS 033 TIMOTHY DWIGHT,K-8 SC,SC 12:1:1,78,8,9.8,7,11
10X037,PS X037 - MULTIPLE INTELLIGENCE SCHOOL,K-8 SC,SC 12:1,12,1,12,12,12
10X037,PS X037 - MULTIPLE INTELLIGENCE SCHOOL,K-8 SC,SC 12:1:1,63,5,12.6,11,14
10X045,THOMAS C GIORDANO MIDDLE SCHOOL 45,K-8 SC,SC 12:1,24,3,8,7,9
10X045,THOMAS C GIORDANO MIDDLE SCHOOL 45,K-8 SC,SC 12:1:1,18,2,9,7,11
10X046,PS 046 EDGAR ALLAN POE,K-8 SC,SC 12:1,28,3,9.3,6,12
10X046,PS 046 EDGAR ALLAN POE,K-8 SC,SC 12:1:1,68,7,9.7,5,12
10X054,PS / IS 54,K-8 SC,SC 12:1,9,1,9,9,9
10X054,PS / IS 54,K-8 SC,SC 12:1:1,36,4,9,8,11
10X056,PS 056 NORWOOD HEIGHTS,K-8 SC,SC 12:1:1,50,5,10,9,12
10X059,PS 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,K-8 SC,SC 12:1:1,70,6,11.7,9,13
10X077,BEDFORD PARK ELEMENTARY SCHOOL,K-8 SC,SC 12:1:1,24,2,12,12,12
10X080,JHS 080 THE MOSHOLU PARKWAY,K-8 SC,SC 12:1,24,2,12,12,12
10X080,JHS 080 THE MOSHOLU PARKWAY,K-8 SC,SC 12:1:1,47,4,11.8,11,12
10X081,PS 081 ROBERT J CHRISTEN,K-8 SC,SC 12:1:1,45,4,11.3,11,12
10X085,PS 085 GREAT EXPECTATIONS,K-8 SC,SC 12:1,5,1,5,5,5
10X085,PS 085 GREAT EXPECTATIONS,K-8 SC,SC 12:1:1,45,5,9,7,10
10X086,PS 086 KINGSBRIDGE HEIGHTS,K-8 SC,SC 12:1,9,1,9,9,9
10X086,PS 086 KINGSBRIDGE HEIGHTS,K-8 SC,SC 12:1:1,95,9,10.6,6,14
10X091,PS 091 BRONX,K-8 SC,SC 12:1:1,60,7,8.6,7,11
10X094,PS 094 KINGS COLLEGE SCHOOL,K-8 SC,SC 12:1,8,1,8,8,8
10X094,PS 094 KINGS COLLEGE SCHOOL,K-8 SC,SC 12:1:1,104,10,10.4,7,12
10X095,PS 095 SHEILA MENCHER,K-8 SC,SC 12:1:1,76,8,9.5,6,12
10X118,JHS 118 WILLIAM W NILES,K-8 SC,SC 12:1,42,4,10.5,8,12
10X118,JHS 118 WILLIAM W NILES,K-8 SC,SC 12:1:1,55,5,11,9,12
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),K-8 SC,SC 12:1:1,42,4,10.5,9,12
10X205,PS 205 FIORELLO LAGUARDIA,K-8 SC,SC 12:1,23,2,11.5,11,12
10X205,PS 205 FIORELLO LAGUARDIA,K-8 SC,SC 12:1:1,24,2,12,12,12
10X206,IS 206 ANN MERSEREAU,K-8 SC,SC 12:1,21,2,10.5,9,12
10X206,IS 206 ANN MERSEREAU,K-8 SC,SC 12:1:1,7,1,7,7,7
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,K-8 SC,SC 12:1:1,9,1,9,9,9
10X226,PS 226,K-8 SC,SC 12:1,18,2,9,8,10
10X226,PS 226,K-8 SC,SC 12:1:1,9,1,9,9,9
10X243,WEST BRONX ACADEMY FOR THE FUTURE,K-8 SC,SC 12:1,21,3,7,6,9
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,K-8 SC,SC 12:1,20,2,10,10,10
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,K-8 SC,SC 12:1:1,35,3,11.7,11,12
10X246,PS 246 POE CENTER,K-8 SC,SC 12:1:1,37,3,12.3,8,15
10X254,IS 254,K-8 SC,SC 12:1:1,57,6,9.5,6,12
10X279,"PS 279 CAPTAIN MANUEL RIVERA, JR",K-8 SC,SC 12:1:1,80,8,10,6,12
10X280,PS/MS 280 MOSHOLU PARKWAY,K-8 SC,SC 12:1:1,68,6,11.3,11,12
10X291,PS 291,K-8 SC,SC 12:1:1,47,5,9.4,9,10
10X306,PS 306,K-8 SC,SC 12:1:1,39,4,9.8,8,11
10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,K-8 SC,SC 12:1:1,23,2,11.5,11,12
10X308,BRONX DANCE ACADEMY SCHOOL,K-8 SC,SC 12:1:1,11,1,11,11,11
10X310,PS 310 MARBLE HILL,K-8 SC,SC 12:1,10,1,10,10,10
10X315,PS 315 LAB SCHOOL,K-8 SC,SC 12:1:1,16,2,8,7,9
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,K-8 SC,SC 12:1,10,1,10,10,10
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,K-8 SC,SC 12:1:1,11,1,11,11,11
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,K-8 SC,SC 15:1,9,2,4.5,3,6
10X340,PS 340,K-8 SC,SC 12:1:1,71,6,11.8,11,12
10X344,AMPARK NEIGHBORHOOD,K-8 SC,SC 12:1,10,1,10,10,10
10X344,AMPARK NEIGHBORHOOD,K-8 SC,SC 12:1:1,8,1,8,8,8
10X360,PS 360,K-8 SC,SC 12:1:1,48,5,9.6,8,11
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,K-8 SC,SC 12:1:1,40,3,13.3,12,14
10X368,IN-TECH ACADEMY (MS / HIGH SCHOOL 368),K-8 SC,SC 12:1,39,3,13,12,14
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,K-8 SC,SC 12:1:1,28,3,9.3,8,10
10X390,MS 390,K-8 SC,SC 12:1:1,38,3,12.7,12,14
10X391,THE ANGELO PATRI MIDDLE SCHOOL,K-8 SC,SC 12:1:1,45,4,11.3,10,12
10X447,CRESTON ACADEMY,K-8 SC,SC 12:1,11,1,11,11,11
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,K-8 SC,SC 12:1:1,29,3,9.7,9,11
11X016,PS 016 WAKEFIELD,K-8 SC,SC 12:1:1,43,4,10.8,10,12
11X021,PS 021 PHILIP H SHERIDAN,K-8 SC,SC 12:1,52,5,10.4,8,12
11X021,PS 021 PHILIP H SHERIDAN,K-8 SC,SC 12:1:1,19,2,9.5,7,12
11X041,PS 041 GUN HILL ROAD,K-8 SC,SC 12:1,12,1,12,12,12
11X041,PS 041 GUN HILL ROAD,K-8 SC,SC 12:1:1,36,3,12,11,13
11X068,PS 068 BRONX,K-8 SC,SC 12:1,47,4,11.8,11,12
11X076,PS 076 THE BENNINGTON SCHOOL,K-8 SC,SC 12:1:1,50,5,10,6,12
11X078,PS 078 ANNE HUTCHINSON,K-8 SC,SC 12:1,48,5,9.6,5,13
11X083,PS 083 DONALD HERTZ,K-8 SC,SC 12:1,84,8,10.5,9,12
11X087,PS 087 BRONX,K-8 SC,SC 12:1:1,28,3,9.3,8,10
11X089,PS 089 BRONX,K-8 SC,SC 12:1:1,46,5,9.2,8,11
11X096,PS 096 RICHARD RODGERS,K-8 SC,SC 12:1:1,33,3,11,10,12
11X097,PS 097 BRONX,K-8 SC,SC 12:1,43,4,10.8,8,12
11X103,PS 103 HECTOR FONTANEZ,K-8 SC,SC 12:1,33,4,8.3,6,10
11X103,PS 103 HECTOR FONTANEZ,K-8 SC,SC 12:1:1,38,4,9.5,8,11
11X105,PS 105 SEN ABRAHAM BERNSTEIN,K-8 SC,SC 12:1,23,3,7.7,5,9
11X106,PS 106 PARKCHESTER,K-8 SC,SC 12:1:1,58,8,7.3,2,12
11X108,PS 108 PHILIP J ABINANTI,K-8 SC,SC 12:1,18,2,9,6,12
11X111,PS 111 SETON FALLS,K-8 SC,SC 12:1,21,2,10.5,9,12
11X111,PS 111 SETON FALLS,K-8 SC,SC 12:1:1,54,5,10.8,10,12
11X112,PS 112 BRONXWOOD,K-8 SC,SC 12:1:1,33,4,8.3,2,11
11X121,PS 121 THROOP,K-8 SC,SC 12:1,44,4,11,9,12
11X144,JHS 144 MICHELANGELO,K-8 SC,SC 12:1,34,3,11.3,10,12
11X144,JHS 144 MICHELANGELO,K-8 SC,SC 12:1:1,27,3,9,7,10
11X153,PS 153 HELEN KELLER,K-8 SC,SC 12:1,22,3,7.3,4,10
11X160,PS 160 WALT DISNEY,K-8 SC,SC 12:1,17,2,8.5,6,11
11X160,PS 160 WALT DISNEY,K-8 SC,SC 12:1:1,24,4,6,4,8
11X169,BAYCHESTER ACADEMY,K-8 SC,SC 12:1,21,2,10.5,10,11
11X178,PS 178 - DR SELMAN WAKSMAN,K-8 SC,SC 12:1:1,41,5,8.2,6,11
11X180,MS 180 DR DANIEL HALE WILLIAMS,K-8 SC,SC 12:1,46,5,9.2,6,12
11X180,MS 180 DR DANIEL HALE WILLIAMS,K-8 SC,SC 12:1:1,30,4,7.5,6,9
11X181,IS 181 PABLO CASALS,K-8 SC,SC 12:1,33,3,11,10,12
11X181,IS 181 PABLO CASALS,K-8 SC,SC 12:1:1,36,4,9,6,12
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,K-8 SC,SC 12:1,23,3,7.7,4,11
11X194,PS/MS 194,K-8 SC,SC 12:1:1,59,5,11.8,10,13
11X287,THE FORWARD SCHOOL,K-8 SC,SC 12:1,33,3,11,10,12
11X287,THE FORWARD SCHOOL,K-8 SC,SC 12:1:1,27,3,9,5,12
11X326,BRONX GREEN MIDDLE SCHOOL,K-8 SC,SC 12:1,13,2,6.5,4,9
11X355,BRONX ALLIANCE MIDDLE SCHOOL,K-8 SC,SC 12:1,16,2,8,4,12
11X355,BRONX ALLIANCE MIDDLE SCHOOL,K-8 SC,SC 12:1:1,8,1,8,8,8
11X370,SCHOOL OF DIPLOMACY,K-8 SC,SC 12:1,23,2,11.5,11,12
11X370,SCHOOL OF DIPLOMACY,K-8 SC,SC 12:1:1,29,3,9.7,9,11
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,K-8 SC,SC 12:1:1,13,1,13,13,13
11X481,PS 481,K-8 SC,SC 12:1,5,1,5,5,5
11X498,PS/MS 11X498 - VAN NEST ACADEMY,K-8 SC,SC 12:1,16,2,8,5,11
11X532,BAYCHESTER MIDDLE SCHOOL,K-8 SC,SC 12:1,18,2,9,9,9
11X532,BAYCHESTER MIDDLE SCHOOL,K-8 SC,SC 12:1:1,10,1,10,10,10
11X556,BRONX PARK MIDDLE SCHOOL,K-8 SC,SC 12:1,18,2,9,8,10
11X566,PELHAM GARDENS MIDDLE SCHOOL,K-8 SC,SC 12:1:1,32,3,10.7,10,11
12X006,PS 006 WEST FARMS,K-8 SC,SC 12:1,29,3,9.7,6,12
12X006,PS 006 WEST FARMS,K-8 SC,SC 12:1:1,14,2,7,5,9
12X047,PS 047 JOHN RANDOLPH,K-8 SC,SC 12:1,36,3,12,12,12
12X047,PS 047 JOHN RANDOLPH,K-8 SC,SC 12:1:1,20,3,6.7,3,9
12X057,PS 057 CRESCENT,K-8 SC,SC 12:1:1,41,5,8.2,7,10
