DBN,Community School District,School Name,School Pupil-Teacher Ratio
15K698,CSD 15,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,12.4
15K821,CSD 15,SUNSET PARK PREP,12.7
15K839,CSD 15,MS 839,11.9
15K896,CSD 15,THE SCHOOL OF CREATIVITY AND INNOVATION,6
16K005,CSD 16,PS 005 DR RONALD MCNAIR,14
16K021,CSD 16,PS 021 CRISPUS ATTUCKS,14.8
16K025,CSD 16,PS 025 EUBIE BLAKE SCHOOL,6.1
16K026,CSD 16,PS 026 JESSE OWENS,9.6
16K028,CSD 16,PS 028 THE WARREN PREP ACADEMY,7
16K035,CSD 16,MS 035 STEPHEN DECATUR,12.6
16K040,CSD 16,PS 040 GEORGE W CARVER,12.9
16K057,CSD 16,JHS 057 WHITELAW REID,10.9
16K081,CSD 16,PS 081 THADDEUS STEVENS,9.2
16K243,CSD 16,PS 243K- THE WEEKSVILLE SCHOOL,9.7
16K262,CSD 16,PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,12
16K267,CSD 16,"MS 267 MATH, SCIENCE & TECHNOLOGY",10.3
16K308,CSD 16,PS 308 CLARA CARDWELL,9.3
16K309,CSD 16,PS 309 THE GEORGE E WIBECAN PREPARATORY ACADEMY,9.8
16K335,CSD 16,PS 335 GRANVILLE T WOODS,9.4
16K455,CSD 16,BOYS AND GIRLS HIGH SCHOOL,11.3
16K498,CSD 16,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,15.4
16K627,CSD 16,BRIGHTER CHOICE COMMUNITY SCHOOL,14.4
16K628,CSD 16,BROOKLYN BROWNSTONE SCHOOL,13.5
16K669,CSD 16,RESEARCH AND SERVICE HIGH SCHOOL,16.4
16K681,CSD 16,MADIBA PREP MIDDLE SCHOOL,10.9
16K688,CSD 16,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,9.3
16K765,CSD 16,NELSON MANDELA HIGH SCHOOL,13.4
16K898,CSD 16,THE BROOKLYN GREEN SCHOOL,8.2
17K002,CSD 17,PARKSIDE PREPARATORY ACADEMY,14.5
17K006,CSD 17,PS 006,14.3
17K012,CSD 17,DR JACQUELINE PEEK-DAVIS SCHOOL,16.4
17K061,CSD 17,MS 061 DR GLADSTONE H ATWELL,15.5
17K091,CSD 17,PS 091 THE ALBANY AVENUE SCHOOL,13.8
17K092,CSD 17,PS 092 ADRIAN HEGEMAN,11.6
17K122,CSD 17,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),17
17K138,CSD 17,PS 138 BROOKLYN,12.4
17K161,CSD 17,PS 161 THE CROWN,13.9
17K181,CSD 17,PS 181 BROOKLYN,14.9
17K189,CSD 17,PS 189 THE BILINGUAL CENTER,14.5
17K191,CSD 17,PS 191 PAUL ROBESON,10.5
17K221,CSD 17,PS 221 TOUSSAINT L'OUVERTURE,14.3
17K241,CSD 17,PS 241 EMMA L JOHNSTON,15.3
17K246,CSD 17,MS 246 WALT WHITMAN,14.1
17K249,CSD 17,PS 249 THE CATON,15.6
17K289,CSD 17,PS 289 GEORGE V BROWER,12.3
17K316,CSD 17,PS 316 ELIJAH STROUD,11.7
17K340,CSD 17,IS 340,12.8
17K352,CSD 17,EBBETS FIELD MIDDLE SCHOOL,8.1
17K353,CSD 17,ELIJAH STROUD MIDDLE SCHOOL,12.3
17K354,CSD 17,THE SCHOOL OF INTEGRATED LEARNING,10.8
17K375,CSD 17,PS 375 JACKIE ROBINSON SCHOOL,11.9
17K382,CSD 17,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,15.6
17K394,CSD 17,MS K394,13.8
17K397,CSD 17,PS 397 FOSTER-LAURIE,11.1
17K398,CSD 17,PS 398 WALTER WEAVER,11.3
17K399,CSD 17,PS 399 STANLEY EUGENE CLARK,15.2
17K408,CSD 17,ACADEMY OF HOSPITALITY AND TOURISM,12.2
17K484,CSD 17,RONALD EDMONDS LEARNING CENTER II,11.1
17K524,CSD 17,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,12.1
17K528,CSD 17,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,17
17K531,CSD 17,"SCHOOL FOR HUMAN RIGHTS, THE",13
17K532,CSD 17,NEW BRIDGES ELEMENTARY,11
17K537,CSD 17,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,19.6
17K539,CSD 17,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,14.8
17K543,CSD 17,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",17.7
17K546,CSD 17,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,15.6
17K547,CSD 17,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,16.9
17K548,CSD 17,BROOKLYN SCHOOL FOR MUSIC & THEATRE,13.5
17K568,CSD 17,BROWNSVILLE ACADEMY HIGH SCHOOL,14.2
17K590,CSD 17,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,20.6
17K600,CSD 17,CLARA BARTON HIGH SCHOOL,15.7
17K646,CSD 17,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,8.4
17K705,CSD 17,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,13.2
17K722,CSD 17,NEW HEIGHTS MIDDLE SCHOOL,11
17K745,CSD 17,BROOKLYN INSTITUTE FOR LIBERAL ARTS,15
17K751,CSD 17,ACADEMY FOR HEALTH CAREERS,10.8
17K770,CSD 17,PS 770 NEW AMERICAN ACADEMY,14.9
18K066,CSD 18,PS 66,14.8
18K068,CSD 18,IS 068 ISAAC BILDERSEE,10.5
18K114,CSD 18,PS 114 RYDER ELEMENTARY,12.7
18K115,CSD 18,PS 115 DANIEL MUCATEL SCHOOL,16
18K135,CSD 18,PS 135 SHELDON A BROOKNER,15.8
18K208,CSD 18,PS 208 ELSA EBELING,11.1
18K211,CSD 18,IS 211 JOHN WILSON,12.9
18K219,CSD 18,PS 219 KENNEDY-KING,14.9
18K233,CSD 18,PS 233 LANGSTON HUGHES,12.1
18K235,CSD 18,PS 235 LENOX SCHOOL,17.6
18K244,CSD 18,PS 244 RICHARD R GREEN,8.8
18K268,CSD 18,PS 268 EMMA LAZARUS,11
18K272,CSD 18,PS 272 CURTIS ESTABROOK,10.5
18K276,CSD 18,PS 276 LOUIS MARSHALL,13.6
18K279,CSD 18,PS 279 HERMAN SCHREIBER,14.8
18K285,CSD 18,IS 285 MEYER LEVIN,14.2
18K366,CSD 18,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,12.3
18K563,CSD 18,IT TAKES A VILLAGE ACADEMY,13
18K566,CSD 18,BROOKLYN GENERATION SCHOOL,9.9
18K567,CSD 18,BROOKLYN THEATRE ARTS HIGH SCHOOL,19.4
18K569,CSD 18,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,11.4
18K576,CSD 18,VICTORY COLLEGIATE HIGH SCHOOL,11.4
18K578,CSD 18,BROOKLYN BRIDGE ACADEMY,13.6
18K581,CSD 18,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,17.2
18K588,CSD 18,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,9.3
18K617,CSD 18,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,10.6
18K629,CSD 18,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,12
18K633,CSD 18,HIGH SCHOOL FOR MEDICAL PROFESSIONS,17.1
18K635,CSD 18,OLYMPUS ACADEMY,13.5
18K637,CSD 18,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,13
18K642,CSD 18,URBAN ACTION ACADEMY,15.3
18K673,CSD 18,EAST BROOKLYN COMMUNITY HIGH SCHOOL,9.3
18K763,CSD 18,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,13.3
19K007,CSD 19,PS 007 ABRAHAM LINCOLN,13.8
19K013,CSD 19,PS 013 ROBERTO CLEMENTE,11.7
19K065,CSD 19,PS 065,16.9
19K089,CSD 19,PS 089 CYPRESS HILLS,10.7
19K108,CSD 19,PS 108 SAL ABBRACCIAMENTO,13.5
19K149,CSD 19,PS 149 DANNY KAYE,15.4
19K158,CSD 19,PS 158 WARWICK,14.8
19K159,CSD 19,PS 159 ISAAC PITKIN,15.8
19K171,CSD 19,IS 171 ABRAHAM LINCOLN,12.6
19K190,CSD 19,PS 190 SHEFFIELD,11.9
19K202,CSD 19,PS 202 ERNEST S JENKYNS,12.7
19K213,CSD 19,PS 213 NEW LOTS,14.3
19K214,CSD 19,PS 214 MICHAEL FRIEDSAM,14.3
19K218,CSD 19,JHS 218 JAMES P SINNOTT,11.7
19K224,CSD 19,PS 224 HALE A WOODRUFF,12.2
19K273,CSD 19,PS 273 WORTMAN,13.8
19K290,CSD 19,PS 290 JUAN MOREL CAMPOS,10.9
19K292,CSD 19,JHS 292 MARGARET S DOUGLAS,13.2
19K306,CSD 19,PS 306 ETHAN ALLEN,10.6
19K325,CSD 19,THE FRESH CREEK SCHOOL,12.1
19K328,CSD 19,PS 328 PHYLLIS WHEATLEY,10.2
19K345,CSD 19,PS 345 PATROLMAN ROBERT BOLDEN,14.5
19K346,CSD 19,PS 346 ABE STARK,11.3
19K364,CSD 19,IS 364 GATEWAY,13.3
19K404,CSD 19,ACADEMY FOR YOUNG WRITERS,12.1
19K409,CSD 19,EAST NEW YORK FAMILY ACADEMY,12.6
19K422,CSD 19,SPRING CREEK COMMUNITY SCHOOL,10.7
19K452,CSD 19,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,13.3
19K502,CSD 19,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,12.7
19K504,CSD 19,HIGH SCHOOL FOR CIVIL RIGHTS,16.2
19K507,CSD 19,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,14.2
19K510,CSD 19,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,12.5
19K557,CSD 19,BROOKLYN GARDENS ELEMENTARY SCHOOL,10.4
19K583,CSD 19,MULTICULTURAL HIGH SCHOOL,12.2
19K615,CSD 19,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,13.5
19K618,CSD 19,ACADEMY OF INNOVATIVE TECHNOLOGY,12.4
19K639,CSD 19,BROOKLYN LAB SCHOOL,13.8
19K654,CSD 19,VAN SICLEN COMMUNITY MIDDLE SCHOOL,14.6
19K659,CSD 19,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,14.2
19K660,CSD 19,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11.3
19K661,CSD 19,VISTA ACADEMY,17
19K662,CSD 19,LIBERTY AVENUE MIDDLE SCHOOL,11.5
19K663,CSD 19,SCHOOL OF THE FUTURE BROOKLYN,9.8
19K677,CSD 19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,13.3
19K678,CSD 19,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,12.7
19K683,CSD 19,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PEFORMERS",14.1
19K760,CSD 19,HIGHLAND PARK COMMUNITY SCHOOL,15.8
19K764,CSD 19,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,14.2
19K907,CSD 19,MS 907,11.1
20K030,CSD 20,PS/IS 30 MARY WHITE OVINGTON,12.8
20K048,CSD 20,PS 048 MAPLETON,14.3
20K062,CSD 20,JHS 062 DITMAS,15.6
20K069,CSD 20,PS 69 VINCENT D GRIPPO SCHOOL,14.6
20K102,CSD 20,PS 102 THE BAYVIEW,15
20K104,CSD 20,PS/IS 104 THE FORT HAMILTON SCHOOL,18.3
20K105,CSD 20,PS 105 THE BLYTHEBOURNE,15.6
20K112,CSD 20,PS 112 LEFFERTS PARK,13.1
20K127,CSD 20,PS 127 MCKINLEY PARK,12.6
20K160,CSD 20,PS 160 WILLIAM T SAMPSON,13.3
20K163,CSD 20,PS 163 BATH BEACH,13.8
20K164,CSD 20,PS 164 CAESAR RODNEY,14
20K170,CSD 20,RALPH A FABRIZIO SCHOOL,14.3
20K176,CSD 20,PS 176 OVINGTON,14.4
20K179,CSD 20,PS 179 KENSINGTON,12.6
20K180,CSD 20,THE SEEALL ACADEMY,12.8
20K185,CSD 20,PS 185 WALTER KASSENBROCK,15.9
20K186,CSD 20,PS 186 DR IRVING A GLADSTONE,14.7
20K187,CSD 20,THE CHRISTA MCAULIFFE SCHOOL\IS 187,17.9
20K192,CSD 20,PS 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,12.9
20K200,CSD 20,PS 200 BENSON SCHOOL,16.5
20K201,CSD 20,JHS 201 THE DYKER HEIGHTS,18.5
20K204,CSD 20,PS 204 VINCE LOMBARDI,16.1
20K205,CSD 20,PS 205 CLARION,14.7
20K220,CSD 20,JHS 220 JOHN J PERSHING,13.5
20K223,CSD 20,JHS 223 THE MONTAUK,13.9
20K227,CSD 20,JHS 227 EDWARD B SHALLOW,15.8
20K229,CSD 20,PS 229 DYKER,17.8
20K247,CSD 20,PS 247 BROOKLYN,13.4
20K259,CSD 20,JHS 259 WILLIAM MCKINLEY,16.7
20K264,CSD 20,PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,12.4
20K310,CSD 20,THE SCHOOL FOR FUTURE LEADERS,13
20K445,CSD 20,NEW UTRECHT HIGH SCHOOL,17
20K485,CSD 20,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,14.7
20K490,CSD 20,FORT HAMILTON HIGH SCHOOL,19.8
20K503,CSD 20,PS 503: THE SCHOOL OF DISCOVERY,10.2
20K505,CSD 20,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,16
20K506,CSD 20,PS 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,12.4
20K609,CSD 20,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,12.1
20K682,CSD 20,THE ACADEMY OF TALENTED SCHOLARS,7.3
20K686,CSD 20,BROOKLYN SCHOOL OF INQUIRY,18.7
20K748,CSD 20,PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,13.7
20K971,CSD 20,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",10.2
21K090,CSD 21,PS 90 EDNA COHEN SCHOOL,10.8
21K095,CSD 21,PS 095 THE GRAVESEND,15.6
21K096,CSD 21,IS 096 SETH LOW,11.2
21K097,CSD 21,PS 97 THE HIGHLAWN,12.8
21K098,CSD 21,IS 98 BAY ACADEMY,23.4
21K099,CSD 21,PS 099 ISAAC ASIMOV,15.7
21K100,CSD 21,PS 100 THE CONEY ISLAND SCHOOL,16.8
21K101,CSD 21,PS 101 THE VERRAZANO,13.5
21K121,CSD 21,PS 121 NELSON A ROCKEFELLER,7.1
21K128,CSD 21,PS 128 BENSONHURST,12.4
21K153,CSD 21,PS 153 HOMECREST,14.1
21K177,CSD 21,PS 177 THE MARLBORO,14.4
21K188,CSD 21,PS 188 MICHAEL E BERDY,12.1
21K199,CSD 21,PS 199 FREDERICK WACHTEL,10.4
21K209,CSD 21,PS 209 MARGARET MEAD,13.7
21K212,CSD 21,PS 212 LADY DEBORAH MOODY,13.3
21K215,CSD 21,PS 215 MORRIS H WEISS,15.3
21K216,CSD 21,PS 216 ARTURO TOSCANINI,15.7
21K225,CSD 21,PS K225 - THE EILEEN E ZAGLIN,14
21K226,CSD 21,PS 226 ALFRED DE BMASON,13.3
21K228,CSD 21,IS 228 DAVID A BOODY,14.5
21K238,CSD 21,PS 238 ANNE SULLIVAN,14.2
21K239,CSD 21,MARK TWAIN IS 239 FOR THE GIFTED & TALENTED,17.7
21K253,CSD 21,PS 253,15.5
21K281,CSD 21,IS 281 JOSEPH B CAVALLARO,17.8
21K288,CSD 21,PS 288 THE SHIRLEY TANYHILL,10.8
21K303,CSD 21,IS 303 HERBERT S EISENBERG,17
21K329,CSD 21,PS 329 SURFSIDE,13.7
21K337,CSD 21,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,12.8
21K344,CSD 21,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,16.1
21K348,CSD 21,HIGH SCHOOL OF SPORTS MANAGEMENT,15.6
21K410,CSD 21,ABRAHAM LINCOLN HIGH SCHOOL,15.7
21K468,CSD 21,KINGSBOROUGH EARLY COLLEGE SCHOOL,16.1
21K525,CSD 21,EDWARD R MURROW HIGH SCHOOL,17.8
21K540,CSD 21,JOHN DEWEY HIGH SCHOOL,15.2
21K559,CSD 21,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,13.5
21K572,CSD 21,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,13.1
21K620,CSD 21,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11.5
21K690,CSD 21,BROOKLYN STUDIO SECONDARY SCHOOL,15.4
21K728,CSD 21,LIBERATION DIPLOMA PLUS,22.9
22K014,CSD 22,JHS 014 SHELL BANK,12.8
22K052,CSD 22,PS 052 SHEEPSHEAD BAY,15.1
22K078,CSD 22,JHS 078 ROY H MANN,15.1
22K109,CSD 22,PS 109,12.5
22K119,CSD 22,PS 119 AMERSFORT,15.4
22K134,CSD 22,PS K134,13.2
22K139,CSD 22,PS 139 ALEXINE A FENTY,15.2
22K152,CSD 22,SCHOOL OF SCIENCE & TECHNOLOGY,13.7
22K193,CSD 22,PS 193 GIL HODGES,13.4
22K194,CSD 22,PS 194 RAOUL WALLENBERG,12.5
22K195,CSD 22,PS 195 MANHATTAN BEACH,18.6
22K197,CSD 22,PS 197 - THE KINGS HIGHWAY ACADEMY,14.8
22K198,CSD 22,PS 198 BROOKLYN,12
22K203,CSD 22,PS 203 FLOYD BENNETT SCHOOL,14
22K206,CSD 22,PS 206 JOSEPH F LAMB,16
22K207,CSD 22,PS 207 ELIZABETH G LEARY,14.7
22K217,CSD 22,PS 217 COLONEL DAVID MARCUS SCHOOL,14.4
22K222,CSD 22,PS 222 KATHERINE R SNYDER,12.2
22K234,CSD 22,JHS 234 ARTHUR W CUNNINGHAM,15.2
22K236,CSD 22,PS 236 MILL BASIN,16.2
22K240,CSD 22,ANDRIES HUDDE,14
22K245,CSD 22,PS 245,12.3
22K251,CSD 22,PS 251 PAERDEGAT,14.4
22K254,CSD 22,PS 254 DAG HAMMARSKJOLD,17.2
22K255,CSD 22,PS 255 BARBARA REING SCHOOL,12.7
22K277,CSD 22,PS 277 GERRITSEN BEACH,13.4
22K278,CSD 22,JHS 278 MARINE PARK,12.8
22K312,CSD 22,PS 312 BERGEN BEACH,16.5
22K315,CSD 22,PS K315,14.1
22K326,CSD 22,PS 326,11.2
22K361,CSD 22,PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,14.2
22K381,CSD 22,I S 381,12.8
22K405,CSD 22,MIDWOOD HIGH SCHOOL,20.2
22K425,CSD 22,JAMES MADISON HIGH SCHOOL,17.9
22K535,CSD 22,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,18.6
22K555,CSD 22,BROOKLYN COLLEGE ACADEMY,19.9
22K611,CSD 22,ORIGINS HIGH SCHOOL,11.7
22K630,CSD 22,PROFESSIONAL PATHWAYS HIGH SCHOOL,12.1
22K889,CSD 22,PS 889,15
22K890,CSD 22,MS 890,12.4
23K041,CSD 23,PS 041 FRANCIS WHITE,12.2
23K137,CSD 23,PS/IS 137 RACHEL JEAN MITCHELL,10.5
23K150,CSD 23,PS 150 CHRISTOPHER,10.6
23K155,CSD 23,PS/ IS 155 NICHOLAS HERKIMER,14
23K156,CSD 23,PS 156 WAVERLY,12.2
23K165,CSD 23,PS 165 IDA POSNER,10.1
23K178,CSD 23,PS 178 SAINT CLAIR MCKELWAY,13.2
23K184,CSD 23,PS 184 NEWPORT,12.9
23K284,CSD 23,PS 284 LEW WALLACE,10.7
23K298,CSD 23,PS 298 DR BETTY SHABAZZ,13.6
23K323,CSD 23,PS/IS 323,18.9
23K327,CSD 23,PS 327 DR ROSE B ENGLISH,10
23K363,CSD 23,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,12.1
23K392,CSD 23,IS 392,14.9
23K401,CSD 23,CHRISTOPHER AVENUE COMMUNITY SCHOOL,12.1
23K446,CSD 23,RIVERDALE AVENUE COMMUNITY SCHOOL,11.8
23K493,CSD 23,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,10.5
23K514,CSD 23,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,12.8
23K518,CSD 23,KAPPA V,12.3
23K522,CSD 23,MOTT HALL IV,16
23K599,CSD 23,BROOKLYN LANDMARK ELEMENTARY SCHOOL,15.1
23K643,CSD 23,BROOKLYN DEMOCRACY ACADEMY,15.6
23K644,CSD 23,EAGLE ACADEMY FOR YOUNG MEN II,15.6
23K647,CSD 23,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,9.9
23K664,CSD 23,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),7.9
23K668,CSD 23,RIVERDALE AVENUE MIDDLE SCHOOL,10.7
23K671,CSD 23,MOTT HALL BRIDGES ACADEMY,11.1
23K697,CSD 23,TEACHERS PREPARATORY HIGH SCHOOL,10.4
24Q005,CSD 24,IS 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,14.6
24Q007,CSD 24,PS 007 LOUIS F SIMEONE,14.9
24Q012,CSD 24,PS 012 JAMES B COLGATE,15.2
24Q013,CSD 24,PS 013 CLEMENT C MOORE,17
24Q014,CSD 24,PS 014 FAIRVIEW,15.6
24Q016,CSD 24,PS Q016 THE NANCY DEBENEDITTIS SCHOOL,14.6
24Q019,CSD 24,PS 019 MARINO JEANTET,14.4
24Q028,CSD 24,PS 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CENTER,14.1
24Q049,CSD 24,PS 049 DOROTHY BONAWIT KOLE,17.3
24Q058,CSD 24,PS 58 - THE SCHOOL OF HEROES,16.1
24Q061,CSD 24,IS 061 LEONARDO DA VINCI,14.5
24Q068,CSD 24,PS 068 CAMBRIDGE,14.8
24Q071,CSD 24,PS 071 FOREST,13
24Q073,CSD 24,IS 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,14.5
24Q077,CSD 24,IS 077,10.9
24Q081,CSD 24,PS 81Q JEAN PAUL RICHTER,13.4
24Q087,CSD 24,PS / IS 087 MIDDLE VILLAGE,12.6
24Q088,CSD 24,PS 088 SENECA,15.6
24Q089,CSD 24,PS 089 ELMHURST,13.7
24Q091,CSD 24,PS 091 RICHARD ARKWRIGHT,13.7
24Q093,CSD 24,IS 093 RIDGEWOOD,14.4
24Q102,CSD 24,PS 102 BAYVIEW,13.8
24Q110,CSD 24,PS 110,13.5
24Q113,CSD 24,PS/IS 113 ANTHONY J PRANZO,17
24Q119,CSD 24,IS 119 THE GLENDALE,17
24Q125,CSD 24,IS 125 THOM J MCCANN WOODSIDE,15.8
24Q128,CSD 24,"PS 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",16.1
24Q143,CSD 24,PS 143 LOUIS ARMSTRONG,12.9
24Q153,CSD 24,PS 153 MASPETH ELEM,16.6
24Q199,CSD 24,PS 199 MAURICE A FITZGERALD,14.9
24Q211,CSD 24,ELM TREE ELEMENTARY SCHOOL,12.3
24Q229,CSD 24,PS 229 EMANUEL KAPLAN,16.7
24Q236,CSD 24,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,12
24Q239,CSD 24,PS 239,13.5
24Q264,CSD 24,ACADEMY OF FINANCE AND ENTERPRISE,19.3
24Q267,CSD 24,HIGH SCHOOL OF APPLIED COMMUNICATION,14.7
24Q290,CSD 24,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,17.4
24Q293,CSD 24,CIVIC LEADERSHIP ACADEMY,16.1
24Q296,CSD 24,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,11
24Q299,CSD 24,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,16.5
24Q305,CSD 24,LEARNERS AND LEADERS,13
24Q307,CSD 24,PIONEER ACADEMY,12.3
24Q311,CSD 24,CORONA ARTS AND SCIENCES ACADEMY,12.7
24Q330,CSD 24,PS 330,13
24Q343,CSD 24,THE CHILDREN'S LAB SCHOOL,14.1
24Q455,CSD 24,NEWTOWN HIGH SCHOOL,15.6
24Q485,CSD 24,GROVER CLEVELAND HIGH SCHOOL,15.6
24Q520,CSD 24,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,20.3
24Q530,CSD 24,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,16.9
24Q550,CSD 24,HIGH SCHOOL FOR ARTS AND BUSINESS,15.5
24Q560,CSD 24,"ROBERT F WAGNER, JR SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",16.1
24Q585,CSD 24,MASPETH HIGH SCHOOL,18.2
24Q600,CSD 24,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,14.5
24Q610,CSD 24,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,15.9
24Q744,CSD 24,VOYAGES PREPARATORY,14.5
25Q020,CSD 25,PS 020 JOHN BOWNE,15.8
25Q021,CSD 25,PS 021 EDWARD HART,15.6
25Q022,CSD 25,PS 022 THOMAS JEFFERSON,14.4
25Q024,CSD 25,PS 024 ANDREW JACKSON,15.4
25Q025,CSD 25,IS 025 ADRIEN BLOCK,19.8
25Q029,CSD 25,PS 029 QUEENS,14.4
25Q032,CSD 25,PS 032 STATE STREET,16.2
25Q079,CSD 25,PS 079 FRANCIS LEWIS,18.1
25Q107,CSD 25,PS 107 THOMAS A DOOLEY,14.1
25Q120,CSD 25,PS 120 QUEENS,15.7
25Q129,CSD 25,PS 129 PATRICIA LARKIN,14.6
25Q130,CSD 25,PS 130,13.8
25Q154,CSD 25,PS 154 QUEENS,15.1
25Q163,CSD 25,PS 163 FLUSHING HEIGHTS,16
25Q164,CSD 25,PS 164 QUEENS VALLEY,13.1
25Q165,CSD 25,PS 165 EDITH K BERGTRAUM,8.5
25Q169,CSD 25,PS 169 BAY TERRACE,14.1
25Q184,CSD 25,PS 184 FLUSHING MANOR,16.3
25Q185,CSD 25,JHS 185 EDWARD BLEEKER,15.8
25Q189,CSD 25,JHS 189 DANIEL CARTER BEARD,15.4
25Q193,CSD 25,PS 193 ALFRED J KENNEDY,15.6
25Q194,CSD 25,JHS 194 WILLIAM CARR,16.1
25Q200,CSD 25,PS/MS 200 - THE POMONOK SCHOOL & STAR ACADEMY,12.5
25Q201,CSD 25,PS 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,11.9
25Q209,CSD 25,PS 209 CLEARVIEW GARDENS,15.4
25Q214,CSD 25,PS 214 CADWALLADER COLDEN,13.8
25Q219,CSD 25,PS 219 PAUL KLAPPER,8.8
25Q237,CSD 25,IS 237,17
25Q240,CSD 25,VERITAS ACADEMY,14.5
25Q241,CSD 25,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,14.5
25Q242,CSD 25,PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL,12.3
25Q244,CSD 25,THE ACTIVE LEARNING ELEMENTARY SCHOOL,16.5
25Q250,CSD 25,IS 250 THE ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL,13.4
25Q252,CSD 25,"QUEENS SCHOOL OF INQUIRY, THE",12.1
25Q263,CSD 25,FLUSHING INTERNATIONAL HIGH SCHOOL,14
