DBN,School Name,School Pupil-Teacher Ratio
19K760,HIGHLAND PARK COMMUNITY SCHOOL,15.8
19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,14.2
19K907,MS 907,11.1
20K030,PS/IS 30 MARY WHITE OVINGTON,12.8
20K048,PS 048 MAPLETON,14.3
20K062,JHS 062 DITMAS,15.6
20K069,PS 69 VINCENT D GRIPPO SCHOOL,14.6
20K102,PS 102 THE BAYVIEW,15
20K104,PS/IS 104 THE FORT HAMILTON SCHOOL,18.3
20K105,PS 105 THE BLYTHEBOURNE,15.6
20K112,PS 112 LEFFERTS PARK,13.1
20K127,PS 127 MCKINLEY PARK,12.6
20K160,PS 160 WILLIAM T SAMPSON,13.3
20K163,PS 163 BATH BEACH,13.8
20K164,PS 164 CAESAR RODNEY,14
20K170,RALPH A FABRIZIO SCHOOL,14.3
20K176,PS 176 OVINGTON,14.4
20K179,PS 179 KENSINGTON,12.6
20K180,THE SEEALL ACADEMY,12.8
20K185,PS 185 WALTER KASSENBROCK,15.9
20K186,PS 186 DR IRVING A GLADSTONE,14.7
20K187,THE CHRISTA MCAULIFFE SCHOOL\IS 187,17.9
20K192,PS 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,12.9
20K200,PS 200 BENSON SCHOOL,16.5
20K201,JHS 201 THE DYKER HEIGHTS,18.5
20K204,PS 204 VINCE LOMBARDI,16.1
20K205,PS 205 CLARION,14.7
20K220,JHS 220 JOHN J PERSHING,13.5
20K223,JHS 223 THE MONTAUK,13.9
20K227,JHS 227 EDWARD B SHALLOW,15.8
20K229,PS 229 DYKER,17.8
20K247,PS 247 BROOKLYN,13.4
20K259,JHS 259 WILLIAM MCKINLEY,16.7
20K264,PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,12.4
20K310,THE SCHOOL FOR FUTURE LEADERS,13
20K445,NEW UTRECHT HIGH SCHOOL,17
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,14.7
20K490,FORT HAMILTON HIGH SCHOOL,19.8
20K503,PS 503: THE SCHOOL OF DISCOVERY,10.2
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,16
20K506,PS 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,12.4
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,12.1
20K682,THE ACADEMY OF TALENTED SCHOLARS,7.3
20K686,BROOKLYN SCHOOL OF INQUIRY,18.7
20K748,PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,13.7
20K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",10.2
21K090,PS 90 EDNA COHEN SCHOOL,10.8
21K095,PS 095 THE GRAVESEND,15.6
21K096,IS 096 SETH LOW,11.2
21K097,PS 97 THE HIGHLAWN,12.8
21K098,IS 98 BAY ACADEMY,23.4
21K099,PS 099 ISAAC ASIMOV,15.7
21K100,PS 100 THE CONEY ISLAND SCHOOL,16.8
21K101,PS 101 THE VERRAZANO,13.5
21K121,PS 121 NELSON A ROCKEFELLER,7.1
21K128,PS 128 BENSONHURST,12.4
21K153,PS 153 HOMECREST,14.1
21K177,PS 177 THE MARLBORO,14.4
21K188,PS 188 MICHAEL E BERDY,12.1
21K199,PS 199 FREDERICK WACHTEL,10.4
21K209,PS 209 MARGARET MEAD,13.7
21K212,PS 212 LADY DEBORAH MOODY,13.3
21K215,PS 215 MORRIS H WEISS,15.3
21K216,PS 216 ARTURO TOSCANINI,15.7
21K225,PS K225 - THE EILEEN E ZAGLIN,14
21K226,PS 226 ALFRED DE BMASON,13.3
21K228,IS 228 DAVID A BOODY,14.5
21K238,PS 238 ANNE SULLIVAN,14.2
21K239,MARK TWAIN IS 239 FOR THE GIFTED & TALENTED,17.7
21K253,PS 253,15.5
21K281,IS 281 JOSEPH B CAVALLARO,17.8
21K288,PS 288 THE SHIRLEY TANYHILL,10.8
21K303,IS 303 HERBERT S EISENBERG,17
21K329,PS 329 SURFSIDE,13.7
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,12.8
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,16.1
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,15.6
21K410,ABRAHAM LINCOLN HIGH SCHOOL,15.7
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,16.1
21K525,EDWARD R MURROW HIGH SCHOOL,17.8
21K540,JOHN DEWEY HIGH SCHOOL,15.2
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,13.5
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,13.1
21K620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11.5
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,15.4
21K728,LIBERATION DIPLOMA PLUS,22.9
22K014,JHS 014 SHELL BANK,12.8
22K052,PS 052 SHEEPSHEAD BAY,15.1
22K078,JHS 078 ROY H MANN,15.1
22K109,PS 109,12.5
22K119,PS 119 AMERSFORT,15.4
22K134,PS K134,13.2
22K139,PS 139 ALEXINE A FENTY,15.2
22K152,SCHOOL OF SCIENCE & TECHNOLOGY,13.7
22K193,PS 193 GIL HODGES,13.4
22K194,PS 194 RAOUL WALLENBERG,12.5
22K195,PS 195 MANHATTAN BEACH,18.6
22K197,PS 197 - THE KINGS HIGHWAY ACADEMY,14.8
22K198,PS 198 BROOKLYN,12
22K203,PS 203 FLOYD BENNETT SCHOOL,14
22K206,PS 206 JOSEPH F LAMB,16
22K207,PS 207 ELIZABETH G LEARY,14.7
22K217,PS 217 COLONEL DAVID MARCUS SCHOOL,14.4
22K222,PS 222 KATHERINE R SNYDER,12.2
22K234,JHS 234 ARTHUR W CUNNINGHAM,15.2
22K236,PS 236 MILL BASIN,16.2
22K240,ANDRIES HUDDE,14
22K245,PS 245,12.3
22K251,PS 251 PAERDEGAT,14.4
22K254,PS 254 DAG HAMMARSKJOLD,17.2
22K255,PS 255 BARBARA REING SCHOOL,12.7
22K277,PS 277 GERRITSEN BEACH,13.4
22K278,JHS 278 MARINE PARK,12.8
22K312,PS 312 BERGEN BEACH,16.5
22K315,PS K315,14.1
22K326,PS 326,11.2
22K361,PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,14.2
22K381,I S 381,12.8
22K405,MIDWOOD HIGH SCHOOL,20.2
22K425,JAMES MADISON HIGH SCHOOL,17.9
22K535,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,18.6
22K555,BROOKLYN COLLEGE ACADEMY,19.9
22K611,ORIGINS HIGH SCHOOL,11.7
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,12.1
22K889,PS 889,15
22K890,MS 890,12.4
23K041,PS 041 FRANCIS WHITE,12.2
23K137,PS/IS 137 RACHEL JEAN MITCHELL,10.5
23K150,PS 150 CHRISTOPHER,10.6
23K155,PS/ IS 155 NICHOLAS HERKIMER,14
23K156,PS 156 WAVERLY,12.2
23K165,PS 165 IDA POSNER,10.1
23K178,PS 178 SAINT CLAIR MCKELWAY,13.2
23K184,PS 184 NEWPORT,12.9
23K284,PS 284 LEW WALLACE,10.7
23K298,PS 298 DR BETTY SHABAZZ,13.6
23K323,PS/IS 323,18.9
23K327,PS 327 DR ROSE B ENGLISH,10
23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,12.1
23K392,IS 392,14.9
23K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,12.1
23K446,RIVERDALE AVENUE COMMUNITY SCHOOL,11.8
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,10.5
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,12.8
23K518,KAPPA V,12.3
23K522,MOTT HALL IV,16
23K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,15.1
23K643,BROOKLYN DEMOCRACY ACADEMY,15.6
23K644,EAGLE ACADEMY FOR YOUNG MEN II,15.6
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,9.9
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),7.9
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,10.7
23K671,MOTT HALL BRIDGES ACADEMY,11.1
23K697,TEACHERS PREPARATORY HIGH SCHOOL,10.4
24Q005,IS 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,14.6
24Q007,PS 007 LOUIS F SIMEONE,14.9
24Q012,PS 012 JAMES B COLGATE,15.2
24Q013,PS 013 CLEMENT C MOORE,17
24Q014,PS 014 FAIRVIEW,15.6
24Q016,PS Q016 THE NANCY DEBENEDITTIS SCHOOL,14.6
24Q019,PS 019 MARINO JEANTET,14.4
24Q028,PS 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CENTER,14.1
24Q049,PS 049 DOROTHY BONAWIT KOLE,17.3
24Q058,PS 58 - THE SCHOOL OF HEROES,16.1
24Q061,IS 061 LEONARDO DA VINCI,14.5
24Q068,PS 068 CAMBRIDGE,14.8
24Q071,PS 071 FOREST,13
24Q073,IS 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,14.5
24Q077,IS 077,10.9
24Q081,PS 81Q JEAN PAUL RICHTER,13.4
24Q087,PS / IS 087 MIDDLE VILLAGE,12.6
24Q088,PS 088 SENECA,15.6
24Q089,PS 089 ELMHURST,13.7
24Q091,PS 091 RICHARD ARKWRIGHT,13.7
24Q093,IS 093 RIDGEWOOD,14.4
24Q102,PS 102 BAYVIEW,13.8
24Q110,PS 110,13.5
24Q113,PS/IS 113 ANTHONY J PRANZO,17
24Q119,IS 119 THE GLENDALE,17
24Q125,IS 125 THOM J MCCANN WOODSIDE,15.8
24Q128,"PS 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",16.1
24Q143,PS 143 LOUIS ARMSTRONG,12.9
24Q153,PS 153 MASPETH ELEM,16.6
24Q199,PS 199 MAURICE A FITZGERALD,14.9
24Q211,ELM TREE ELEMENTARY SCHOOL,12.3
24Q229,PS 229 EMANUEL KAPLAN,16.7
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,12
24Q239,PS 239,13.5
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,19.3
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,14.7
24Q290,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,17.4
24Q293,CIVIC LEADERSHIP ACADEMY,16.1
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,11
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,16.5
24Q305,LEARNERS AND LEADERS,13
24Q307,PIONEER ACADEMY,12.3
24Q311,CORONA ARTS AND SCIENCES ACADEMY,12.7
24Q330,PS 330,13
24Q343,THE CHILDREN'S LAB SCHOOL,14.1
24Q455,NEWTOWN HIGH SCHOOL,15.6
24Q485,GROVER CLEVELAND HIGH SCHOOL,15.6
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,20.3
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,16.9
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,15.5
24Q560,"ROBERT F WAGNER, JR SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",16.1
24Q585,MASPETH HIGH SCHOOL,18.2
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,14.5
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,15.9
24Q744,VOYAGES PREPARATORY,14.5
25Q020,PS 020 JOHN BOWNE,15.8
25Q021,PS 021 EDWARD HART,15.6
25Q022,PS 022 THOMAS JEFFERSON,14.4
25Q024,PS 024 ANDREW JACKSON,15.4
25Q025,IS 025 ADRIEN BLOCK,19.8
25Q029,PS 029 QUEENS,14.4
25Q032,PS 032 STATE STREET,16.2
25Q079,PS 079 FRANCIS LEWIS,18.1
25Q107,PS 107 THOMAS A DOOLEY,14.1
25Q120,PS 120 QUEENS,15.7
25Q129,PS 129 PATRICIA LARKIN,14.6
25Q130,PS 130,13.8
25Q154,PS 154 QUEENS,15.1
25Q163,PS 163 FLUSHING HEIGHTS,16
25Q164,PS 164 QUEENS VALLEY,13.1
25Q165,PS 165 EDITH K BERGTRAUM,8.5
25Q169,PS 169 BAY TERRACE,14.1
25Q184,PS 184 FLUSHING MANOR,16.3
25Q185,JHS 185 EDWARD BLEEKER,15.8
25Q189,JHS 189 DANIEL CARTER BEARD,15.4
25Q193,PS 193 ALFRED J KENNEDY,15.6
25Q194,JHS 194 WILLIAM CARR,16.1
25Q200,PS/MS 200 - THE POMONOK SCHOOL & STAR ACADEMY,12.5
25Q201,PS 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,11.9
25Q209,PS 209 CLEARVIEW GARDENS,15.4
25Q214,PS 214 CADWALLADER COLDEN,13.8
25Q219,PS 219 PAUL KLAPPER,8.8
25Q237,IS 237,17
25Q240,VERITAS ACADEMY,14.5
25Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,14.5
25Q242,PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL,12.3
25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,16.5
25Q250,IS 250 THE ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL,13.4
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",12.1
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,14
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,10.8
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,14.9
25Q294,BELL ACADEMY,14.8
25Q379,COLLEGE POINT COLLABORATIVE,13.7
25Q425,JOHN BOWNE HIGH SCHOOL,17.4
25Q460,FLUSHING HIGH SCHOOL,13.6
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",19
25Q525,TOWNSEND HARRIS HIGH SCHOOL,20
25Q540,QUEENS ACADEMY HIGH SCHOOL,15.4
25Q670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,16.4
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,13.8
26Q018,PS 018 WINCHESTER,16.3
26Q026,PS 026 RUFUS KING,16.2
26Q031,PS 031 BAYSIDE,14.3
26Q041,PS 041 CROCHERON,15
26Q046,PS 046 ALLEY POND,10.9
26Q067,JHS 067 LOUIS PASTEUR,17.9
26Q074,JHS 074 NATHANIEL HAWTHORNE,16.7
26Q094,PS 094 DAVID D PORTER,12.7
26Q098,PS 098 THE DOUGLASTON SCHOOL,12.4
26Q115,PS 115 GLEN OAKS,18.3
26Q133,PS 133 QUEENS,15.4
26Q158,MS 158 MARIE CURIE,18.1
26Q159,PS 159,15.6
26Q162,PS 162 JOHN GOLDEN,16.8
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,16.2
26Q173,PS 173 FRESH MEADOWS,17.2
26Q178,PS/ IS 178 HOLLISWOOD,15.1
26Q186,PS 186 CASTLEWOOD,6.8
26Q188,PS 188 KINGSBURY,18
26Q191,PS 191 MAYFLOWER,17.3
26Q203,PS 203 OAKLAND GARDENS,17.4
26Q205,PS 205 ALEXANDER GRAHAM BELL,13.9
26Q213,PS 213 THE CARL ULLMAN SCHOOL,15.5
26Q216,JHS 216 GEORGE J RYAN,18.3
26Q221,PS 221 THE NORTH HILLS SCHOOL,17.1
26Q266,PS / IS 266,14.2
26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,16
26Q376,PS 376,12.7
26Q415,BENJAMIN N CARDOZO HIGH SCHOOL,19.8
26Q430,FRANCIS LEWIS HIGH SCHOOL,17.4
26Q435,MARTIN VAN BUREN HIGH SCHOOL,15
26Q495,BAYSIDE HIGH SCHOOL,17.4
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",16.8
27Q042,PS/MS 042 R VERNAM,10.9
27Q043,PS 043,14
27Q045,PS 045 CLARENCE WITHERSPOON,12
27Q047,PS 047 CHRIS GALAS,10.2
27Q051,PS 051,13.9
27Q053,MS 053 BRIAN PICCOLO,8.3
27Q056,PS 056 HARRY EICHLER,15.8
27Q060,PS 060 WOODHAVEN,15.5
27Q062,P S 62 - CHESTER PARK SCHOOL,15.1
27Q063,PS 063 OLD SOUTH,16.3
27Q064,PS 064 JOSEPH P ADDABBO,15.4
27Q065,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,13
27Q066,PS 066 JACQUELINE KENNEDY ONASSIS,13.2
27Q090,PS 090 HORACE MANN,15.4
27Q096,PS 096,14.5
27Q097,PS 097 FOREST PARK,14.6
27Q100,PS 100 GLEN MORRIS,16
27Q104,PS 104 THE BAYS WATER,14.6
27Q105,PS 105 THE BAY SCHOOL,12.4
27Q106,PS 106,10.3
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,16.2
27Q114,PS / MS 114 BELLE HARBOR,14.6
27Q123,PS 123,15.1
27Q124,PS 124 OSMOND A CHURCH,16.5
27Q137,MS 137 AMERICA'S SCHOOL OF HEROES,16.4
27Q146,PS 146 HOWARD BEACH,15.2
27Q155,PS 155,18.2
27Q183,PS 183 DR RICHARD R GREEN,9.3
27Q197,PS 197 THE OCEAN SCHOOL,12.3
27Q202,JHS 202 ROBERT H GODDARD,16.4
27Q207,PS 207 ROCKWOOD PARK,11.8
27Q210,JHS 210 ELIZABETH BLACKWELL,14.9
27Q223,PS 223 LYNDON B JOHNSON,14.4
27Q226,JHS 226 VIRGIL I GRISSOM,15.5
27Q232,PS 232 LINDENWOOD,16
27Q253,PS 253,12.9
27Q254,PS 254 - THE ROSA PARKS SCHOOL,15.6
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,13.2
27Q261,VOYAGES PREP - SOUTH QUEENS,14.4
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,13.7
27Q273,PS 273,12.3
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,15.2
27Q297,HAWTREE CREEK MIDDLE SCHOOL,12.1
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",15.1
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,14.3
27Q308,ROBERT H GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,17
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,12.4
27Q314,EPIC HIGH SCHOOL - SOUTH,15.2
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,13
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,12.1
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,11.6
27Q319,VILLAGE ACADEMY,11.3
27Q323,SCHOLARS' ACADEMY,17.9
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,12.6
27Q333,GOLDIE MAPLE ACADEMY,14.3
27Q334,EPIC HIGH SCHOOL - NORTH,15.1
27Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,11.2
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,17.5
27Q377,PS 377,15
27Q400,AUGUST MARTIN HIGH SCHOOL,10
27Q475,RICHMOND HILL HIGH SCHOOL,12.5
27Q480,JOHN ADAMS HIGH SCHOOL,13.4
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",16.3
28Q008,JHS 008 RICHARD S GROSSLEY,14.3
28Q040,PS 040 SAMUEL HUNTINGTON,13.5
28Q048,PS 048 WILLIAM WORDSWORTH,13.5
28Q050,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,15.3
28Q054,PS 054 HILLSIDE,13.6
28Q055,PS 055 MAURE,12.4
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,11.4
28Q080,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,13.5
28Q082,PS 082 HAMMOND,14.2
28Q086,PS Q086,14.9
28Q099,PS 099 KEW GARDENS,14.6
28Q101,PS 101 SCHOOL IN THE GARDENS,15.9
28Q117,PS 117 J KELD / BRIARWOOD SCHOOL,16.9
28Q121,PS 121 QUEENS,15.9
28Q139,PS 139 REGO PARK,16.6
28Q140,PS 140 EDWARD K ELLINGTON,14.4
28Q144,PS 144 COL JEROMUS REMSEN,18
28Q157,JHS 157 STEPHEN A HALSEY,19.6
28Q160,PS 160 WALTER FRANCIS BISHOP,15.8
28Q161,PS 161 ARTHUR ASHE SCHOOL,13.6
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,12.3
28Q174,PS 174 WILLIAM SIDNEY MOUNT,16
28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,17.5
28Q182,PS 182 SAMANTHA SMITH,14.5
28Q190,JHS 190 RUSSELL SAGE,19
28Q196,PS 196 GRAND CENTRAL PARKWAY,17.6
28Q206,PS 206 THE HORACE HARDING SCHOOL,15.1
28Q217,JHS 217 ROBERT A VAN WYCK,17.9
28Q220,PS 220 EDWARD MANDEL,16.2
28Q284,YORK EARLY COLLEGE ACADEMY,21.5
28Q287,THE EMERSON SCHOOL,13.3
28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,15.1
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,14.2
28Q312,JAMAICA CHILDREN'S SCHOOL,11
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,15.3
28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,15
28Q332,REDWOOD MIDDLE SCHOOL,13
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,16.5
28Q349,PS 349,14.3
28Q350,JAMAICA GATEWAY TO THE SCIENCES,16.3
28Q354,PS 354,13.5
28Q358,MS 358,11.5
28Q440,FOREST HILLS HIGH SCHOOL,18.5
28Q505,HILLCREST HIGH SCHOOL,18.4
28Q620,THOMAS A EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,17.8
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,17.4
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,15.7
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,18.7
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,15.5
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",15.8
29Q015,PS 015 JACKIE ROBINSON,17.2
29Q033,PS 033 EDWARD M FUNK,17
29Q034,PS 034 JOHN HARVARD,17
29Q035,PS 035 NATHANIEL WOODHULL,15.5
29Q036,PS 036 SAINT ALBANS SCHOOL,14.5
29Q037,CYNTHIA JENKINS SCHOOL,14.4
29Q038,PS 038 ROSEDALE,13.5
29Q052,PS 052 QUEENS,13.6
29Q059,IS 059 SPRINGFIELD GARDENS,15.3
29Q095,PS 095 EASTWOOD,16.4
29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,15.7
29Q116,PS/IS 116 WILLIAM C HUGHLEY,13.9
29Q118,PS 118 LORRAINE HANSBERRY,13.9
29Q131,PS 131 ABIGAIL ADAMS,17.3
29Q132,PS 132 RALPH BUNCHE,12.9
29Q134,PS 134 HOLLIS,12.1
29Q135,THE BELLAIRE SCHOOL,15.9
29Q136,PS 136 ROY WILKINS,16
29Q138,PS/ MS138 SUNRISE,15.3
29Q147,PS/MS 147 RONALD MCNAIR,13.2
29Q156,PS 156 LAURELTON,16.7
29Q176,PS 176 CAMBRIA HEIGHTS,18.4
29Q181,PS 181 BROOKFIELD,9.2
29Q192,IS 192 THE LINDEN,14.6
29Q195,PS 195 WILLIAM HABERLE,16.2
29Q208,PS / IS 208,16.1
29Q238,IS 238 - SUSAN B ANTHONY ACADEMY,14.2
29Q243,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,12.7
29Q248,QUEENS PREPARATORY ACADEMY,15.2
29Q251,PS 251 QUEENS,14.2
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,15.8
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,15.1
29Q268,PS/IS 268,13.3
29Q270,THE GORDON PARKS SCHOOL,16
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,14.6
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,19.5
29Q289,QUEENS UNITED MIDDLE SCHOOL,13.1
29Q295,PS/IS 295,12.1
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,11.8
29Q326,CAMBRIA HEIGHTS ACADEMY,13.3
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,14.6
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,13.4
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,14.5
29Q360,PS 360,17.6
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",16.5
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,14.8
30Q002,PS 002 ALFRED ZIMBERG,16
30Q010,IS 010 HORACE GREELEY,14.9
30Q011,PS 011 KATHRYN PHELAN,14.8
30Q017,PS 017 HENRY DAVID THOREAU,13.9
30Q069,PS 069 JACKSON HEIGHTS,17.1
30Q070,PS 070 QUEENS,14.6
30Q076,PS 076 WILLIAM HALLET,8.2
30Q078,PS/IS 78Q,15
30Q084,PS 084 STEINWAY,13.9
30Q085,PS 085 JUDGE CHARLES VALLONE,18.3
30Q092,PS 092 HARRY T STEWART SR,13.4
30Q111,PS 111 JACOB BLACKWELL,8.7
30Q112,PS 112 DUTCH KILLS,14.6
30Q122,PS 122 MAMIE FAY,19.2
30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,14.5
30Q127,PS 127 AEROSPACE SCIENCE MAGNE,14.5
30Q141,IS 141 THE STEINWAY,17.2
30Q145,IS 145 JOSEPH PULITZER,14.5
30Q148,PS 148 QUEENS,15.4
30Q149,PS 149 CHRISTA MCAULIFFE,14.1
30Q150,PS 150 QUEENS,15.4
30Q151,PS 151 MARY D CARTER,10.9
30Q152,PS 152 GWENDOLINE N ALLEYNE SCHOOL,14.3
30Q166,PS 166 HENRY GRADSTEIN,18.2
30Q171,PS 171 PETER G VAN ALST,12.3
30Q204,IS 204 OLIVER W HOLMES,10.7
30Q212,PS 212,16.1
30Q222,PS Q222 - FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL,14.8
30Q227,IS 227 LOUIS ARMSTRONG,17.3
30Q228,PS 228 EARLY CHILDHOOD MAGNET SCHOOL OF THE ARTS,12.2
30Q230,IS 230,14.2
30Q234,PS 234,14.5
30Q235,ACADEMY FOR NEW AMERICANS,12.9
30Q258,ENERGY TECH HIGH SCHOOL,14.5
30Q280,PS 280,14.3
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",15.6
30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,13
30Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),16.9
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,16
30Q329,EAST ELMHURST COMMUNITY SCHOOL,14.5
30Q361,PS 361,13.7
30Q384,PS 384,6.6
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,15.8
