YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,UNDERGRADUATE_FULLTIME_TOTAL,UNDERGRADUATE_FT_ENR_PROGRAM,UNDERGRADUATE_FT_NOT_ENR_PROGRAM,UNDERGRADUATE_PARTTIME,UNDERGRADUATE_PT_ENR_PROGRAM,UNDERGRADUATE_PT_NOT_ENR_PROGRAM,FIRST_PROFESSIONAL_FULLTIME,FIRST_PROFESSIONAL_PARTTIME,GRADUATE_FULLTIME,GRADUATE_PARTTIME,ALL_STUDENTS_FULLTIME,ALL_STUDENTS_PARTTIME,FIRST_TIME_FULLTIME,FIRST_TIME_PARTTIME,TOTAL,FTE
2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425600,800000090090,GLASGOW CALEDONIAN NEW YORK COLLEGE,0,0,0,0,0,0,0,0,4,62,4,62,0,0,66,28.8
2010,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425700,800000047839,THE NEW YORK ACADEMY OF ART,0,0,0,0,0,0,0,0,116,2,116,2,0,0,118,116.8
2011,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425700,800000047839,THE NEW YORK ACADEMY OF ART,0,0,0,0,0,0,0,0,101,5,101,5,0,0,106,103
2012,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425700,800000047839,THE NEW YORK ACADEMY OF ART,0,0,0,0,0,0,0,0,106,3,106,3,0,0,109,107.2
2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425700,800000047839,THE NEW YORK ACADEMY OF ART,0,0,0,0,0,0,0,0,106,0,106,0,0,0,106,106
2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425700,800000047839,THE NEW YORK ACADEMY OF ART,0,0,0,0,0,0,0,0,108,0,108,0,0,0,108,108
2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425700,800000047839,THE NEW YORK ACADEMY OF ART,0,0,0,0,0,0,0,0,108,0,108,0,0,0,108,108
2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425700,800000047839,THE NEW YORK ACADEMY OF ART,0,0,0,0,0,0,0,0,113,0,113,0,0,0,113,113
2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425700,800000047839,THE NEW YORK ACADEMY OF ART,0,0,0,0,0,0,0,0,106,0,106,0,0,0,106,106
2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425700,800000047839,THE NEW YORK ACADEMY OF ART,0,0,0,0,0,0,0,0,120,2,120,2,0,0,122,120.8
2010,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426100,800000057564,UNION GRADUATE COLLEGE,0,0,0,0,0,0,0,0,205,252,205,252,0,0,457,305.8
2011,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426100,800000057564,UNION GRADUATE COLLEGE,0,0,0,0,0,0,0,0,196,231,196,231,0,0,427,288.4
2012,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426100,800000057564,UNION GRADUATE COLLEGE,0,0,0,0,0,0,0,0,192,264,192,264,0,0,456,297.6
2013,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426100,800000057564,UNION GRADUATE COLLEGE,0,0,0,0,0,0,0,0,148,277,148,277,0,0,425,258.8
2014,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426100,800000057564,UNION GRADUATE COLLEGE,0,0,0,0,0,0,0,0,165,272,165,272,0,0,437,273.8
2015,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426100,800000057564,UNION GRADUATE COLLEGE,0,0,0,0,0,0,0,0,163,256,163,256,0,0,419,265.4
2010,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1844,1841,3,17,2,15,0,0,0,0,1844,17,467,3,1861,1849.67
2011,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1844,1841,3,20,2,18,0,0,0,0,1844,20,481,13,1864,1850.67
2012,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1868,1866,2,16,1,15,0,0,0,0,1868,16,469,1,1884,1873.33
2013,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1907,1906,1,21,5,16,0,0,0,0,1907,21,491,0,1928,1914
2014,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1894,1890,4,10,0,10,0,0,0,0,1894,10,469,0,1904,1897.33
2015,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1862,1861,1,15,0,15,0,0,0,0,1862,15,473,0,1877,1867
2016,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1868,1866,2,15,1,14,0,0,0,0,1868,15,472,0,1883,1873
2017,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1886,1885,1,15,0,15,0,0,0,0,1886,15,480,0,1901,1891
2018,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1907,1905,2,14,0,14,0,0,0,0,1907,14,481,0,1921,1911.67
2019,41,ONEIDA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,426500,800000041448,HAMILTON COLLEGE,1999,1997,2,13,0,13,0,0,0,0,1999,13,473,0,2012,2003.33
2010,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1487,1487,0,44,29,15,0,0,0,0,1487,44,487,1,1531,1501.67
2011,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1520,1520,0,58,40,18,0,0,0,0,1520,58,489,6,1578,1539.33
2012,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1503,1503,0,55,39,16,0,0,0,0,1503,55,446,3,1558,1521.33
2013,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1576,1576,0,39,31,8,0,0,0,0,1576,39,528,0,1615,1589
2014,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1507,1507,0,33,22,11,0,0,0,0,1507,33,419,11,1540,1518
2015,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1352,1352,0,40,31,9,0,0,0,0,1352,40,292,0,1392,1365.33
2016,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1362,1362,0,34,20,14,0,0,0,0,1362,34,402,1,1396,1373.33
2017,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1178,1178,0,23,16,7,0,0,0,0,1178,23,351,0,1201,1185.67
2018,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1156,1149,7,19,15,4,0,0,0,0,1156,19,407,0,1175,1162.33
2019,47,OTSEGO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,427500,800000039834,HARTWICK COLLEGE,1169,1169,0,24,12,12,0,0,0,0,1169,24,376,0,1193,1177
2010,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,2,0,2,6,0,6,59,0,36,16,97,22,0,0,119,105.4
2011,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,0,0,0,0,0,0,82,2,18,7,100,9,0,0,109,103.6
2012,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,0,0,0,0,0,0,79,3,17,7,96,10,0,0,106,100
2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,0,0,0,0,0,0,71,1,8,43,79,44,0,0,123,96.6
2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,0,0,0,0,0,0,71,2,10,55,81,57,0,0,138,103.8
2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,0,0,0,0,0,0,73,2,14,46,87,48,0,0,135,106.2
2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,0,0,0,0,0,0,68,1,9,50,77,51,0,0,128,97.4
2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,0,0,0,0,0,0,60,3,21,23,81,26,0,0,107,91.4
2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,0,0,0,0,0,0,13,0,74,52,87,52,0,0,139,107.8
2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428000,800000047870,HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION,0,0,0,0,0,0,13,0,82,34,95,34,0,0,129,108.6
2010,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,191,190,1,227,216,11,0,0,0,0,191,227,0,0,418,266.67
2011,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,146,143,3,213,210,3,0,0,0,0,146,213,0,0,359,217
2012,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,141,141,0,176,174,2,0,0,0,0,141,176,0,5,317,199.67
2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,175,175,0,162,159,3,0,0,0,0,175,162,7,2,337,229
2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,254,254,0,190,190,0,0,0,0,0,254,190,0,0,444,317.33
2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,196,196,0,246,246,0,0,0,0,0,196,246,0,0,442,278
2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,161,161,0,275,275,0,0,0,0,0,161,275,0,0,436,252.67
2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,163,163,0,234,234,0,0,0,0,0,163,234,0,0,397,241
2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,188,188,0,303,302,1,0,0,0,0,188,303,0,0,491,289
2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,428500,800000047060,HELENE FULD COLLEGE OF NURSING,245,245,0,368,368,0,0,0,0,0,245,368,0,0,613,367.67
2010,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,866,864,2,190,151,39,0,0,0,0,866,190,249,7,1056,929.33
2011,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,914,914,0,166,138,28,0,0,28,0,942,166,222,6,1108,997.33
2012,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,878,878,0,144,117,27,0,0,39,3,917,147,179,3,1064,966.2
2013,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,884,884,0,136,107,29,0,0,44,6,928,142,188,2,1070,975.73
2014,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,842,842,0,105,90,15,0,0,39,13,881,118,168,0,999,921.2
2015,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,786,786,0,89,79,10,0,0,42,16,828,105,152,2,933,864.07
2016,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,740,739,1,69,51,18,0,0,44,13,784,82,147,0,866,812.2
2017,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,680,680,0,60,49,11,0,0,42,4,722,64,167,2,786,743.6
2018,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,688,688,0,44,37,7,0,0,29,3,717,47,220,2,764,732.87
2019,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429000,800000052181,HILBERT COLLEGE,686,686,0,37,25,12,0,0,42,1,728,38,160,1,766,740.73
2010,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2161,2136,25,4,2,2,0,0,7,1,2168,5,618,0,2173,2169.73
2011,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2225,2208,17,9,4,5,0,0,8,0,2233,9,681,0,2242,2236
2012,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2267,2244,23,25,4,21,0,0,8,0,2275,25,600,0,2300,2283.33
2013,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2324,2307,17,44,4,40,0,0,4,0,2328,44,638,0,2372,2342.67
2014,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2362,2342,20,59,2,57,0,0,4,0,2366,59,643,0,2425,2385.67
2015,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2270,2246,24,74,11,63,0,0,7,0,2277,74,631,0,2351,2301.67
2016,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2246,2232,14,16,9,7,0,0,9,0,2255,16,581,1,2271,2260.33
2017,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2220,2209,11,17,11,6,0,0,7,0,2227,17,634,0,2244,2232.67
2018,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2208,2197,11,21,9,12,0,0,12,0,2220,21,611,0,2241,2227
2019,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,429500,800000040571,HOBART & WM SMITH COLLEGES,2045,2031,14,16,5,11,0,0,9,0,2054,16,458,0,2070,2059.33
2010,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6804,6800,4,585,548,37,969,119,1625,1477,9398,2181,1446,4,11579,10231.4
2011,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6636,6630,6,547,506,41,1076,70,1769,1306,9481,1923,1672,3,11404,10213.73
2012,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6374,6359,15,519,474,45,1082,36,1862,1150,9318,1705,1484,4,11023,9965.4
2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6378,6361,17,448,387,61,1019,29,1986,1068,9383,1545,1618,4,10928,9971.13
2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6474,6430,44,430,373,57,1060,24,1945,1020,9479,1474,1726,1,10953,10039.93
2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6417,6365,52,407,351,56,1053,21,1843,1073,9313,1501,1668,3,10814,9886.27
2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6497,6462,35,402,348,54,1097,25,1933,1191,9527,1618,1666,1,11145,10147.4
2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6494,6469,25,367,314,53,1126,19,1877,1248,9497,1634,1642,1,11131,10126.13
2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6329,6298,31,372,318,54,1144,31,1858,1137,9331,1540,1562,3,10871,9922.2
2019,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430000,800000049813,HOFSTRA UNIVERSITY-MAIN CAMPUS,6156,6116,40,342,284,58,1213,33,1866,1194,9235,1569,1541,1,10804,9839.8
2010,21,HERKIMER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430500,800000051292,HOLY TRINITY ORTHODOX SEMINARY,29,29,0,54,54,0,0,0,0,0,29,54,0,0,83,47
2011,21,HERKIMER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430500,800000051292,HOLY TRINITY ORTHODOX SEMINARY,31,31,0,54,54,0,0,0,0,0,31,54,3,0,85,49
2012,21,HERKIMER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430500,800000051292,HOLY TRINITY ORTHODOX SEMINARY,36,36,0,60,60,0,0,0,0,0,36,60,4,0,96,56
2013,21,HERKIMER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430500,800000051292,HOLY TRINITY ORTHODOX SEMINARY,32,32,0,42,42,0,0,0,0,0,32,42,0,0,74,46
2014,21,HERKIMER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430500,800000051292,HOLY TRINITY ORTHODOX SEMINARY,28,28,0,41,41,0,0,0,0,0,28,41,5,0,69,41.67
2015,21,HERKIMER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430500,800000051292,HOLY TRINITY ORTHODOX SEMINARY,26,26,0,38,38,0,0,0,0,0,26,38,2,3,64,38.67
2016,21,HERKIMER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,430500,800000051292,HOLY TRINITY ORTHODOX SEMINARY,26,26,0,16,16,0,0,0,0,0,26,16,2,1,42,31.33
2010,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,1196,1194,2,60,29,31,0,0,9,7,1205,67,254,26,1272,1227.8
2011,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,1187,1187,0,81,26,55,0,0,6,13,1193,94,266,0,1287,1225.2
2012,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,1086,1084,2,61,29,32,0,0,10,8,1096,69,234,0,1165,1119.53
2013,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,1023,1023,0,58,24,34,0,0,9,10,1032,68,223,0,1100,1055.33
2014,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,994,994,0,54,13,41,0,0,23,7,1017,61,253,0,1078,1037.8
2015,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,995,990,5,62,19,43,0,0,14,6,1009,68,265,1,1077,1032.07
2016,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,998,998,0,91,36,55,0,0,14,2,1012,93,271,0,1105,1043.13
2017,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,997,997,0,76,32,44,0,0,10,3,1007,79,267,0,1086,1033.53
2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,963,963,0,82,28,54,0,0,11,2,974,84,254,3,1058,1002.13
2019,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,431000,800000055150,HOUGHTON COLLEGE,883,883,0,62,44,18,0,0,18,11,901,73,296,2,974,926.07
2010,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,432500,800000045413,INST OF DESIGN & CONSTRUCTION,75,74,1,64,45,19,0,0,0,0,75,64,16,13,139,96.33
2011,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,432500,800000045413,INST OF DESIGN & CONSTRUCTION,58,58,0,66,46,20,0,0,0,0,58,66,5,8,124,80
2012,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,432500,800000045413,INST OF DESIGN & CONSTRUCTION,56,56,0,71,54,17,0,0,0,0,56,71,17,11,127,79.67
2013,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,432500,800000045413,INST OF DESIGN & CONSTRUCTION,43,43,0,60,42,18,0,0,0,0,43,60,10,2,103,63
2014,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,432500,800000045413,INST OF DESIGN & CONSTRUCTION,41,41,0,52,24,28,0,0,0,0,41,52,9,8,93,58.33
2010,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,3156,3152,4,100,76,24,0,0,309,558,3465,658,871,0,4123,3721.53
2011,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,3097,3096,1,542,67,475,0,0,276,600,3373,1142,812,0,4515,3793.67
2012,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,2927,2924,3,539,64,475,0,0,261,518,3188,1057,722,0,4245,3574.87
2013,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,3110,3106,4,429,60,369,0,0,279,423,3389,852,922,0,4241,3701.2
2014,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,2994,2993,1,307,59,248,0,0,273,335,3267,642,800,2,3909,3503.33
2015,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,2959,2958,1,312,60,252,0,0,383,323,3342,635,838,4,3977,3575.2
2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,3069,3066,3,260,54,206,0,0,358,332,3427,592,935,0,4019,3646.47
2017,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,2949,2948,1,229,41,188,0,0,341,273,3290,502,860,0,3792,3475.53
2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,2961,2955,6,326,50,276,0,0,345,294,3306,620,852,1,3926,3532.27
2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433100,800000035119,IONA COLLEGE,2709,2702,7,272,41,231,0,0,335,297,3044,569,641,0,3613,3253.47
2010,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,6333,6321,12,109,61,48,155,0,292,60,6780,169,1627,33,6949,6840.33
2011,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,6173,6159,14,103,69,34,144,0,285,55,6602,158,1637,15,6760,6658.33
2012,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,6159,6147,12,122,86,36,163,1,267,47,6589,170,1586,22,6759,6648.87
2013,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,6131,6122,9,103,79,24,167,1,264,57,6562,161,1789,13,6723,6619.53
2014,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,6012,6003,9,112,82,30,166,1,243,53,6421,166,1560,18,6587,6479.93
2015,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,6206,6197,9,117,81,36,167,1,204,74,6577,192,1808,18,6769,6646
2016,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,6103,6099,4,118,82,36,174,0,217,66,6494,184,1632,18,6678,6559.73
2017,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,5936,5932,4,123,89,34,174,0,212,71,6322,194,1622,25,6516,6391.4
2018,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,5991,5985,6,110,87,23,172,0,182,62,6345,172,1670,13,6517,6406.47
2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,5739,5735,4,113,68,45,165,3,184,62,6088,178,1509,33,6266,6151.67
