Data os of Date,Community District,ProgramTypeName,Female Count,Female Percentage,Male Count,Male Percentage,Gender Nonconforming Count,Gender Nonconforming Percentage,American Indian or Alaskan Native Count,American Indian or Alaskan Native Percentage,Asian Count,Asian Percentage,Black or African American Count,Black or African American Percentage,Multi-race Count,Multi-race Percentage,Native Hawaiian or Other Pacific Islander Count,Native Hawaiian or Other Pacific Islander Percentage,White or Caucasian Count,White or Caucasian Percentage,Hispanic or Latino(a) Count,Hispanic or Latino(a) Percentage,Not Hispanic or Latino(a) Count,Not Hispanic or Latino(a) Percentage,Not Sure Count,Not Sure Percentage,X (Not Male Or Female) Count,X (Not Male Or Female) Percentage,Another Gender Count,Another Gender Percentage,Decline to Answer Count,Decline to Answer Percentage,Do not understand the question Count,Do not understand the question Percentage,Female Gender Identity Count,Female Gender Identity Percentage,Male Gender Identity Count,Male Gender Identity Percentage,Multi-Gender Identity Count,Multi-Gender Identity Percentage,Non-Binary (not Female or Male) Count,Non-Binary (not Female or Male) Percentage,Not Sure Gender Identity Count,Not Sure Gender Identity Percentage,Two Spirit (Native American/First Nations) Count,Two Spirit (Native American/First Nations) Percentage
06/01/2019,Manhattan CD 007,COMPASS Explore,13,0.8,17,1.05,0,0,0,0,0,0,24,1.48,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,COMPASS High School,3,0.18,7,0.43,0,0,1,0.06,1,0.06,2,0.12,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,COMPASS Middle School,409,25.35,396,24.54,1,0.06,3,0.18,26,1.61,130,8.05,35,2.16,1,0.06,341,21.13,2,0.12,7,0.43,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,Cornerstone,24,1.48,20,1.23,0,0,0,0,1,0.06,20,1.23,3,0.18,1,0.06,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,ESL Civics,3,0.18,2,0.12,0,0,0,0,3,0.18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,Adult Literacy - ABE/HSE,1,0.06,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,Adult Literacy - BENL/ESOL,32,1.98,11,0.68,0,0,0,0,5,0.3,1,0.06,0,0,0,0,13,0.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,Adult Literacy - BENL/ESOL (Discretionary),9,0.55,0,0,0,0,0,0,4,0.24,2,0.12,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,Adult Literacy - NDA (ABE/HSE/Spanish HSE),3,0.18,0,0,0,0,0,0,0,0,2,0.12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,Beacon,164,10.16,153,9.48,1,0.06,3,0.18,69,4.27,78,4.83,19,1.17,3,0.18,89,5.51,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,COMPASS Elementary,19,1.17,22,1.36,0,0,0,0,7,0.43,10,0.61,2,0.12,0,0,4,0.24,0,0,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,COMPASS Explore,8,0.49,9,0.55,0,0,0,0,3,0.18,1,0.06,0,0,1,0.06,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,COMPASS High School,1,0.06,1,0.06,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,COMPASS Middle School,449,27.83,407,25.22,2,0.12,3,0.18,102,6.32,42,2.6,50,3.09,3,0.18,540,33.47,2,0.12,3,0.18,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,Cornerstone,17,1.05,50,3.09,0,0,0,0,1,0.06,25,1.54,1,0.06,0,0,16,0.99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 008,ESL Civics,9,0.55,1,0.06,0,0,0,0,2,0.12,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,Adult Literacy - ABE/HSE,6,0.37,5,0.3,0,0,0,0,0,0,3,0.18,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,Adult Literacy - ABE/HSE (Discretionary),3,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,Adult Literacy - BENL/ESOL,32,1.98,13,0.8,0,0,0,0,1,0.06,2,0.12,0,0,0,0,8,0.49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,Adult Literacy - BENL/ESOL (Discretionary),19,1.17,8,0.49,0,0,0,0,1,0.06,2,0.12,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,Adult Literacy - NDA (ABE/HSE/Spanish HSE),16,0.99,4,0.24,0,0,0,0,0,0,10,0.61,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,Beacon,91,5.64,111,6.88,0,0,3,0.18,3,0.18,87,5.39,4,0.24,0,0,18,1.11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,COMPASS Elementary,208,12.89,150,9.29,0,0,2,0.12,12,0.74,115,7.12,5,0.3,0,0,18,1.11,4,0.24,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,COMPASS Explore,6,0.37,4,0.24,0,0,0,0,2,0.12,3,0.18,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,COMPASS High School,17,1.05,6,0.37,0,0,0,0,3,0.18,5,0.3,4,0.24,1,0.06,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,COMPASS Middle School,460,28.51,429,26.59,1,0.06,3,0.18,16,0.99,267,16.54,23,1.42,0,0,67,4.15,7,0.43,6,0.37,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,Cornerstone,105,6.5,117,7.25,0,0,4,0.24,3,0.18,141,8.73,6,0.37,0,0,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 009,ESL Civics,7,0.43,4,0.24,0,0,0,0,2,0.12,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,Adult Literacy - ABE/HSE,6,0.37,4,0.24,0,0,0,0,0,0,6,0.37,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,Adult Literacy - ABE/HSE (Discretionary),2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,Adult Literacy - BENL/ESOL,23,1.42,12,0.74,0,0,0,0,3,0.18,8,0.49,1,0.06,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,Adult Literacy - BENL/ESOL (Discretionary),9,0.55,8,0.49,0,0,0,0,1,0.06,7,0.43,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,Adult Literacy - NDA (ABE/HSE/Spanish HSE),16,0.99,4,0.24,0,0,0,0,0,0,14,0.86,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,Beacon,331,20.51,352,21.81,1,0.06,7,0.43,14,0.86,460,28.51,19,1.17,1,0.06,25,1.54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,COMPASS Elementary,342,21.19,378,23.42,1,0.06,5,0.3,7,0.43,498,30.86,24,1.48,1,0.06,24,1.48,1,0.06,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,COMPASS Explore,7,0.43,6,0.37,0,0,0,0,0,0,9,0.55,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,COMPASS High School,16,0.99,11,0.68,0,0,0,0,1,0.06,13,0.8,2,0.12,0,0,3,0.18,0,0,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,COMPASS Middle School,670,41.52,573,35.51,0,0,3,0.18,16,0.99,809,50.14,44,2.72,5,0.3,69,4.27,4,0.24,9,0.55,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,Cornerstone,296,18.34,338,20.95,0,0,14,0.86,0,0,483,29.93,17,1.05,3,0.18,11,0.68,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 010,ESL Civics,33,2.04,17,1.05,0,0,0,0,1,0.06,32,1.98,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,Adult Literacy - ABE/HSE,9,0.55,18,1.11,0,0,0,0,0,0,11,0.68,2,0.12,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,Adult Literacy - ABE/HSE (Discretionary),1,0.06,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,Adult Literacy - BENL/ESOL,115,7.12,39,2.41,0,0,0,0,6,0.37,11,0.68,0,0,0,0,14,0.86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,Adult Literacy - BENL/ESOL (Discretionary),24,1.48,1,0.06,0,0,0,0,23,1.42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,Adult Literacy - NDA (ABE/HSE/Spanish HSE),33,2.04,11,0.68,1,0.06,1,0.06,1,0.06,13,0.8,1,0.06,1,0.06,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,Beacon,262,16.23,301,18.65,1,0.06,4,0.24,42,2.6,286,17.72,12,0.74,2,0.12,43,2.66,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,COMPASS Elementary,436,27.02,347,21.5,0,0,7,0.43,25,1.54,380,23.55,14,0.86,2,0.12,51,3.16,14,0.86,8,0.49,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,COMPASS Explore,13,0.8,5,0.3,0,0,1,0.06,1,0.06,5,0.3,2,0.12,0,0,4,0.24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,COMPASS High School,26,1.61,26,1.61,1,0.06,0,0,1,0.06,7,0.43,1,0.06,0,0,31,1.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,COMPASS Middle School,754,46.73,654,40.53,0,0,8,0.49,60,3.71,591,36.63,48,2.97,4,0.24,74,4.58,6,0.37,5,0.3,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,Cornerstone,299,18.53,393,24.35,1,0.06,8,0.49,7,0.43,489,30.3,13,0.8,1,0.06,10,0.61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 011,ESL Civics,12,0.74,2,0.12,0,0,0,0,6,0.37,2,0.12,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,Adolescent Literacy,8,0.49,5,0.3,0,0,0,0,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,Adult Literacy - ABE/HSE,20,1.23,24,1.48,0,0,1,0.06,0,0,5,0.3,0,0,0,0,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,Adult Literacy - ABE/HSE (Discretionary),18,1.11,6,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,Adult Literacy - BENL/ESOL,269,16.67,89,5.51,0,0,0,0,4,0.24,7,0.43,1,0.06,0,0,21,1.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,Adult Literacy - BENL/ESOL (Discretionary),169,10.47,57,3.53,0,0,0,0,3,0.18,12,0.74,6,0.37,0,0,18,1.11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,Adult Literacy - NDA (ABE/HSE/Spanish HSE),27,1.67,17,1.05,0,0,1,0.06,0,0,4,0.24,1,0.06,0,0,4,0.24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,Beacon,227,14.07,389,24.11,0,0,1,0.06,7,0.43,50,3.09,8,0.49,1,0.06,31,1.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,COMPASS Elementary,691,42.82,653,40.47,1,0.06,6,0.37,22,1.36,133,8.24,17,1.05,3,0.18,129,7.99,10,0.61,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,COMPASS Explore,48,2.97,35,2.16,1,0.06,0,0,0,0,12,0.74,2,0.12,0,0,11,0.68,0,0,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,COMPASS High School,11,0.68,12,0.74,0,0,0,0,0,0,0,0,0,0,0,0,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,COMPASS Middle School,688,42.64,701,43.44,3,0.18,7,0.43,17,1.05,154,9.54,44,2.72,6,0.37,120,7.43,16,0.99,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,Cornerstone,114,7.06,94,5.82,0,0,2,0.12,1,0.06,58,3.59,3,0.18,1,0.06,4,0.24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 012,ESL Civics,51,3.16,19,1.17,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 064,COMPASS Middle School,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,Adolescent Literacy,8,0.49,3,0.18,0,0,0,0,0,0,0,0,0,0,0,0,9,0.55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,Adult Literacy - ABE/HSE,4,0.24,6,0.37,0,0,0,0,0,0,7,0.43,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,Adult Literacy - BENL/ESOL,327,20.26,145,8.98,0,0,5,0.3,32,1.98,4,0.24,1,0.06,0,0,186,11.52,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,Adult Literacy - BENL/ESOL (Discretionary),66,4.09,23,1.42,0,0,0,0,20,1.23,1,0.06,0,0,0,0,15,0.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,Beacon,414,25.66,690,42.76,0,0,14,0.86,90,5.57,177,10.97,41,2.54,5,0.3,344,21.32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,COMPASS Elementary,342,21.19,303,18.78,0,0,7,0.43,59,3.65,165,10.22,21,1.3,1,0.06,165,10.22,1,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,COMPASS Explore,36,2.23,28,1.73,0,0,0,0,8,0.49,27,1.67,2,0.12,1,0.06,25,1.54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,COMPASS High School,3,0.18,0,0,0,0,0,0,0,0,1,0.06,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,COMPASS Middle School,387,23.98,363,22.49,1,0.06,3,0.18,103,6.38,156,9.66,28,1.73,4,0.24,200,12.39,10,0.61,6,0.37,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,Cornerstone,206,12.76,153,9.48,0,0,1,0.06,7,0.43,291,18.03,7,0.43,0,0,14,0.86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 001,ESL Civics,78,4.83,30,1.85,0,0,2,0.12,6,0.37,1,0.06,1,0.06,0,0,31,1.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,Adult Literacy - ABE/HSE,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,Adult Literacy - ABE/HSE (Discretionary),1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,Adult Literacy - BENL/ESOL,150,9.29,45,2.78,0,0,0,0,24,1.48,0,0,2,0.12,0,0,19,1.17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,Adult Literacy - BENL/ESOL (Discretionary),12,0.74,8,0.49,0,0,0,0,5,0.3,1,0.06,0,0,0,0,4,0.24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,Adult Literacy - NDA (ABE/HSE/Spanish HSE),1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,Beacon,404,25.04,511,31.67,0,0,11,0.68,245,15.18,31,1.92,17,1.05,3,0.18,146,9.04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,COMPASS Elementary,356,22.06,288,17.85,0,0,1,0.06,179,11.09,15,0.92,10,0.61,0,0,83,5.14,2,0.12,7,0.43,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,COMPASS Explore,1,0.06,2,0.12,0,0,0,0,2,0.12,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,COMPASS High School,5,0.3,0,0,0,0,0,0,4,0.24,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,COMPASS Middle School,248,15.37,240,14.87,0,0,1,0.06,174,10.78,15,0.92,23,1.42,1,0.06,99,6.13,1,0.06,3,0.18,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,Cornerstone,7,0.43,9,0.55,0,0,0,0,2,0.12,6,0.37,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 002,ESL Civics,35,2.16,12,0.74,0,0,0,0,4,0.24,1,0.06,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,Adolescent Literacy,1,0.06,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,Adult Literacy - ABE/HSE,6,0.37,5,0.3,1,0.06,1,0.06,3,0.18,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,Adult Literacy - ABE/HSE (Discretionary),0,0,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,Adult Literacy - BENL/ESOL,142,8.8,62,3.84,0,0,1,0.06,6,0.37,1,0.06,1,0.06,0,0,49,3.03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,Adult Literacy - BENL/ESOL (Discretionary),22,1.36,14,0.86,0,0,0,0,2,0.12,0,0,0,0,0,0,5,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,Adult Literacy - NDA (ABE/HSE/Spanish HSE),2,0.12,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,Beacon,464,28.75,639,39.6,2,0.12,13,0.8,89,5.51,59,3.65,11,0.68,3,0.18,93,5.76,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,COMPASS Elementary,391,24.23,393,24.35,0,0,13,0.8,70,4.33,37,2.29,22,1.36,0,0,58,3.59,4,0.24,3,0.18,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,COMPASS Explore,15,0.92,8,0.49,0,0,0,0,2,0.12,1,0.06,0,0,0,0,4,0.24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,COMPASS High School,11,0.68,7,0.43,0,0,0,0,3,0.18,1,0.06,2,0.12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,COMPASS Middle School,495,30.68,558,34.58,1,0.06,14,0.86,135,8.36,43,2.66,22,1.36,3,0.18,169,10.47,8,0.49,6,0.37,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,Cornerstone,5,0.3,11,0.68,0,0,0,0,1,0.06,4,0.24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 003,ESL Civics,83,5.14,31,1.92,0,0,0,0,2,0.12,0,0,9,0.55,0,0,9,0.55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,Adult Literacy - ABE/HSE,9,0.55,5,0.3,0,0,0,0,3,0.18,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,Adult Literacy - ABE/HSE (Discretionary),0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,Adult Literacy - BENL/ESOL,150,9.29,59,3.65,0,0,2,0.12,27,1.67,4,0.24,3,0.18,1,0.06,45,2.78,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,Adult Literacy - BENL/ESOL (Discretionary),30,1.85,17,1.05,0,0,0,0,14,0.86,1,0.06,0,0,0,0,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,Adult Literacy - NDA (ABE/HSE/Spanish HSE),1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,Beacon,454,28.14,574,35.57,0,0,12,0.74,165,10.22,67,4.15,5,0.3,3,0.18,61,3.78,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,COMPASS Elementary,269,16.67,292,18.09,0,0,4,0.24,272,16.85,10,0.61,5,0.3,0,0,19,1.17,4,0.24,39,2.41,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,COMPASS Explore,38,2.35,53,3.28,0,0,0,0,11,0.68,4,0.24,1,0.06,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,COMPASS High School,13,0.8,7,0.43,0,0,0,0,11,0.68,0,0,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,COMPASS Middle School,355,22,403,24.97,0,0,5,0.3,223,13.82,77,4.77,16,0.99,3,0.18,45,2.78,11,0.68,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,Cornerstone,9,0.55,17,1.05,0,0,0,0,6,0.37,6,0.37,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 004,ESL Civics,92,5.7,35,2.16,0,0,0,0,4,0.24,0,0,8,0.49,0,0,15,0.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,Adult Literacy - ABE/HSE,20,1.23,10,0.61,0,0,0,0,4,0.24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,Adult Literacy - ABE/HSE (Discretionary),1,0.06,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,Adult Literacy - BENL/ESOL,99,6.13,25,1.54,0,0,0,0,5,0.3,0,0,2,0.12,1,0.06,19,1.17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,Adult Literacy - BENL/ESOL (Discretionary),23,1.42,6,0.37,0,0,0,0,9,0.55,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,Adult Literacy - NDA (ABE/HSE/Spanish HSE),52,3.22,31,1.92,0,0,0,0,0,0,0,0,1,0.06,0,0,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,Beacon,335,20.76,445,27.58,0,0,6,0.37,61,3.78,32,1.98,7,0.43,1,0.06,191,11.83,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,COMPASS Elementary,380,23.55,381,23.61,0,0,2,0.12,82,5.08,39,2.41,15,0.92,3,0.18,294,18.22,2,0.12,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,COMPASS Explore,6,0.37,2,0.12,0,0,0,0,0,0,1,0.06,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,COMPASS High School,15,0.92,2,0.12,0,0,0,0,6,0.37,0,0,2,0.12,0,0,2,0.12,0,0,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,COMPASS Middle School,577,35.76,563,34.89,3,0.18,10,0.61,96,5.95,32,1.98,28,1.73,3,0.18,448,27.76,5,0.3,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,Cornerstone,30,1.85,61,3.78,0,0,1,0.06,1,0.06,8,0.49,0,0,1,0.06,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Queens CD 005,ESL Civics,17,1.05,11,0.68,0,0,0,0,5,0.3,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
